"CUADRO Nº 14: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y ESTADO CIVIL",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y ESTADO CIVIL",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia QUISPICANCHI (000)",20320,256,7535,6533,1765,521,268,118,21,,3303
"Conviviente (001)",6140,92,2490,1912,564,118,54,14,3,,893
"Separado(a) (002)",765,14,286,258,92,28,10,4,2,,71
"Casado(a) (003)",9547,102,3721,3357,821,268,135,61,9,,1073
"Viudo(a) (004)",2574,39,879,849,218,84,59,34,6,,406
"Divorciado(a) (005)",92,3,28,29,10,2,,1,,,19
"Soltero(a) (006)",1202,6,131,128,60,21,10,4,1,,841
,,,,,,,,,,,
"URBANA (008)",7731,92,2585,2402,880,257,135,43,9,,1328
"Conviviente (009)",2639,38,981,831,323,71,25,9,2,,359
"Separado(a) (010)",392,9,129,138,51,19,5,3,,,38
"Casado(a) (011)",3047,32,1077,1064,355,110,67,21,3,,318
"Viudo(a) (012)",898,9,303,276,101,39,29,9,3,,129
"Divorciado(a) (013)",45,1,14,17,7,1,,,,,5
"Soltero(a) (014)",710,3,81,76,43,17,9,1,1,,479
,,,,,,,,,,,
"RURAL (016)",12589,164,4950,4131,885,264,133,75,12,,1975
"Conviviente (017)",3501,54,1509,1081,241,47,29,5,1,,534
"Separado(a) (018)",373,5,157,120,41,9,5,1,2,,33
"Casado(a) (019)",6500,70,2644,2293,466,158,68,40,6,,755
"Viudo(a) (020)",1676,30,576,573,117,45,30,25,3,,277
"Divorciado(a) (021)",47,2,14,12,3,1,,1,,,14
"Soltero(a) (022)",492,3,50,52,17,4,1,3,,,362
