"CUADRO Nº 27: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia GRAU (000)",5790,1109,927,2783,55,856,60
"Sin nivel (001)",715,5,65,432,6,199,8
"Educación inicial (002)",8,,3,3,,2,
"Primaria (003)",1843,31,306,1164,13,307,22
"Secundaria (004)",1934,138,467,970,22,307,30
"Superior no univ. incompleta (005)",232,76,40,90,6,20,
"Superior no univ. completa (006)",651,528,28,75,5,15,
"Superior univ. incompleta (007)",102,63,12,22,1,4,
"Superior univ. completa (008)",305,268,6,27,2,2,
"Hombres (010)",4236,726,848,2170,45,436,11
"Sin nivel (011)",354,3,48,248,5,50,
"Educación inicial (012)",5,,3,2,,,
"Primaria (013)",1467,15,278,995,10,164,5
"Secundaria (014)",1515,91,437,768,18,195,6
"Superior no univ. incompleta (015)",175,51,39,65,6,14,
"Superior no univ. completa (016)",425,341,26,46,4,8,
"Superior univ. incompleta (017)",81,46,11,20,1,3,
"Superior univ. completa (018)",214,179,6,26,1,2,
"Mujeres (020)",1554,383,79,613,10,420,49
"Sin nivel (021)",361,2,17,184,1,149,8
"Educación inicial (022)",3,,,1,,2,
"Primaria (023)",376,16,28,169,3,143,17
"Secundaria (024)",419,47,30,202,4,112,24
"Superior no univ. incompleta (025)",57,25,1,25,,6,
"Superior no univ. completa (026)",226,187,2,29,1,7,
"Superior univ. incompleta (027)",21,17,1,2,,1,
"Superior univ. completa (028)",91,89,,1,1,,
,,,,,,,
"URBANA (030)",2694,866,482,994,24,281,47
"Sin nivel (031)",169,3,16,95,1,48,6
"Educación inicial (032)",2,,1,1,,,
"Primaria (033)",624,21,140,345,4,97,17
"Secundaria (034)",930,107,265,411,8,115,24
"Superior no univ. incompleta (035)",150,52,28,54,5,11,
"Superior no univ. completa (036)",517,429,19,57,4,8,
"Superior univ. incompleta (037)",78,54,10,13,,1,
"Superior univ. completa (038)",224,200,3,18,2,1,
"Hombres (040)",1779,547,435,646,14,128,9
"Sin nivel (041)",49,2,12,30,,5,
"Educación inicial (042)",2,,1,1,,,
"Primaria (043)",437,11,125,245,1,52,3
"Secundaria (044)",655,67,241,278,4,59,6
"Superior no univ. incompleta (045)",105,32,27,33,5,8,
"Superior no univ. completa (046)",323,270,17,30,3,3,
"Superior univ. incompleta (047)",59,38,9,12,,,
"Superior univ. completa (048)",149,127,3,17,1,1,
"Mujeres (050)",915,319,47,348,10,153,38
"Sin nivel (051)",120,1,4,65,1,43,6
"Primaria (053)",187,10,15,100,3,45,14
"Secundaria (054)",275,40,24,133,4,56,18
"Superior no univ. incompleta (055)",45,20,1,21,,3,
"Superior no univ. completa (056)",194,159,2,27,1,5,
"Superior univ. incompleta (057)",19,16,1,1,,1,
"Superior univ. completa (058)",75,73,,1,1,,
,,,,,,,
"RURAL (060)",3096,243,445,1789,31,575,13
"Sin nivel (061)",546,2,49,337,5,151,2
"Educación inicial (062)",6,,2,2,,2,
"Primaria (063)",1219,10,166,819,9,210,5
"Secundaria (064)",1004,31,202,559,14,192,6
"Superior no univ. incompleta (065)",82,24,12,36,1,9,
"Superior no univ. completa (066)",134,99,9,18,1,7,
"Superior univ. incompleta (067)",24,9,2,9,1,3,
"Superior univ. completa (068)",81,68,3,9,,1,
"Hombres (070)",2457,179,413,1524,31,308,2
"Sin nivel (071)",305,1,36,218,5,45,
"Educación inicial (072)",3,,2,1,,,
"Primaria (073)",1030,4,153,750,9,112,2
"Secundaria (074)",860,24,196,490,14,136,
"Superior no univ. incompleta (075)",70,19,12,32,1,6,
"Superior no univ. completa (076)",102,71,9,16,1,5,
"Superior univ. incompleta (077)",22,8,2,8,1,3,
"Superior univ. completa (078)",65,52,3,9,,1,
"Mujeres (080)",639,64,32,265,,267,11
"Sin nivel (081)",241,1,13,119,,106,2
"Educación inicial (082)",3,,,1,,2,
"Primaria (083)",189,6,13,69,,98,3
"Secundaria (084)",144,7,6,69,,56,6
"Superior no univ. incompleta (085)",12,5,,4,,3,
"Superior no univ. completa (086)",32,28,,2,,2,
"Superior univ. incompleta (087)",2,1,,1,,,
"Superior univ. completa (088)",16,16,,,,,
