"CUADRO Nº 6: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIAL, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia URUBAMBA (000)",15104,13363,41,2577,2649,2228,3188,1761,742,177,1741,48028
"De 12 a 14 años (001)",20,10,,7,3,,,,,,10,13
"De 15 a 19 años (002)",276,222,1,202,12,3,4,,,,54,251
"De 20 a 24 años (003)",1539,1109,2,744,292,57,12,2,,,430,1563
"De 25 a 29 años (004)",2199,1610,5,602,587,280,121,12,3,,589,3225
"De 30 a 34 años (005)",1898,1739,6,367,564,399,340,55,6,2,159,4581
"De 35 a 39 años (006)",1796,1696,3,196,409,415,500,141,28,4,100,5607
"De 40 a 44 años (007)",1536,1487,6,95,215,334,515,239,72,11,49,6035
"De 45 a 49 años (008)",1272,1219,2,85,147,207,401,255,97,25,53,5494
"De 50 y más años (009)",4568,4271,16,279,420,533,1295,1057,536,135,297,21259
"PEA (010)",5491,4903,14,1241,1129,838,971,491,177,42,588,15342
"De 12 a 14 años (011)",2,2,,1,1,,,,,,,3
"De 15 a 19 años (012)",81,68,1,62,5,,,,,,13,72
"De 20 a 24 años (013)",635,445,2,335,90,10,7,1,,,190,582
"De 25 a 29 años (014)",863,652,2,325,212,80,27,4,2,,211,1144
"De 30 a 34 años (015)",813,737,4,212,260,158,86,15,1,1,76,1692
"De 35 a 39 años (016)",793,757,,118,236,174,183,39,6,1,36,2208
"De 40 a 44 años (017)",643,624,,56,112,158,194,82,17,5,19,2316
"De 45 a 49 años (018)",559,545,1,49,73,118,166,104,29,5,14,2238
"De 50 y más años (019)",1102,1073,4,83,140,140,308,246,122,30,29,5087
"Ocupada (020)",5375,4806,14,1195,1106,826,960,488,175,42,569,15130
"De 12 a 14 años (021)",2,2,,1,1,,,,,,,3
