"CUADRO Nº 39: POBLACIÓN ECONÓMICAMENTE INACTIVA DE 6 Y MÁS AÑOS , POR ACTIVIDAD NO LABORAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"ACTIVIDAD NO LABORAL",,,,,,,,
,,"ESTUDIANDO Y NO TRABAJO","VIVIENDO DE SU PENSIÓN Y JUBILACIÓN","VIVIENDO DE SUS RENTAS","AL CUIDADO DE SU HOGAR","POR SU EDAD","DE VIAJE",DISCAPACITADO,"SERVICIO MILITAR",OTRA
,,,,,,,,,,
"Provincia BOLOGNESI (000)",15521,7606,145,232,6881,285,3,13,,356
"Hombres (001)",5796,3929,109,137,1269,142,3,9,,198
"Mujeres (002)",9725,3677,36,95,5612,143,,4,,158
"De 06 a 14 años (003)",6030,5655,,,154,87,,1,,133
"Hombres (004)",3094,2916,,,70,48,,1,,59
"Mujeres (005)",2936,2739,,,84,39,,,,74
"De 15 a 29 años (006)",3846,1899,2,36,1814,,3,4,,88
"Hombres (007)",1387,985,,16,320,,3,3,,60
"Mujeres (008)",2459,914,2,20,1494,,,1,,28
"De 30 a 44 años (009)",1941,40,5,37,1807,,,,,52
"Hombres (010)",350,23,5,22,270,,,,,30
"Mujeres (011)",1591,17,,15,1537,,,,,22
"De 45 a 64 años (012)",1925,11,52,65,1751,2,,4,,40
"Hombres (013)",388,5,33,38,284,1,,2,,25
"Mujeres (014)",1537,6,19,27,1467,1,,2,,15
"De 65 y más años (015)",1779,1,86,94,1355,196,,4,,43
"Hombres (016)",577,,71,61,325,93,,3,,24
"Mujeres (017)",1202,1,15,33,1030,103,,1,,19
,,,,,,,,,,
"AREA URBANA (018)",10159,5086,133,191,4373,139,2,10,,225
"Hombres (019)",3854,2614,99,104,825,74,2,7,,129
"Mujeres (020)",6305,2472,34,87,3548,65,,3,,96
"De 06 a 14 años (021)",3886,3688,,,98,37,,1,,62
"Hombres (022)",1981,1888,,,45,22,,1,,25
"Mujeres (023)",1905,1800,,,53,15,,,,37
"De 15 a 29 años (024)",2583,1366,1,33,1112,,2,3,,66
"Hombres (025)",968,710,,14,194,,2,2,,46
"Mujeres (026)",1615,656,1,19,918,,,1,,20
"De 30 a 44 años (027)",1234,27,4,29,1135,,,,,39
"Hombres (028)",222,13,4,15,166,,,,,24
"Mujeres (029)",1012,14,,14,969,,,,,15
"De 45 a 64 años (030)",1229,4,47,57,1090,2,,2,,27
"Hombres (031)",262,3,29,34,177,1,,1,,17
"Mujeres (032)",967,1,18,23,913,1,,1,,10
"De 65 y más años (033)",1227,1,81,72,938,100,,4,,31
"Hombres (034)",421,,66,41,243,51,,3,,17
"Mujeres (035)",806,1,15,31,695,49,,1,,14
,,,,,,,,,,
"AREA RURAL (036)",5362,2520,12,41,2508,146,1,3,,131
"Hombres (037)",1942,1315,10,33,444,68,1,2,,69
"Mujeres (038)",3420,1205,2,8,2064,78,,1,,62
"De 06 a 14 años (039)",2144,1967,,,56,50,,,,71
"Hombres (040)",1113,1028,,,25,26,,,,34
"Mujeres (041)",1031,939,,,31,24,,,,37
"De 15 a 29 años (042)",1263,533,1,3,702,,1,1,,22
"Hombres (043)",419,275,,2,126,,1,1,,14
"Mujeres (044)",844,258,1,1,576,,,,,8
"De 30 a 44 años (045)",707,13,1,8,672,,,,,13
"Hombres (046)",128,10,1,7,104,,,,,6
"Mujeres (047)",579,3,,1,568,,,,,7
"De 45 a 64 años (048)",696,7,5,8,661,,,2,,13
"Hombres (049)",126,2,4,4,107,,,1,,8
"Mujeres (050)",570,5,1,4,554,,,1,,5
"De 65 y más años (051)",552,,5,22,417,96,,,,12
"Hombres (052)",156,,5,20,82,42,,,,7
"Mujeres (053)",396,,,2,335,54,,,,5
