"CUADRO Nº 30: POBLACIÓN OCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia HUANTA (000)",27659,3306,4436,14912,567,4098,340
"Conviviente (001)",7692,912,1318,4389,143,877,53
"Separado(a) (002)",903,124,161,506,21,58,33
"Casado(a) (003)",11074,1076,1497,6822,245,1394,40
"Viudo(a) (004)",1259,35,186,888,49,90,11
"Divorciado(a) (005)",145,25,18,91,4,7,
"Soltero(a) (006)",6586,1134,1256,2216,105,1672,203
"Hombres (008)",19021,1791,3413,11455,424,1905,33
"Conviviente (009)",5409,556,1013,3480,112,244,4
"Separado(a) (010)",282,29,57,173,9,13,1
"Casado(a) (011)",8117,628,1188,5713,205,380,3
"Viudo(a) (012)",461,8,69,334,21,27,2
"Divorciado(a) (013)",80,10,16,50,2,2,
"Soltero(a) (014)",4672,560,1070,1705,75,1239,23
"Mujeres (016)",8638,1515,1023,3457,143,2193,307
"Conviviente (017)",2283,356,305,909,31,633,49
"Separado(a) (018)",621,95,104,333,12,45,32
"Casado(a) (019)",2957,448,309,1109,40,1014,37
"Viudo(a) (020)",798,27,117,554,28,63,9
"Divorciado(a) (021)",65,15,2,41,2,5,
"Soltero(a) (022)",1914,574,186,511,30,433,180
,,,,,,,
"URBANA (024)",13456,2921,2069,6533,245,1421,267
"Conviviente (025)",3987,797,685,2065,62,337,41
"Separado(a) (026)",572,112,88,307,10,27,28
"Casado(a) (027)",4842,988,645,2601,102,475,31
"Viudo(a) (028)",527,32,83,356,14,32,10
"Divorciado(a) (029)",86,25,11,46,2,2,
"Soltero(a) (030)",3442,967,557,1158,55,548,157
"Hombres (032)",8151,1576,1532,4234,158,628,23
"Conviviente (033)",2554,487,511,1403,40,110,3
"Separado(a) (034)",145,26,26,89,2,1,1
"Casado(a) (035)",3066,570,485,1814,79,118,
"Viudo(a) (036)",141,6,29,90,5,9,2
"Divorciado(a) (037)",43,10,10,22,1,,
"Soltero(a) (038)",2202,477,471,816,31,390,17
"Mujeres (040)",5305,1345,537,2299,87,793,244
"Conviviente (041)",1433,310,174,662,22,227,38
"Separado(a) (042)",427,86,62,218,8,26,27
"Casado(a) (043)",1776,418,160,787,23,357,31
"Viudo(a) (044)",386,26,54,266,9,23,8
"Divorciado(a) (045)",43,15,1,24,1,2,
"Soltero(a) (046)",1240,490,86,342,24,158,140
,,,,,,,
"RURAL (048)",14203,385,2367,8379,322,2677,73
"Conviviente (049)",3705,115,633,2324,81,540,12
"Separado(a) (050)",331,12,73,199,11,31,5
"Casado(a) (051)",6232,88,852,4221,143,919,9
"Viudo(a) (052)",732,3,103,532,35,58,1
"Divorciado(a) (053)",59,,7,45,2,5,
"Soltero(a) (054)",3144,167,699,1058,50,1124,46
"Hombres (056)",10870,215,1881,7221,266,1277,10
"Conviviente (057)",2855,69,502,2077,72,134,1
"Separado(a) (058)",137,3,31,84,7,12,
"Casado(a) (059)",5051,58,703,3899,126,262,3
"Viudo(a) (060)",320,2,40,244,16,18,
"Divorciado(a) (061)",37,,6,28,1,2,
"Soltero(a) (062)",2470,83,599,889,44,849,6
"Mujeres (064)",3333,170,486,1158,56,1400,63
"Conviviente (065)",850,46,131,247,9,406,11
"Separado(a) (066)",194,9,42,115,4,19,5
"Casado(a) (067)",1181,30,149,322,17,657,6
"Viudo(a) (068)",412,1,63,288,19,40,1
"Divorciado(a) (069)",22,,1,17,1,3,
"Soltero(a) (070)",674,84,100,169,6,275,40
