"CUADRO Nº 8: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia CORONEL PORTILLO (000)",125844,3040,45067,43901,28930,4906
"Empleado (001)",30912,329,11664,12361,6173,385
"Obrero (002)",20664,482,9076,6245,4275,586
"Trabajador independiente (003)",54948,583,15906,20183,15090,3186
"Empleador o patrono (004)",2657,8,677,1001,827,144
"Trabajador familiar no remunerado (005)",8062,1322,3368,1757,1281,334
"Trabajador del hogar (006)",3859,160,1857,1091,636,115
"Desocupado (008)",4742,156,2519,1263,648,156
"Hombres (009)",83190,2096,30066,27822,19524,3682
"Empleado (010)",17579,202,6293,6917,3882,285
"Obrero (011)",18107,434,8152,5317,3692,512
"Trabajador independiente (012)",38318,414,11464,13487,10476,2477
"Empleador o patrono (013)",2038,7,507,774,628,122
"Trabajador familiar no remunerado (014)",3809,916,2001,447,308,137
"Trabajador del hogar (015)",250,20,121,59,33,17
"Desocupado (017)",3089,103,1528,821,505,132
"Mujeres (018)",42654,944,15001,16079,9406,1224
"Empleado (019)",13333,127,5371,5444,2291,100
"Obrero (020)",2557,48,924,928,583,74
"Trabajador independiente (021)",16630,169,4442,6696,4614,709
"Empleador o patrono (022)",619,1,170,227,199,22
"Trabajador familiar no remunerado (023)",4253,406,1367,1310,973,197
"Trabajador del hogar (024)",3609,140,1736,1032,603,98
"Desocupado (026)",1653,53,991,442,143,24
,,,,,,
"URBANA (027)",107439,2423,38407,38226,24679,3704
"Empleado (028)",30224,322,11440,12057,6035,370
"Obrero (029)",17563,416,7691,5358,3646,452
"Trabajador independiente (030)",44703,520,12960,16638,12288,2297
"Empleador o patrono (031)",2244,8,564,856,698,118
"Trabajador familiar no remunerado (032)",4728,877,1705,1112,809,225
"Trabajador del hogar (033)",3628,153,1752,1015,604,104
"Desocupado (035)",4349,127,2295,1190,599,138
"Hombres (036)",69375,1671,25129,23609,16262,2704
"Empleado (037)",17116,201,6153,6708,3777,277
"Obrero (038)",15540,383,6988,4597,3171,401
"Trabajador independiente (039)",29921,374,9180,10577,8095,1695
"Empleador o patrono (040)",1683,7,417,644,516,99
"Trabajador familiar no remunerado (041)",2091,598,915,265,208,105
"Trabajador del hogar (042)",224,20,107,54,31,12
"Desocupado (044)",2800,88,1369,764,464,115
"Mujeres (045)",38064,752,13278,14617,8417,1000
"Empleado (046)",13108,121,5287,5349,2258,93
"Obrero (047)",2023,33,703,761,475,51
"Trabajador independiente (048)",14782,146,3780,6061,4193,602
"Empleador o patrono (049)",561,1,147,212,182,19
"Trabajador familiar no remunerado (050)",2637,279,790,847,601,120
"Trabajador del hogar (051)",3404,133,1645,961,573,92
"Desocupado (053)",1549,39,926,426,135,23
,,,,,,
"RURAL (054)",18405,617,6660,5675,4251,1202
"Empleado (055)",688,7,224,304,138,15
"Obrero (056)",3101,66,1385,887,629,134
"Trabajador independiente (057)",10245,63,2946,3545,2802,889
"Empleador o patrono (058)",413,,113,145,129,26
"Trabajador familiar no remunerado (059)",3334,445,1663,645,472,109
"Trabajador del hogar (060)",231,7,105,76,32,11
"Desocupado (062)",393,29,224,73,49,18
"Hombres (063)",13815,425,4937,4213,3262,978
"Empleado (064)",463,1,140,209,105,8
"Obrero (065)",2567,51,1164,720,521,111
"Trabajador independiente (066)",8397,40,2284,2910,2381,782
"Empleador o patrono (067)",355,,90,130,112,23
"Trabajador familiar no remunerado (068)",1718,318,1086,182,100,32
"Trabajador del hogar (069)",26,,14,5,2,5
"Desocupado (071)",289,15,159,57,41,17
"Mujeres (072)",4590,192,1723,1462,989,224
"Empleado (073)",225,6,84,95,33,7
"Obrero (074)",534,15,221,167,108,23
"Trabajador independiente (075)",1848,23,662,635,421,107
"Empleador o patrono (076)",58,,23,15,17,3
"Trabajador familiar no remunerado (077)",1616,127,577,463,372,77
"Trabajador del hogar (078)",205,7,91,71,30,6
"Desocupado (080)",104,14,65,16,8,1
