"CUADRO Nº 4: POBLACIÓN TOTAL EN VIVIENDAS PARTICULARES, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,
,,,,,,,
"PROVINCIA, DISTRITO, ÁREA, URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia FERREÑAFE (000)",95816,2095,32024,24031,17620,14136,5910
"Jefe o Jefa (001)",22271,,28,3092,7459,7886,3806
"Esposa(o) / compañera(o) (002)",14943,,22,3428,5825,4496,1172
"Hijo(a) / hijastro(a) (003)",42798,1384,24700,13016,2922,757,19
"Yerno / nuera (004)",1714,,25,1124,480,80,5
"Nieto(a) (005)",6986,552,5047,1313,73,1,
"Padres / suegros (006)",864,,,,29,255,580
"Otro(a) pariente (007)",5264,152,1929,1655,680,569,279
"Trabajador(a) del hogar (008)",78,,10,36,14,12,6
"Pensionistas (009)",62,,6,29,14,6,7
"Otro(a) no pariente (010)",836,7,257,338,124,74,36
"Hombres (011)",47494,1058,16370,11925,8207,6939,2995
"Jefe o Jefa (012)",17085,,12,2493,5942,6046,2592
"Esposa(o) / compañera(o) (013)",648,,12,171,234,153,78
"Hijo(a) / hijastro(a) (014)",22114,685,12646,7128,1331,320,4
"Yerno / nuera (015)",624,,4,305,250,61,4
"Nieto(a) (016)",3637,293,2588,713,42,1,
"Padres / suegros (017)",226,,,,9,51,166
"Otro(a) pariente (018)",2699,75,990,925,326,259,124
"Trabajador(a) del hogar (019)",14,,3,3,4,3,1
"Pensionistas (020)",35,,3,19,6,3,4
"Otro(a) no pariente (021)",412,5,112,168,63,42,22
"Mujeres (022)",48322,1037,15654,12106,9413,7197,2915
"Jefe o Jefa (023)",5186,,16,599,1517,1840,1214
"Esposa(o) / compañera(o) (024)",14295,,10,3257,5591,4343,1094
"Hijo(a) / hijastro(a) (025)",20684,699,12054,5888,1591,437,15
"Yerno / nuera (026)",1090,,21,819,230,19,1
"Nieto(a) (027)",3349,259,2459,600,31,,
"Padres / suegros (028)",638,,,,20,204,414
"Otro(a) pariente (029)",2565,77,939,730,354,310,155
"Trabajador(a) del hogar (030)",64,,7,33,10,9,5
"Pensionistas (031)",27,,3,10,8,3,3
"Otro(a) no pariente (032)",424,2,145,170,61,32,14
,,,,,,,
"URBANA (033)",51338,970,15039,13183,10175,8358,3613
"Jefe o Jefa (034)",12485,,10,1425,4055,4658,2337
"Esposa(o) / compañera(o) (035)",7828,,13,1494,3108,2526,687
"Hijo(a) / hijastro(a) (036)",21433,548,10771,7448,2069,581,16
"Yerno / nuera (037)",995,,6,607,332,48,2
"Nieto(a) (038)",4415,344,3093,925,52,1,
"Padres / suegros (039)",475,,,,10,117,348
"Otro(a) pariente (040)",2997,72,932,986,442,367,198
"Trabajador(a) del hogar (041)",43,,7,23,6,6,1
"Pensionistas (042)",37,,2,23,7,2,3
"Otro(a) no pariente (043)",630,6,205,252,94,52,21
"Hombres (044)",25115,487,7702,6451,4567,4082,1826
"Jefe o Jefa (045)",9148,,2,1084,3058,3463,1541
"Esposa(o) / compañera(o) (046)",356,,7,84,116,95,54
"Hijo(a) / hijastro(a) (047)",10951,267,5581,3936,918,246,3
"Yerno / nuera (048)",421,,2,195,182,40,2
"Nieto(a) (049)",2270,179,1567,491,32,1,
"Padres / suegros (050)",145,,,,3,26,116
"Otro(a) pariente (051)",1522,37,460,536,213,179,97
"Trabajador(a) del hogar (052)",4,,1,1,1,1,
"Pensionistas (053)",20,,1,15,2,1,1
"Otro(a) no pariente (054)",278,4,81,109,42,30,12
"Mujeres (055)",26223,483,7337,6732,5608,4276,1787
"Jefe o Jefa (056)",3337,,8,341,997,1195,796
"Esposa(o) / compañera(o) (057)",7472,,6,1410,2992,2431,633
"Hijo(a) / hijastro(a) (058)",10482,281,5190,3512,1151,335,13
"Yerno / nuera (059)",574,,4,412,150,8,
"Nieto(a) (060)",2145,165,1526,434,20,,
"Padres / suegros (061)",330,,,,7,91,232
"Otro(a) pariente (062)",1475,35,472,450,229,188,101
"Trabajador(a) del hogar (063)",39,,6,22,5,5,1
"Pensionistas (064)",17,,1,8,5,1,2
"Otro(a) no pariente (065)",352,2,124,143,52,22,9
,,,,,,,
"RURAL (066)",44478,1125,16985,10848,7445,5778,2297
"Jefe o Jefa (067)",9786,,18,1667,3404,3228,1469
"Esposa(o) / compañera(o) (068)",7115,,9,1934,2717,1970,485
"Hijo(a) / hijastro(a) (069)",21365,836,13929,5568,853,176,3
"Yerno / nuera (070)",719,,19,517,148,32,3
"Nieto(a) (071)",2571,208,1954,388,21,,
"Padres / suegros (072)",389,,,,19,138,232
"Otro(a) pariente (073)",2267,80,997,669,238,202,81
"Trabajador(a) del hogar (074)",35,,3,13,8,6,5
"Pensionistas (075)",25,,4,6,7,4,4
"Otro(a) no pariente (076)",206,1,52,86,30,22,15
"Hombres (077)",22379,571,8668,5474,3640,2857,1169
"Jefe o Jefa (078)",7937,,10,1409,2884,2583,1051
"Esposa(o) / compañera(o) (079)",292,,5,87,118,58,24
"Hijo(a) / hijastro(a) (080)",11163,418,7065,3192,413,74,1
"Yerno / nuera (081)",203,,2,110,68,21,2
"Nieto(a) (082)",1367,114,1021,222,10,,
"Padres / suegros (083)",81,,,,6,25,50
"Otro(a) pariente (084)",1177,38,530,389,113,80,27
"Trabajador(a) del hogar (085)",10,,2,2,3,2,1
"Pensionistas (086)",15,,2,4,4,2,3
"Otro(a) no pariente (087)",134,1,31,59,21,12,10
"Mujeres (088)",22099,554,8317,5374,3805,2921,1128
"Jefe o Jefa (089)",1849,,8,258,520,645,418
"Esposa(o) / compañera(o) (090)",6823,,4,1847,2599,1912,461
"Hijo(a) / hijastro(a) (091)",10202,418,6864,2376,440,102,2
"Yerno / nuera (092)",516,,17,407,80,11,1
"Nieto(a) (093)",1204,94,933,166,11,,
"Padres / suegros (094)",308,,,,13,113,182
"Otro(a) pariente (095)",1090,42,467,280,125,122,54
