"CUADRO Nº 9: POBLACIÓN DE 3 A 24 AÑOS DE EDAD, POR CONDICIÓN DE ALFABETISMO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD NORMATIVA DE ESTUDIOS",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y EDAD NORMATIVA DE ESTUDIOS",TOTAL,"CONDICIÓN DE ALFABETISMO",
,,"SABE LEER Y ESCRIBIR","NO SABE LEER NI ESCRIBIR"
,,,
"Provincia CHUCUITO (000)",58204,50005,8199
"De 3 a 5 años (001)",7932,912,7020
"De 6 a 11 años (002)",16372,15398,974
"De 12 a 16 años (003)",14499,14439,60
"De 17 a 24 años (004)",19401,19256,145
"Hombres (005)",29830,25649,4181
"De 3 a 5 años (006)",3999,448,3551
"De 6 a 11 años (007)",8476,7941,535
"De 12 a 16 años (008)",7480,7454,26
"De 17 a 24 años (009)",9875,9806,69
"Mujeres (010)",28374,24356,4018
"De 3 a 5 años (011)",3933,464,3469
"De 6 a 11 años (012)",7896,7457,439
"De 12 a 16 años (013)",7019,6985,34
"De 17 a 24 años (014)",9526,9450,76
,,,
"URBANA (015)",17092,14889,2203
"De 3 a 5 años (016)",2175,269,1906
"De 6 a 11 años (017)",4408,4172,236
"De 12 a 16 años (018)",4172,4157,15
"De 17 a 24 años (019)",6337,6291,46
"Hombres (020)",8790,7661,1129
"De 3 a 5 años (021)",1085,125,960
"De 6 a 11 años (022)",2305,2172,133
"De 12 a 16 años (023)",2121,2114,7
"De 17 a 24 años (024)",3279,3250,29
"Mujeres (025)",8302,7228,1074
"De 3 a 5 años (026)",1090,144,946
"De 6 a 11 años (027)",2103,2000,103
"De 12 a 16 años (028)",2051,2043,8
"De 17 a 24 años (029)",3058,3041,17
,,,
"RURAL (030)",41112,35116,5996
"De 3 a 5 años (031)",5757,643,5114
"De 6 a 11 años (032)",11964,11226,738
"De 12 a 16 años (033)",10327,10282,45
"De 17 a 24 años (034)",13064,12965,99
"Hombres (035)",21040,17988,3052
"De 3 a 5 años (036)",2914,323,2591
"De 6 a 11 años (037)",6171,5769,402
"De 12 a 16 años (038)",5359,5340,19
"De 17 a 24 años (039)",6596,6556,40
"Mujeres (040)",20072,17128,2944
"De 3 a 5 años (041)",2843,320,2523
"De 6 a 11 años (042)",5793,5457,336
"De 12 a 16 años (043)",4968,4942,26
"De 17 a 24 años (044)",6468,6409,59
