"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia MARISCAL RAMON CASTILLA (000)",47285,7384,1280,24532,11662,665,561,470,731
"Jefe o Jefa (001)",10087,893,9,5119,2955,223,288,201,399
"Esposa(o)/ compa¤era(o) (002)",7856,1188,8,4394,1826,100,108,70,162
"Hijo(a)/ hijastro(a) (003)",21086,3740,1016,11201,4671,205,77,125,51
"Yerno/ nuera (004)",1059,37,,440,499,36,19,13,15
"Nieto(a) (005)",1891,648,167,892,179,4,1,,
"Padres/ suegros (006)",636,256,,329,41,2,2,,6
"Otro(a) pariente (007)",3660,539,73,1806,1061,70,34,35,42
"Trabajador(a) del hogar (008)",95,5,1,35,52,1,,,1
"Pensionista (009)",73,2,,10,28,1,8,7,17
"Otro(a) no pariente (010)",842,76,6,306,350,23,24,19,38
"Hombres (012)",25158,3381,638,12778,6856,421,329,298,457
"Jefe o Jefa (013)",8737,686,8,4503,2617,194,225,169,335
"Esposa(o)/ compa¤era(o) (014)",291,12,,116,121,13,8,6,15
"Hijo(a)/ hijastro(a) (015)",11431,1936,494,6043,2702,117,43,69,27
"Yerno/ nuera (016)",534,13,,175,288,25,13,10,10
"Nieto(a) (017)",1011,331,96,466,116,2,,,
"Padres/ suegros (018)",276,67,,173,28,2,1,,5
"Otro(a) pariente (019)",2187,289,35,1065,673,49,20,25,31
"Trabajador(a) del hogar (020)",40,3,,12,24,1,,,
"Pensionista (021)",55,2,,7,25,1,4,7,9
"Otro(a) no pariente (022)",596,42,5,218,262,17,15,12,25
"Mujeres (024)",22127,4003,642,11754,4806,244,232,172,274
"Jefe o Jefa (025)",1350,207,1,616,338,29,63,32,64
"Esposa(o)/ compa¤era(o) (026)",7565,1176,8,4278,1705,87,100,64,147
"Hijo(a)/ hijastro(a) (027)",9655,1804,522,5158,1969,88,34,56,24
"Yerno/ nuera (028)",525,24,,265,211,11,6,3,5
"Nieto(a) (029)",880,317,71,426,63,2,1,,
"Padres/ suegros (030)",360,189,,156,13,,1,,1
"Otro(a) pariente (031)",1473,250,38,741,388,21,14,10,11
"Trabajador(a) del hogar (032)",55,2,1,23,28,,,,1
"Pensionista (033)",18,,,3,3,,4,,8
"Otro(a) no pariente (034)",246,34,1,88,88,6,9,7,13
,,,,,,,,,
"URBANA (036)",13573,1482,426,5244,4848,431,401,278,463
"Jefe o Jefa (037)",2908,106,4,1003,1107,127,194,113,254
"Esposa(o)/ compa¤era(o) (038)",2073,133,1,807,805,75,94,46,112
"Hijo(a)/ hijastro(a) (039)",5874,819,318,2422,2010,136,55,79,35
"Yerno/ nuera (040)",328,6,,92,174,26,12,9,9
"Nieto(a) (041)",682,219,76,293,90,3,1,,
"Padres/ suegros (042)",158,49,,91,13,2,1,,2
"Otro(a) pariente (043)",1126,129,24,412,446,46,26,19,24
"Trabajador(a) del hogar (044)",65,3,1,25,35,1,,,
"Pensionista (045)",53,1,,8,20,,7,5,12
"Otro(a) no pariente (046)",306,17,2,91,148,15,11,7,15
