"CUADRO Nº 13: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL; Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia UTCUBAMBA (000)",25699,597,12522,7446,1935,662,300,76,11,,2150
"Sin Nivel (001)",5391,196,2671,1556,355,144,78,36,6,,349
"Educación Inicial (002)",20,,12,4,1,1,,,,,2
"Primaria (003)",12970,319,7098,3484,727,248,125,23,2,,944
"Secundaria (004)",5225,73,2424,1690,357,95,37,7,1,,541
"Sup. no Univ. Incompleta (005)",477,3,115,189,68,20,5,2,,,75
"Sup. no Univ. Completa (006)",852,2,100,297,240,59,31,3,2,,118
"Sup. Univ. Incompleta (007)",204,1,51,69,41,10,4,,,,28
"Sup. Univ. Completa (008)",560,3,51,157,146,85,20,5,,,93
,,,,,,,,,,,
"URBANA (010)",11674,234,5028,3497,1099,410,198,47,8,,1153
"Sin Nivel (011)",1508,66,712,392,99,51,37,14,5,,132
"Educación Inicial (012)",8,,4,1,1,1,,,,,1
"Primaria (013)",5003,115,2562,1382,326,138,79,18,,,383
"Secundaria (014)",3355,47,1470,1115,251,72,30,5,1,,364
"Sup. no Univ. Incompleta (015)",389,2,93,156,51,16,5,2,,,64
"Sup. no Univ. Completa (016)",733,1,93,248,207,51,27,3,2,,101
"Sup. Univ. Incompleta (017)",175,,47,61,34,8,3,,,,22
"Sup. Univ. Completa (018)",503,3,47,142,130,73,17,5,,,86
,,,,,,,,,,,
"RURAL (020)",14025,363,7494,3949,836,252,102,29,3,,997
"Sin Nivel (021)",3883,130,1959,1164,256,93,41,22,1,,217
"Educación Inicial (022)",12,,8,3,,,,,,,1
"Primaria (023)",7967,204,4536,2102,401,110,46,5,2,,561
"Secundaria (024)",1870,26,954,575,106,23,7,2,,,177
"Sup. no Univ. Incompleta (025)",88,1,22,33,17,4,,,,,11
"Sup. no Univ. Completa (026)",119,1,7,49,33,8,4,,,,17
"Sup. Univ. Incompleta (027)",29,1,4,8,7,2,1,,,,6
"Sup. Univ. Completa (028)",57,,4,15,16,12,3,,,,7
