"CUADRO Nº 30: POBLACIÓN OCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia DANIEL ALCIDES CARRION (000)",12236,1806,1489,5885,157,2729,170
"Conviviente (001)",3160,479,408,1647,49,556,21
"Separado(a) (002)",462,75,46,227,4,92,18
"Casado(a) (003)",4828,701,567,2573,72,882,33
"Viudo(a) (004)",632,32,50,418,4,118,10
"Divorciado(a) (005)",57,10,6,28,1,11,1
"Soltero(a) (006)",3097,509,412,992,27,1070,87
"Hombres (008)",9055,1102,1312,4648,129,1846,18
"Conviviente (009)",2485,316,369,1393,43,360,4
"Separado(a) (010)",208,26,32,112,3,35,
"Casado(a) (011)",3873,493,519,2231,61,568,1
"Viudo(a) (012)",314,15,31,203,2,62,1
"Divorciado(a) (013)",44,7,5,22,1,9,
"Soltero(a) (014)",2131,245,356,687,19,812,12
"Mujeres (016)",3181,704,177,1237,28,883,152
"Conviviente (017)",675,163,39,254,6,196,17
"Separado(a) (018)",254,49,14,115,1,57,18
"Casado(a) (019)",955,208,48,342,11,314,32
"Viudo(a) (020)",318,17,19,215,2,56,9
"Divorciado(a) (021)",13,3,1,6,,2,1
"Soltero(a) (022)",966,264,56,305,8,258,75
,,,,,,,
"URBANA (024)",7798,1517,1188,3296,129,1520,148
"Conviviente (025)",1864,397,322,818,38,270,19
"Separado(a) (026)",309,66,36,144,4,43,16
"Casado(a) (027)",3098,606,456,1406,58,540,32
"Viudo(a) (028)",391,28,37,249,4,65,8
"Divorciado(a) (029)",41,9,4,18,1,8,1
"Soltero(a) (030)",2095,411,333,661,24,594,72
"Hombres (032)",5565,926,1063,2437,106,1021,12
"Conviviente (033)",1405,266,301,638,33,165,2
"Separado(a) (034)",135,21,27,69,3,15,
"Casado(a) (035)",2371,420,420,1141,49,340,1
"Viudo(a) (036)",191,15,21,117,2,35,1
"Divorciado(a) (037)",33,6,3,15,1,8,
"Soltero(a) (038)",1430,198,291,457,18,458,8
"Mujeres (040)",2233,591,125,859,23,499,136
"Conviviente (041)",459,131,21,180,5,105,17
"Separado(a) (042)",174,45,9,75,1,28,16
"Casado(a) (043)",727,186,36,265,9,200,31
"Viudo(a) (044)",200,13,16,132,2,30,7
"Divorciado(a) (045)",8,3,1,3,,,1
"Soltero(a) (046)",665,213,42,204,6,136,64
,,,,,,,
"RURAL (048)",4438,289,301,2589,28,1209,22
"Conviviente (049)",1296,82,86,829,11,286,2
"Separado(a) (050)",153,9,10,83,,49,2
"Casado(a) (051)",1730,95,111,1167,14,342,1
"Viudo(a) (052)",241,4,13,169,,53,2
"Divorciado(a) (053)",16,1,2,10,,3,
"Soltero(a) (054)",1002,98,79,331,3,476,15
"Hombres (056)",3490,176,249,2211,23,825,6
"Conviviente (057)",1080,50,68,755,10,195,2
"Separado(a) (058)",73,5,5,43,,20,
"Casado(a) (059)",1502,73,99,1090,12,228,
"Viudo(a) (060)",123,,10,86,,27,
"Divorciado(a) (061)",11,1,2,7,,1,
"Soltero(a) (062)",701,47,65,230,1,354,4
"Mujeres (064)",948,113,52,378,5,384,16
"Conviviente (065)",216,32,18,74,1,91,
"Separado(a) (066)",80,4,5,40,,29,2
"Casado(a) (067)",228,22,12,77,2,114,1
"Viudo(a) (068)",118,4,3,83,,26,2
"Divorciado(a) (069)",5,,,3,,2,
"Soltero(a) (070)",301,51,14,101,2,122,11
