"CUADRO Nº 12: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia JORGE BASADRE (000)",2359,17,43,135,298,452,749,665
"De 12 a 14 años (001)",2,,,,,,,2
"De 15 a 19 años (002)",46,,,,,,25,21
"De 20 a 24 años (003)",242,,,,,4,135,103
"De 25 a 29 años (004)",346,,,,,16,186,144
"De 30 a 34 años (005)",332,,,,,51,183,98
"De 35 a 39 años (006)",304,,,,9,102,127,66
"De 40 a 44 años (007)",256,,,1,34,107,71,43
"De 45 a 49 años (008)",215,,,1,63,95,13,43
"De 50 y más años (009)",616,17,43,133,192,77,9,145
"PEA (010)",1291,2,10,67,183,257,377,395
"De 15 a 19 años (012)",18,,,,,,11,7
"De 20 a 24 años (013)",125,,,,,4,64,57
"De 25 a 29 años (014)",211,,,,,12,103,96
"De 30 a 34 años (015)",178,,,,,28,86,64
"De 35 a 39 años (016)",179,,,,5,66,64,44
"De 40 a 44 años (017)",139,,,,23,51,39,26
"De 45 a 49 años (018)",127,,,,37,55,4,31
"De 50 y más años (019)",314,2,10,67,118,41,6,70
"Ocupada (020)",1226,2,10,66,180,246,354,368
"De 15 a 19 años (022)",17,,,,,,10,7
"De 20 a 24 años (023)",114,,,,,4,60,50
"De 25 a 29 años (024)",195,,,,,12,98,85
"De 30 a 34 años (025)",163,,,,,26,78,59
"De 35 a 39 años (026)",169,,,,5,62,60,42
"De 40 a 44 años (027)",135,,,,22,50,38,25
"De 45 a 49 años (028)",121,,,,36,51,4,30
"De 50 y más años (029)",312,2,10,66,117,41,6,70
"Desocupada (030)",65,,,1,3,11,23,27
"De 15 a 19 años (032)",1,,,,,,1,
"De 20 a 24 años (033)",11,,,,,,4,7
"De 25 a 29 años (034)",16,,,,,,5,11
"De 30 a 34 años (035)",15,,,,,2,8,5
"De 35 a 39 años (036)",10,,,,,4,4,2
"De 40 a 44 años (037)",4,,,,1,1,1,1
"De 45 a 49 años (038)",6,,,,1,4,,1
"De 50 y más años (039)",2,,,1,1,,,
"No PEA (040)",1068,15,33,68,115,195,372,270
"De 12 a 14 años (041)",2,,,,,,,2
"De 15 a 19 años (042)",28,,,,,,14,14
"De 20 a 24 años (043)",117,,,,,,71,46
"De 25 a 29 años (044)",135,,,,,4,83,48
"De 30 a 34 años (045)",154,,,,,23,97,34
"De 35 a 39 años (046)",125,,,,4,36,63,22
"De 40 a 44 años (047)",117,,,1,11,56,32,17
"De 45 a 49 años (048)",88,,,1,26,40,9,12
"De 50 y más años (049)",302,15,33,66,74,36,3,75
,,,,,,,,
"URBANA (060)",1376,9,23,63,156,264,456,405
