"CUADRO Nº 10: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"DISPONE DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA",
,,SI,NO
,,,
"Provincia HUARI",,,
"Viviendas particulares (001)",11348,9968,1380
"Ocupantes presentes (002)",48530,42601,5929
"Casa independiente",,,
"Viviendas particulares (004)",11281,9906,1375
"Ocupantes presentes (005)",48236,42329,5907
"Departamento en edificio",,,
"Viviendas particulares (007)",10,9,1
"Ocupantes presentes (008)",46,42,4
"Vivienda en quinta",,,
"Viviendas particulares (010)",10,10,
"Ocupantes presentes (011)",30,30,
"Vivienda en casa de vecindad",,,
"Viviendas particulares (013)",19,18,1
"Ocupantes presentes (014)",99,97,2
"Choza o cabaña",,,
"Viviendas particulares (016)",15,14,1
"Ocupantes presentes (017)",72,66,6
"Vivienda improvisada",,,
"Viviendas particulares (019)",2,2,
"Ocupantes presentes (020)",3,3,
"Local no dest.para hab. humana",,,
"Viviendas particulares (022)",11,9,2
"Ocupantes presentes (023)",44,34,10
"Otro tipo",,,
,,,
URBANA,,,
"Viviendas particulares (028)",4776,4141,635
"Ocupantes presentes (029)",20519,17790,2729
"Casa independiente",,,
"Viviendas particulares (031)",4726,4095,631
"Ocupantes presentes (032)",20301,17588,2713
"Departamento en edificio",,,
"Viviendas particulares (034)",10,9,1
"Ocupantes presentes (035)",46,42,4
"Vivienda en quinta",,,
"Viviendas particulares (037)",10,10,
"Ocupantes presentes (038)",30,30,
"Vivienda en casa de vecindad",,,
"Viviendas particulares (040)",19,18,1
"Ocupantes presentes (041)",99,97,2
"Choza o cabaña",,,
"Vivienda improvisada",,,
"Viviendas particulares (046)",2,2,
"Ocupantes presentes (047)",3,3,
"Local no dest.para hab. humana",,,
"Viviendas particulares (049)",9,7,2
"Ocupantes presentes (050)",40,30,10
"Otro tipo",,,
,,,
RURAL,,,
"Viviendas particulares (055)",6572,5827,745
"Ocupantes presentes (056)",28011,24811,3200
"Casa independiente",,,
"Viviendas particulares (058)",6555,5811,744
"Ocupantes presentes (059)",27935,24741,3194
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Vivienda en casa de vecindad",,,
"Choza o cabaña",,,
"Viviendas particulares (070)",15,14,1
"Ocupantes presentes (071)",72,66,6
"Vivienda improvisada",,,
"Local no dest.para hab. humana",,,
"Viviendas particulares (076)",2,2,
"Ocupantes presentes (077)",4,4,
"Otro tipo",,,
