"CUADRO Nº 34: POBLACIÓN DESOCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia HUANCAVELICA (000)",3340,41,1915,794,470,120
"Sin nivel (001)",141,4,20,34,49,34
"Educación inicial (002)",6,2,2,2,,
"Primaria (003)",876,24,291,216,269,76
"Secundaria (004)",1520,11,1106,288,109,6
"Superior no univ. incompleta (005)",123,,70,44,8,1
"Superior no univ. completa (006)",267,,163,92,12,
"Superior univ. incompleta (007)",108,,71,29,8,
"Superior univ. completa (008)",299,,192,89,15,3
"Hombres (010)",2378,24,1225,596,426,107
"Sin nivel (011)",87,4,6,17,33,27
"Educación inicial (012)",2,1,,1,,
"Primaria (013)",646,10,159,156,250,71
"Secundaria (014)",1161,9,799,243,105,5
"Superior no univ. incompleta (015)",83,,40,34,8,1
"Superior no univ. completa (016)",145,,75,61,9,
"Superior univ. incompleta (017)",82,,48,26,8,
"Superior univ. completa (018)",172,,98,58,13,3
"Mujeres (020)",962,17,690,198,44,13
"Sin nivel (021)",54,,14,17,16,7
"Educación inicial (022)",4,1,2,1,,
"Primaria (023)",230,14,132,60,19,5
"Secundaria (024)",359,2,307,45,4,1
"Superior no univ. incompleta (025)",40,,30,10,,
"Superior no univ. completa (026)",122,,88,31,3,
"Superior univ. incompleta (027)",26,,23,3,,
"Superior univ. completa (028)",127,,94,31,2,
,,,,,,
"Area Urbana (030)",1747,10,1011,452,225,49
"Sin nivel (031)",42,,5,13,16,8
"Educación inicial (032)",1,1,,,,
"Primaria (033)",292,5,74,71,109,33
"Secundaria (034)",725,4,499,157,61,4
"Superior no univ. incompleta (035)",96,,57,32,6,1
"Superior no univ. completa (036)",227,,141,75,11,
"Superior univ. incompleta (037)",95,,61,26,8,
"Superior univ. completa (038)",269,,174,78,14,3
"Hombres (040)",1166,5,602,323,195,41
"Sin nivel (041)",20,,1,6,7,6
"Primaria (043)",219,2,46,46,97,28
"Secundaria (044)",524,3,333,128,57,3
"Superior no univ. incompleta (045)",64,,33,24,6,1
"Superior no univ. completa (046)",120,,64,48,8,
"Superior univ. incompleta (047)",72,,41,23,8,
"Superior univ. completa (048)",147,,84,48,12,3
"Mujeres (050)",581,5,409,129,30,8
"Sin nivel (051)",22,,4,7,9,2
"Educación inicial (052)",1,1,,,,
"Primaria (053)",73,3,28,25,12,5
"Secundaria (054)",201,1,166,29,4,1
"Superior no univ. incompleta (055)",32,,24,8,,
"Superior no univ. completa (056)",107,,77,27,3,
"Superior univ. incompleta (057)",23,,20,3,,
"Superior univ. completa (058)",122,,90,30,2,
,,,,,,
"Area Rural (060)",1593,31,904,342,245,71
"Sin nivel (061)",99,4,15,21,33,26
"Educación inicial (062)",5,1,2,2,,
"Primaria (063)",584,19,217,145,160,43
"Secundaria (064)",795,7,607,131,48,2
"Superior no univ. incompleta (065)",27,,13,12,2,
"Superior no univ. completa (066)",40,,22,17,1,
"Superior univ. incompleta (067)",13,,10,3,,
"Superior univ. completa (068)",30,,18,11,1,
"Hombres (070)",1212,19,623,273,231,66
"Sin nivel (071)",67,4,5,11,26,21
"Educación inicial (072)",2,1,,1,,
"Primaria (073)",427,8,113,110,153,43
"Secundaria (074)",637,6,466,115,48,2
"Superior no univ. incompleta (075)",19,,7,10,2,
"Superior no univ. completa (076)",25,,11,13,1,
"Superior univ. incompleta (077)",10,,7,3,,
"Superior univ. completa (078)",25,,14,10,1,
"Mujeres (080)",381,12,281,69,14,5
"Sin nivel (081)",32,,10,10,7,5
"Educación inicial (082)",3,,2,1,,
"Primaria (083)",157,11,104,35,7,
"Secundaria (084)",158,1,141,16,,
"Superior no univ. incompleta (085)",8,,6,2,,
"Superior no univ. completa (086)",15,,11,4,,
"Superior univ. incompleta (087)",3,,3,,,
"Superior univ. completa (088)",5,,4,1,,
