"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia PIURA (000)",256176,606347,552995,,11947,91.2,2
"De 12 a 14 años (001)",21753,94,91,,11,96.8,11.7
"De 15 a 19 años (002)",34773,4102,4013,1224,97.8,29.8,
"De 20 a 24 años (003)",31643,20976,20569,2963,98.1,14.1,
"De 25 a 29 años (004)",28681,39892,38889,3117,97.5,7.8,
"De 30 a 34 años (005)",25362,54692,52892,2497,96.7,4.6,
"De 35 a 39 años (006)",23250,64976,62306,1576,95.9,2.4,
"De 40 a 44 años (007)",20650,69025,65020,492,94.2,0.7,
"De 45 a 49 años (008)",17954,68654,63606,67,92.6,0.1,
"De 50 y más años (009)",52110,283936,245609,,86.5,,
"PEA (010)",76194,154624,145540,2372,94.1,1.5,
"De 12 a 14 años (011)",720,14,14,,100,,
"De 15 a 19 años (012)",5544,561,550,110,98,19.6,
"De 20 a 24 años (013)",10208,4369,4269,442,97.7,10.1,
"De 25 a 29 años (014)",11234,10325,10104,613,97.9,5.9,
"De 30 a 34 años (015)",10358,17057,16603,623,97.3,3.7,
"De 35 a 39 años (016)",9863,22696,21998,430,96.9,1.9,
"De 40 a 44 años (017)",8920,24909,23863,133,95.8,0.5,
"De 45 a 49 años (018)",7555,23924,22605,21,94.5,0.1,
"De 50 y más años (019)",11792,50769,45534,,89.7,,
"Ocupada (020)",72343,150314,141457,2241,94.1,1.5,
"De 12 a 14 años (021)",637,13,13,,100,,
"De 15 a 19 años (022)",4968,498,487,93,97.8,18.7,
"De 20 a 24 años (023)",9191,4021,3930,395,97.7,9.8,
"De 25 a 29 años (024)",10412,9754,9545,575,97.9,5.9,
"De 30 a 34 años (025)",9956,16503,16066,609,97.4,3.7,
"De 35 a 39 años (026)",9547,22045,21380,419,97,1.9,
"De 40 a 44 años (027)",8689,24242,23234,129,95.8,0.5,
"De 45 a 49 años (028)",7348,23286,22008,21,94.5,0.1,
"De 50 y más años (029)",11595,49952,44794,,89.7,,
"Desocupada (030)",3851,4310,4083,131,94.7,3,
"De 12 a 14 años (031)",83,1,1,,100,,
"De 15 a 19 años (032)",576,63,63,17,100,27,
"De 20 a 24 años (033)",1017,348,339,47,97.4,13.5,
"De 25 a 29 años (034)",822,571,559,38,97.9,6.7,
