"CUADRO Nº 35: POBLACIÓN DESOCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"12 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia YAUYOS (000)",276,3,140,84,36,13
"Conviviente (001)",88,,32,41,13,2
"Separado(a) (002)",7,,1,4,2,
"Casado(a) (003)",44,,,21,15,8
"Viudo(a) (004)",6,,,,3,3
"Soltero(a) (006)",131,3,107,18,3,
"Hombres (008)",194,2,89,59,33,11
"Conviviente (009)",65,,19,32,12,2
"Separado(a) (010)",3,,,1,2,
"Casado(a) (011)",34,,,13,15,6
"Viudo(a) (012)",5,,,,2,3
"Soltero(a) (014)",87,2,70,13,2,
"Mujeres (016)",82,1,51,25,3,2
"Conviviente (017)",23,,13,9,1,
"Separado(a) (018)",4,,1,3,,
"Casado(a) (019)",10,,,8,,2
"Viudo(a) (020)",1,,,,1,
"Soltero(a) (022)",44,1,37,5,1,
,,,,,,
"AREA URBANA (024)",184,,93,56,22,13
"Conviviente (025)",52,,19,23,8,2
"Separado(a) (026)",6,,1,4,1,
"Casado(a) (027)",32,,,15,9,8
"Viudo(a) (028)",5,,,,2,3
"Soltero(a) (030)",89,,73,14,2,
"Hombres (032)",132,,62,39,20,11
"Conviviente (033)",41,,12,19,8,2
"Separado(a) (034)",2,,,1,1,
"Casado(a) (035)",23,,,8,9,6
"Viudo(a) (036)",4,,,,1,3
"Soltero(a) (038)",62,,50,11,1,
"Mujeres (040)",52,,31,17,2,2
"Conviviente (041)",11,,7,4,,
"Separado(a) (042)",4,,1,3,,
"Casado(a) (043)",9,,,7,,2
"Viudo(a) (044)",1,,,,1,
"Soltero(a) (046)",27,,23,3,1,
,,,,,,
"AREA RURAL (048)",92,3,47,28,14,
"Conviviente (049)",36,,13,18,5,
"Separado(a) (050)",1,,,,1,
"Casado(a) (051)",12,,,6,6,
"Viudo(a) (052)",1,,,,1,
"Soltero(a) (054)",42,3,34,4,1,
"Hombres (056)",62,2,27,20,13,
"Conviviente (057)",24,,7,13,4,
"Separado(a) (058)",1,,,,1,
"Casado(a) (059)",11,,,5,6,
"Viudo(a) (060)",1,,,,1,
"Soltero(a) (062)",25,2,20,2,1,
"Mujeres (064)",30,1,20,8,1,
"Conviviente (065)",12,,6,5,1,
"Casado(a) (067)",1,,,1,,
"Soltero(a) (070)",17,1,14,2,,
