"CUADRO Nº 14: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE NO DISPONEN DEL SERVICIO DE AGUA TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA QUE DISPONEN DEL SERVICIO EN LOS DÍAS QUE CUENTAN CON ESTE SERVICIO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia SANDIA",,,,,,,,,
"Viviendas particulares (001)",320,182,60,12,32,6,9,8,11
"Ocupantes presentes (002)",1159,663,225,33,123,19,34,32,30
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",290,159,57,10,32,6,9,8,9
"Ocupantes presentes (005)",1072,597,210,31,123,19,34,32,26
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",22,18,1,2,,,,,1
"Ocupantes presentes (014)",57,47,5,2,,,,,3
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",4,3,1,,,,,,
"Ocupantes presentes (017)",20,13,7,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",3,2,1,,,,,,
"Ocupantes presentes (020)",9,6,3,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",1,,,,,,,,1
"Ocupantes presentes (023)",1,,,,,,,,1
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",220,131,56,5,22,,1,2,3
"Ocupantes presentes (029)",770,436,206,15,90,,1,10,12
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",195,111,54,3,22,,1,2,2
"Ocupantes presentes (032)",704,383,198,13,90,,1,10,9
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",22,18,1,2,,,,,1
"Ocupantes presentes (041)",57,47,5,2,,,,,3
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",3,2,1,,,,,,
"Ocupantes presentes (047)",9,6,3,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",100,51,4,7,10,6,8,6,8
"Ocupantes presentes (056)",389,227,19,18,33,19,33,22,18
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",95,48,3,7,10,6,8,6,7
"Ocupantes presentes (059)",368,214,12,18,33,19,33,22,17
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",4,3,1,,,,,,
"Ocupantes presentes (071)",20,13,7,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",1,,,,,,,,1
"Ocupantes presentes (077)",1,,,,,,,,1
"Otro tipo",,,,,,,,,
