"CUADRO Nº 5: POBLACIÓN TOTAL, POR TENENCIA DE PARTIDA DE NACIMIENTO OTORGADO POR EL REGISTRO CIVIL, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE PARTIDA NACIMIENTO",,
,,"TIENE PARTIDA DE NACIMIENTO","NO TIENE PARTIDA DE NACIMIENTO","NO ESPECIFICADO"
,,,,
"Provincia CAYLLOMA (000)",73718,72894,527,297
"Hombres (001)",37876,37501,230,145
"Mujeres (002)",35842,35393,297,152
"Menores de 1 año (003)",1397,1149,174,74
"Hombres (004)",715,584,95,36
"Mujeres (005)",682,565,79,38
"De 1 a 5 años (006)",7834,7432,199,203
"Hombres (007)",4037,3834,103,100
"Mujeres (008)",3797,3598,96,103
"De 6 a 14 años (009)",14365,14347,9,9
"Hombres (010)",7476,7465,4,7
"Mujeres (011)",6889,6882,5,2
"De 15 a 29 años (012)",19784,19777,6,1
"Hombres (013)",9927,9922,5,
"Mujeres (014)",9857,9855,1,1
"De 30 a 44 años (015)",15080,15070,8,2
"Hombres (016)",7745,7742,2,1
"Mujeres (017)",7335,7328,6,1
"De 45 a 64 años (018)",10532,10509,21,2
"Hombres (019)",5614,5606,7,1
"Mujeres (020)",4918,4903,14,1
"De 65 a más años (021)",4726,4610,110,6
"Hombres (022)",2362,2348,14,
"Mujeres (023)",2364,2262,96,6
,,,,
"URBANA (024)",49062,48518,342,202
"Hombres (025)",24611,24364,157,90
"Mujeres (026)",24451,24154,185,112
"Menores de 1 año (027)",927,765,113,49
"Hombres (028)",482,394,68,20
"Mujeres (029)",445,371,45,29
"De 1 a 5 años (030)",5119,4829,144,146
"Hombres (031)",2597,2454,76,67
"Mujeres (032)",2522,2375,68,79
"De 6 a 14 años (033)",10179,10168,7,4
"Hombres (034)",5261,5255,3,3
"Mujeres (035)",4918,4913,4,1
"De 15 a 29 años (036)",13492,13490,2,
"Hombres (037)",6558,6556,2,
"Mujeres (038)",6934,6934,,
"De 30 a 44 años (039)",10228,10223,5,
"Hombres (040)",5056,5055,1,
"Mujeres (041)",5172,5168,4,
"De 45 a 64 años (042)",6397,6387,10,
"Hombres (043)",3361,3359,2,
"Mujeres (044)",3036,3028,8,
"De 65 a más años (045)",2720,2656,61,3
"Hombres (046)",1296,1291,5,
"Mujeres (047)",1424,1365,56,3
,,,,
"RURAL (048)",24656,24376,185,95
"Hombres (049)",13265,13137,73,55
"Mujeres (050)",11391,11239,112,40
"Menores de 1 año (051)",470,384,61,25
"Hombres (052)",233,190,27,16
"Mujeres (053)",237,194,34,9
"De 1 a 5 años (054)",2715,2603,55,57
"Hombres (055)",1440,1380,27,33
"Mujeres (056)",1275,1223,28,24
"De 6 a 14 años (057)",4186,4179,2,5
"Hombres (058)",2215,2210,1,4
"Mujeres (059)",1971,1969,1,1
"De 15 a 29 años (060)",6292,6287,4,1
"Hombres (061)",3369,3366,3,
"Mujeres (062)",2923,2921,1,1
"De 30 a 44 años (063)",4852,4847,3,2
"Hombres (064)",2689,2687,1,1
"Mujeres (065)",2163,2160,2,1
"De 45 a 64 años (066)",4135,4122,11,2
"Hombres (067)",2253,2247,5,1
"Mujeres (068)",1882,1875,6,1
"De 65 a más años (069)",2006,1954,49,3
"Hombres (070)",1066,1057,9,
"Mujeres (071)",940,897,40,3
