"CUADRO Nº 1: POBLACIÓN TOTAL, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia CASMA (000)",42368,6697,6412,1265,28040
"Menos de 1 año (001)",810,350,124,16,321
"De 1 a 14 años (002)",11893,4662,1794,283,5167
"De 15 a 29 años (003)",11361,1058,1107,262,8937
"De 30 a 44 años (004)",8760,340,1580,294,6562
"De 45 a 64 años (005)",6556,190,1175,273,4929
"De 65 y mas años (006)",2988,97,632,137,2124
"Hombres (008)",21724,3296,3203,730,14521
"Menos de 1 año (009)",433,197,73,8,155
"De 1 a 14 años (010)",6171,2421,939,143,2675
"De 15 a 29 años (011)",5846,436,521,149,4742
"De 30 a 44 años (012)",4373,112,745,184,3339
"De 45 a 64 años (013)",3322,79,566,160,2525
"De 65 y mas años (014)",1579,51,359,86,1085
"Mujeres (016)",20644,3401,3209,535,13519
"Menos de 1 año (017)",377,153,51,8,166
"De 1 a 14 años (018)",5722,2241,855,140,2492
"De 15 a 29 años (019)",5515,622,586,113,4195
"De 30 a 44 años (020)",4387,228,835,110,3223
"De 45 a 64 años (021)",3234,111,609,113,2404
"De 65 y mas años (022)",1409,46,273,51,1039
,,,,,
"URBANA (024)",29458,3165,5549,1035,19752
"Menos de 1 año (025)",558,173,107,11,267
"De 1 a 14 años (026)",8018,2208,1567,233,4023
"De 15 a 29 años (027)",7940,499,937,227,6280
"De 30 a 44 años (028)",6317,155,1357,253,4566
"De 45 a 64 años (029)",4627,87,1035,222,3294
"De 65 y mas años (030)",1998,43,546,89,1322
"Hombres (032)",14883,1542,2733,585,10049
"Menos de 1 año (033)",284,90,64,4,126
"De 1 a 14 años (034)",4165,1151,830,117,2074
"De 15 a 29 años (035)",3981,190,417,128,3248
"De 30 a 44 años (036)",3095,48,624,156,2274
"De 45 a 64 años (037)",2317,41,489,129,1666
"De 65 y mas años (038)",1041,22,309,51,661
"Mujeres (040)",14575,1623,2816,450,9703
"Menos de 1 año (041)",274,83,43,7,141
"De 1 a 14 años (042)",3853,1057,737,116,1949
"De 15 a 29 años (043)",3959,309,520,99,3032
"De 30 a 44 años (044)",3222,107,733,97,2292
"De 45 a 64 años (045)",2310,46,546,93,1628
"De 65 y mas años (046)",957,21,237,38,661
,,,,,
"RURAL (048)",12910,3532,863,230,8288
"Menos de 1 año (049)",252,177,17,5,54
"De 1 a 14 años (050)",3875,2454,227,50,1144
"De 15 a 29 años (051)",3421,559,170,35,2657
"De 30 a 44 años (052)",2443,185,223,41,1996
"De 45 a 64 años (053)",1929,103,140,51,1635
"De 65 y mas años (054)",990,54,86,48,802
"Hombres (056)",6841,1754,470,145,4472
"Menos de 1 año (057)",149,107,9,4,29
"De 1 a 14 años (058)",2006,1270,109,26,601
"De 15 a 29 años (059)",1865,246,104,21,1494
"De 30 a 44 años (060)",1278,64,121,28,1065
"De 45 a 64 años (061)",1005,38,77,31,859
"De 65 y mas años (062)",538,29,50,35,424
"Mujeres (064)",6069,1778,393,85,3816
"Menos de 1 año (065)",103,70,8,1,25
"De 1 a 14 años (066)",1869,1184,118,24,543
"De 15 a 29 años (067)",1556,313,66,14,1163
"De 30 a 44 años (068)",1165,121,102,13,931
"De 45 a 64 años (069)",924,65,63,20,776
"De 65 y mas años (070)",452,25,36,13,378
