"CUADRO Nº 4: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia LIMA (000)",2272815,1953640,7324,549814,557272,360685,312928,112018,40542,13057,319175,5304218
"De 12 a 14 años (001)",2810,1133,94,845,194,,,,,,1677,1233
"De 15 a 19 años (002)",35937,28563,355,25238,2336,463,171,,,,7374,31983
"De 20 a 24 años (003)",223595,134420,814,101523,26853,4022,791,417,,,89175,173242
"De 25 a 29 años (004)",300906,210626,885,116890,68801,18870,4687,387,106,,90280,333915
"De 30 a 34 años (005)",298770,251244,871,95157,97198,40592,15843,1351,125,107,47526,488664
"De 35 a 39 años (006)",274317,248864,739,62419,95686,55579,29989,3858,490,104,25453,577506
"De 40 a 44 años (007)",241598,225919,707,41271,78522,56620,39619,7692,1260,228,15679,600096
"De 45 a 49 años (008)",205179,193771,556,30379,59054,48469,41221,11124,2482,486,11408,569071
"De 50 y más años (009)",689703,659100,2303,76092,128628,136070,180607,87189,36079,12132,30603,2528508
"Sin nivel (010)",96154,90930,361,8237,11826,12951,25508,19227,9681,3139,5224,423562
"De 12 a 14 años (011)",40,22,1,13,8,,,,,,18,29
"De 15 a 19 años (012)",230,181,4,130,25,15,7,,,,49,253
"De 20 a 24 años (013)",1282,739,5,451,196,58,24,5,,,543,1156
"De 25 a 29 años (014)",1920,1268,10,507,398,225,106,12,10,,652,2586
"De 30 a 34 años (015)",5198,4516,22,1008,1736,1019,634,77,14,6,682,10909
"De 35 a 39 años (016)",5550,5033,15,696,1430,1349,1196,283,56,8,517,15100
"De 40 a 44 años (017)",5916,5465,22,538,1155,1207,1738,638,135,32,451,19626
"De 45 a 49 años (018)",6442,6080,25,460,914,1178,2018,1065,349,71,362,25248
