"CUADRO Nº 30: POBLACIÓN OCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia TAYACAJA (000)",30561,2263,7365,14156,533,6004,240
"Conviviente (001)",7229,593,1871,3491,139,1097,38
"Separado(a) (002)",836,73,188,481,9,71,14
"Casado(a) (003)",14403,839,3429,7324,299,2462,50
"Viudo(a) (004)",1602,37,401,971,29,149,15
"Divorciado(a) (005)",154,15,36,90,3,7,3
"Soltero(a) (006)",6337,706,1440,1799,54,2218,120
"Hombres (008)",21531,1350,5678,11056,440,2982,25
"Conviviente (009)",5330,369,1486,2877,121,473,4
"Separado(a) (010)",291,27,68,159,4,33,
"Casado(a) (011)",10745,588,2795,6262,262,836,2
"Viudo(a) (012)",733,10,201,448,9,63,2
"Divorciado(a) (013)",79,5,25,44,1,3,1
"Soltero(a) (014)",4353,351,1103,1266,43,1574,16
"Mujeres (016)",9030,913,1687,3100,93,3022,215
"Conviviente (017)",1899,224,385,614,18,624,34
"Separado(a) (018)",545,46,120,322,5,38,14
"Casado(a) (019)",3658,251,634,1062,37,1626,48
"Viudo(a) (020)",869,27,200,523,20,86,13
"Divorciado(a) (021)",75,10,11,46,2,4,2
"Soltero(a) (022)",1984,355,337,533,11,644,104
,,,,,,,
"URBANA (024)",8479,1588,1685,3808,175,1069,154
"Conviviente (025)",1951,406,415,913,38,160,19
"Separado(a) (026)",301,53,54,166,4,11,13
"Casado(a) (027)",3926,627,780,1894,96,483,46
"Viudo(a) (028)",397,22,90,245,11,23,6
"Divorciado(a) (029)",60,11,8,32,3,3,3
"Soltero(a) (030)",1844,469,338,558,23,389,67
"Hombres (032)",5241,960,1141,2573,127,422,18
"Conviviente (033)",1274,261,289,649,27,46,2
"Separado(a) (034)",99,23,16,52,3,5,
"Casado(a) (035)",2600,438,563,1423,75,99,2
"Viudo(a) (036)",131,8,31,80,4,8,
"Divorciado(a) (037)",23,4,4,12,1,1,1
"Soltero(a) (038)",1114,226,238,357,17,263,13
"Mujeres (040)",3238,628,544,1235,48,647,136
"Conviviente (041)",677,145,126,264,11,114,17
"Separado(a) (042)",202,30,38,114,1,6,13
"Casado(a) (043)",1326,189,217,471,21,384,44
"Viudo(a) (044)",266,14,59,165,7,15,6
"Divorciado(a) (045)",37,7,4,20,2,2,2
"Soltero(a) (046)",730,243,100,201,6,126,54
,,,,,,,
"RURAL (048)",22082,675,5680,10348,358,4935,86
"Conviviente (049)",5278,187,1456,2578,101,937,19
"Separado(a) (050)",535,20,134,315,5,60,1
"Casado(a) (051)",10477,212,2649,5430,203,1979,4
"Viudo(a) (052)",1205,15,311,726,18,126,9
"Divorciado(a) (053)",94,4,28,58,,4,
"Soltero(a) (054)",4493,237,1102,1241,31,1829,53
"Hombres (056)",16290,390,4537,8483,313,2560,7
"Conviviente (057)",4056,108,1197,2228,94,427,2
"Separado(a) (058)",192,4,52,107,1,28,
"Casado(a) (059)",8145,150,2232,4839,187,737,
"Viudo(a) (060)",602,2,170,368,5,55,2
"Divorciado(a) (061)",56,1,21,32,,2,
"Soltero(a) (062)",3239,125,865,909,26,1311,3
"Mujeres (064)",5792,285,1143,1865,45,2375,79
"Conviviente (065)",1222,79,259,350,7,510,17
"Separado(a) (066)",343,16,82,208,4,32,1
"Casado(a) (067)",2332,62,417,591,16,1242,4
"Viudo(a) (068)",603,13,141,358,13,71,7
"Divorciado(a) (069)",38,3,7,26,,2,
"Soltero(a) (070)",1254,112,237,332,5,518,50
