"CUADRO Nº 4: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia PICOTA (000)",14767,519,5059,5181,3290,718
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",39,,5,22,12,
"Profes., científicos e intelectuales (002)",509,,93,306,110,
"Técnicos de nivel medio y trab.asimilados (003)",197,,59,80,55,3
"Jefes y empleados de oficina (004)",277,,110,120,46,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",1254,24,372,537,279,42
"Agricult.trabaj. calif. agrop. y pesqueros (006)",5329,55,1416,1891,1518,449
"Obreros y oper.minas, cant.,ind.manuf. y otros (007)",534,13,183,210,113,15
"Obreros construc., conf., papel, fab., instr. (008)",703,1,242,300,153,7
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (009)",5209,406,2285,1477,875,166
"Otra (010)",19,,5,12,2,
"Ocupación no especificada (011)",372,4,127,138,78,25
"Desocupado (012)",325,16,162,88,49,10
"Hombres (013)",11246,403,3836,3871,2568,568
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",30,,2,18,10,
"Profes., científicos e intelectuales (015)",304,,44,183,77,
"Técnicos de nivel medio y trab.asimilados (016)",135,,47,46,39,3
"Jefes y empleados de oficina (017)",156,,58,64,34,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",567,11,154,241,136,25
"Agricult.trabaj. calif. agrop. y pesqueros (019)",4999,48,1297,1800,1436,418
"Obreros y oper.minas, cant.,ind.manuf. y otros (020)",454,13,162,181,91,7
"Obreros construc., conf., papel, fab., instr. (021)",696,1,238,298,152,7
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (022)",3466,315,1643,899,517,92
"Otra (023)",18,,5,11,2,
"Ocupación no especificada (024)",179,2,74,62,33,8
"Desocupado (025)",242,13,112,68,41,8
"Mujeres (026)",3521,116,1223,1310,722,150
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",9,,3,4,2,
"Profes., científicos e intelectuales (028)",205,,49,123,33,
"Técnicos de nivel medio y trab.asimilados (029)",62,,12,34,16,
"Jefes y empleados de oficina (030)",121,,52,56,12,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",687,13,218,296,143,17
"Agricult.trabaj. calif. agrop. y pesqueros (032)",330,7,119,91,82,31
"Obreros y oper.minas, cant.,ind.manuf. y otros (033)",80,,21,29,22,8
"Obreros construc., conf., papel, fab., instr. (034)",7,,4,2,1,
