"CUADRO Nº 20: TOTAL DE VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR RÉGIMEN DE TENENCIA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"RÉGIMEN DE TENENCIA",,,,,
,,ALQUILADA,"PROPIA POR INVASIÓN","PROPIA PAGÁNDOLA A PLAZOS","PROPIA TOTALMENTE PAGADA","CEDIDA POR EL CENTRO DE TRABAJO/OTRO HOGAR /INSTITUCIÓN","OTRA FORMA"
,,,,,,,
"Provincia LAMBAYEQUE",,,,,,,
"Viviendas particulares (001)",54766,4205,2982,1535,42207,2230,1607
"Ocupantes presentes (002)",258671,16170,11836,6710,207246,9853,6856
"Casa independiente",,,,,,,
"Viviendas particulares (004)",51815,3706,2411,1503,40659,2046,1490
"Ocupantes presentes (005)",246863,14658,10035,6574,199982,9114,6500
"Departamento en edificio",,,,,,,
"Viviendas particulares (007)",272,187,,10,57,12,6
"Ocupantes presentes (008)",929,606,,42,221,41,19
"Vivienda en quinta",,,,,,,
"Viviendas particulares (010)",280,175,,7,62,31,5
"Ocupantes presentes (011)",1007,496,,23,310,145,33
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",132,88,,1,28,4,11
"Ocupantes presentes (014)",449,250,,4,133,18,44
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",1672,22,123,7,1359,113,48
"Ocupantes presentes (017)",7670,85,511,37,6469,437,131
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",537,7,448,7,31,4,40
"Ocupantes presentes (020)",1572,21,1290,30,97,30,104
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",50,20,,,6,17,7
"Ocupantes presentes (023)",164,54,,,22,63,25
"Otro tipo",,,,,,,
"Viviendas particulares (025)",8,,,,5,3,
"Ocupantes presentes (026)",17,,,,12,5,
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",27896,3743,1900,1316,19220,674,1043
"Ocupantes presentes (029)",124818,14172,7370,5722,90232,2925,4397
"Casa independiente",,,,,,,
"Viviendas particulares (031)",26634,3267,1452,1291,19035,613,976
"Ocupantes presentes (032)",120734,12747,6080,5623,89454,2652,4178
"Departamento en edificio",,,,,,,
"Viviendas particulares (034)",272,187,,10,57,12,6
"Ocupantes presentes (035)",929,606,,42,221,41,19
"Vivienda en quinta",,,,,,,
"Viviendas particulares (037)",280,175,,7,62,31,5
"Ocupantes presentes (038)",1007,496,,23,310,145,33
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",132,88,,1,28,4,11
"Ocupantes presentes (041)",449,250,,4,133,18,44
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",537,7,448,7,31,4,40
"Ocupantes presentes (047)",1572,21,1290,30,97,30,104
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",36,19,,,2,10,5
"Ocupantes presentes (050)",115,52,,,5,39,19
"Otro tipo",,,,,,,
"Viviendas particulares (052)",5,,,,5,,
"Ocupantes presentes (053)",12,,,,12,,
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",26870,462,1082,219,22987,1556,564
"Ocupantes presentes (056)",133853,1998,4466,988,117014,6928,2459
"Casa independiente",,,,,,,
"Viviendas particulares (058)",25181,439,959,212,21624,1433,514
"Ocupantes presentes (059)",126129,1911,3955,951,110528,6462,2322
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",1672,22,123,7,1359,113,48
"Ocupantes presentes (071)",7670,85,511,37,6469,437,131
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",14,1,,,4,7,2
"Ocupantes presentes (077)",49,2,,,17,24,6
"Otro tipo",,,,,,,
"Viviendas particulares (079)",3,,,,,3,
"Ocupantes presentes (080)",5,,,,,5,
