"CUADRO Nº 1: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia CHINCHEROS (000)",36090,7332,5937,6099,5615,3927,7180
"Católica (001)",25197,5026,4101,4295,3931,2772,5072
"Cristiana/Evangélica (002)",10151,2179,1686,1645,1570,1074,1997
"Otra (003)",253,41,41,52,41,31,47
"Ninguna (004)",489,86,109,107,73,50,64
"Hombres (006)",17822,3772,2994,2890,2772,1931,3463
"Católica (007)",12672,2603,2162,2082,1967,1397,2461
"Cristiana/Evangélica (008)",4709,1095,745,717,733,482,937
"Otra (009)",135,23,18,27,24,18,25
"Ninguna (010)",306,51,69,64,48,34,40
"Mujeres (012)",18268,3560,2943,3209,2843,1996,3717
"Católica (013)",12525,2423,1939,2213,1964,1375,2611
"Cristiana/Evangélica (014)",5442,1084,941,928,837,592,1060
"Otra (015)",118,18,23,25,17,13,22
"Ninguna (016)",183,35,40,43,25,16,24
,,,,,,,
"URBANA (018)",11760,2353,1787,2289,2104,1332,1895
"Católica (019)",8419,1651,1262,1696,1510,980,1320
"Cristiana/Evangélica (020)",2997,648,456,514,539,305,535
"Otra (021)",112,14,16,26,18,15,23
"Ninguna (022)",232,40,53,53,37,32,17
"Hombres (024)",5801,1195,872,1048,1081,677,928
"Católica (025)",4161,837,627,784,784,497,632
"Cristiana/Evangélica (026)",1426,329,203,216,258,149,271
"Otra (027)",59,7,6,14,11,10,11
"Ninguna (028)",155,22,36,34,28,21,14
"Mujeres (030)",5959,1158,915,1241,1023,655,967
"Católica (031)",4258,814,635,912,726,483,688
"Cristiana/Evangélica (032)",1571,319,253,298,281,156,264
"Otra (033)",53,7,10,12,7,5,12
"Ninguna (034)",77,18,17,19,9,11,3
,,,,,,,
"RURAL (036)",24330,4979,4150,3810,3511,2595,5285
"Católica (037)",16778,3375,2839,2599,2421,1792,3752
"Cristiana/Evangélica (038)",7154,1531,1230,1131,1031,769,1462
"Otra (039)",141,27,25,26,23,16,24
"Ninguna (040)",257,46,56,54,36,18,47
"Hombres (042)",12021,2577,2122,1842,1691,1254,2535
"Católica (043)",8511,1766,1535,1298,1183,900,1829
"Cristiana/Evangélica (044)",3283,766,542,501,475,333,666
"Otra (045)",76,16,12,13,13,8,14
"Ninguna (046)",151,29,33,30,20,13,26
"Mujeres (048)",12309,2402,2028,1968,1820,1341,2750
"Católica (049)",8267,1609,1304,1301,1238,892,1923
"Cristiana/Evangélica (050)",3871,765,688,630,556,436,796
"Otra (051)",65,11,13,13,10,8,10
"Ninguna (052)",106,17,23,24,16,5,21
