"CUADRO Nº 38: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia REQUENA (000)",792,384,408
"Sin nivel (001)",13,3,10
"Primaria (003)",285,147,138
"Secundaria (004)",412,193,219
"Superior no univ. incompleta (005)",20,10,10
"Superior no univ. completa (006)",36,20,16
"Superior univ. incompleta (007)",7,1,6
"Superior univ. completa (008)",19,10,9
"De 14 a 29 años (010)",471,274,197
"Sin nivel (011)",4,1,3
"Primaria (013)",133,92,41
"Secundaria (014)",285,150,135
"Superior no univ. incompleta (015)",11,8,3
"Superior no univ. completa (016)",22,14,8
"Superior univ. incompleta (017)",4,1,3
"Superior univ. completa (018)",12,8,4
"De 30 a 44 años (020)",211,96,115
"Sin nivel (021)",4,2,2
"Primaria (023)",83,45,38
"Secundaria (024)",99,40,59
"Superior no univ. incompleta (025)",4,2,2
"Superior no univ. completa (026)",13,6,7
"Superior univ. incompleta (027)",3,,3
"Superior univ. completa (028)",5,1,4
"De 45 a 64 años (030)",88,14,74
"Sin nivel (031)",2,,2
"Primaria (033)",55,10,45
"Secundaria (034)",24,3,21
"Superior no univ. incompleta (035)",4,,4
"Superior no univ. completa (036)",1,,1
"Superior univ. completa (038)",2,1,1
"De 65 y más años (040)",22,,22
"Sin nivel (041)",3,,3
"Primaria (043)",14,,14
"Secundaria (044)",4,,4
"Superior no univ. incompleta (045)",1,,1
,,,
"AREA URBANA (050)",581,255,326
"Sin nivel (051)",6,,6
"Primaria (053)",167,68,99
"Secundaria (054)",339,154,185
"Superior no univ. incompleta (055)",17,9,8
"Superior no univ. completa (056)",29,15,14
"Superior univ. incompleta (057)",5,,5
"Superior univ. completa (058)",18,9,9
"De 14 a 29 años (060)",339,185,154
"Sin nivel (061)",1,,1
"Primaria (063)",68,42,26
"Secundaria (064)",228,118,110
"Superior no univ. incompleta (065)",11,8,3
"Superior no univ. completa (066)",16,9,7
"Superior univ. incompleta (067)",3,,3
"Superior univ. completa (068)",12,8,4
"De 30 a 44 años (070)",157,62,95
"Sin nivel (071)",2,,2
"Primaria (073)",48,20,28
"Secundaria (074)",85,34,51
"Superior no univ. incompleta (075)",3,1,2
"Superior no univ. completa (076)",12,6,6
"Superior univ. incompleta (077)",2,,2
"Superior univ. completa (078)",5,1,4
"De 45 a 64 años (080)",72,8,64
"Sin nivel (081)",2,,2
"Primaria (083)",44,6,38
"Secundaria (084)",22,2,20
"Superior no univ. incompleta (085)",2,,2
"Superior no univ. completa (086)",1,,1
"Superior univ. completa (088)",1,,1
"De 65 y más años (090)",13,,13
"Sin nivel (091)",1,,1
"Primaria (093)",7,,7
"Secundaria (094)",4,,4
"Superior no univ. incompleta (095)",1,,1
,,,
"AREA RURAL (100)",211,129,82
"Sin nivel (101)",7,3,4
"Primaria (103)",118,79,39
"Secundaria (104)",73,39,34
"Superior no univ. incompleta (105)",3,1,2
"Superior no univ. completa (106)",7,5,2
"Superior univ. incompleta (107)",2,1,1
"Superior univ. completa (108)",1,1,
"De 14 a 29 años (110)",132,89,43
"Sin nivel (111)",3,1,2
"Primaria (113)",65,50,15
"Secundaria (114)",57,32,25
"Superior no univ. completa (116)",6,5,1
"Superior univ. incompleta (117)",1,1,
"De 30 a 44 años (120)",54,34,20
"Sin nivel (121)",2,2,
"Primaria (123)",35,25,10
"Secundaria (124)",14,6,8
"Superior no univ. incompleta (125)",1,1,
"Superior no univ. completa (126)",1,,1
"Superior univ. incompleta (127)",1,,1
"De 45 a 64 años (130)",16,6,10
"Primaria (133)",11,4,7
"Secundaria (134)",2,1,1
"Superior no univ. incompleta (135)",2,,2
"Superior univ. completa (138)",1,1,
"De 65 y más años (140)",9,,9
"Sin nivel (141)",2,,2
"Primaria (143)",7,,7
