"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia MOYOBAMBA (000)",106154,12989,2967,53207,26645,2537,3931,1451,2427
"Jefe o Jefa (001)",27515,1819,49,14642,6978,726,1570,480,1251
"Esposa(o)/ compa¤era(o) (002)",19375,2405,55,10638,4230,422,974,178,473
"Hijo(a)/ hijastro(a) (003)",43958,6453,2299,20946,11423,964,881,586,406
"Yerno/ nuera (004)",1280,32,4,469,537,63,106,25,44
"Nieto(a) (005)",3700,848,367,1669,685,67,31,21,12
"Padres/ suegros (006)",1170,438,,629,73,6,12,1,11
"Otro(a) pariente (007)",6940,875,184,3291,1918,224,225,89,134
"Trabajador(a) del hogar (008)",263,10,,128,118,5,,2,
"Pensionista (009)",142,,,35,47,10,24,15,11
"Otro(a) no pariente (010)",1811,109,9,760,636,50,108,54,85
"Hombres (012)",54842,5463,1546,27487,14924,1224,1910,859,1429
"Jefe o Jefa (013)",22227,1042,43,12138,5831,543,1204,397,1029
"Esposa(o)/ compa¤era(o) (014)",747,37,,298,276,36,49,15,36
"Hijo(a)/ hijastro(a) (015)",23651,3397,1182,11209,6515,437,392,322,197
"Yerno/ nuera (016)",540,11,3,172,228,30,53,15,28
"Nieto(a) (017)",1979,441,203,888,379,35,16,15,2
"Padres/ suegros (018)",362,56,,254,40,4,4,,4
"Otro(a) pariente (019)",4009,410,112,1949,1192,103,117,50,76
"Trabajador(a) del hogar (020)",24,,,14,8,1,,1,
"Pensionista (021)",94,,,27,31,8,12,10,6
"Otro(a) no pariente (022)",1209,69,3,538,424,27,63,34,51
"Mujeres (024)",51312,7526,1421,25720,11721,1313,2021,592,998
"Jefe o Jefa (025)",5288,777,6,2504,1147,183,366,83,222
"Esposa(o)/ compa¤era(o) (026)",18628,2368,55,10340,3954,386,925,163,437
"Hijo(a)/ hijastro(a) (027)",20307,3056,1117,9737,4908,527,489,264,209
"Yerno/ nuera (028)",740,21,1,297,309,33,53,10,16
"Nieto(a) (029)",1721,407,164,781,306,32,15,6,10
"Padres/ suegros (030)",808,382,,375,33,2,8,1,7
"Otro(a) pariente (031)",2931,465,72,1342,726,121,108,39,58
"Trabajador(a) del hogar (032)",239,10,,114,110,4,,1,
"Pensionista (033)",48,,,8,16,2,12,5,5
"Otro(a) no pariente (034)",602,40,6,222,212,23,45,20,34
,,,,,,,,,
"URBANA (036)",63305,5503,1701,26504,19706,2359,3779,1371,2382
"Jefe o Jefa (037)",16836,692,14,7218,5054,667,1507,449,1235
"Esposa(o)/ compa¤era(o) (038)",11236,813,13,5220,3207,397,946,171,469
"Hijo(a)/ hijastro(a) (039)",25300,2762,1283,10160,8406,894,849,552,394
"Yerno/ nuera (040)",902,16,1,253,402,62,103,24,41
"Nieto(a) (041)",2635,554,280,1094,579,65,31,20,12
"Padres/ suegros (042)",812,230,,486,68,4,12,1,11
"Otro(a) pariente (043)",4061,373,104,1576,1379,213,206,83,127
"Trabajador(a) del hogar (044)",233,6,,112,108,5,,2,
