"CUADRO Nº 15: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACIÓN",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia ACOBAMBA (000)",15410,2493,21,6674,4711,228,455,170,658
"Empleado (001)",1302,16,,69,260,65,302,65,525
"Obrero (002)",1638,218,3,736,608,31,17,14,11
"Trabajador independiente (003)",7649,1262,5,3593,2421,95,113,71,89
"Empleador o patrono (004)",111,12,,52,38,1,3,,5
"Trabajador familiar no remunerado (005)",4632,977,13,2182,1359,36,19,18,28
"Trabajador del hogar (006)",78,8,,42,25,,1,2,
"Hombres (008)",10396,1072,14,4587,3734,165,274,130,420
"Empleado (009)",794,3,,31,178,46,170,47,319
"Obrero (010)",1212,98,3,517,531,27,13,12,11
"Trabajador independiente (011)",5871,696,4,2884,2018,65,78,56,70
"Empleador o patrono (012)",87,7,,41,31,1,3,,4
"Trabajador familiar no remunerado (013)",2418,268,7,1107,971,26,10,13,16
"Trabajador del hogar (014)",14,,,7,5,,,2,
"Mujeres (016)",5014,1421,7,2087,977,63,181,40,238
"Empleado (017)",508,13,,38,82,19,132,18,206
"Obrero (018)",426,120,,219,77,4,4,2,
"Trabajador independiente (019)",1778,566,1,709,403,30,35,15,19
"Empleador o patrono (020)",24,5,,11,7,,,,1
"Trabajador familiar no remunerado (021)",2214,709,6,1075,388,10,9,5,12
"Trabajador del hogar (022)",64,8,,35,20,,1,,
,,,,,,,,,
"URBANA (024)",4951,458,9,1623,1713,154,332,129,533
"Empleado (025)",982,8,,40,163,47,230,58,436
"Obrero (026)",687,81,3,279,274,19,13,10,8
"Trabajador independiente (027)",2443,242,3,985,945,72,77,50,69
"Empleador o patrono (028)",57,5,,20,25,1,3,,3
"Trabajador familiar no remunerado (029)",732,120,3,272,288,15,8,9,17
"Trabajador del hogar (030)",50,2,,27,18,,1,2,
"Hombres (032)",3090,161,7,994,1223,101,183,94,327
"Empleado (033)",575,1,,16,109,31,120,41,257
"Obrero (034)",522,40,3,195,241,16,11,8,8
"Trabajador independiente (035)",1603,95,2,646,680,44,46,38,52
"Empleador o patrono (036)",43,3,,14,20,1,3,,2
"Trabajador familiar no remunerado (037)",339,22,2,120,170,9,3,5,8
"Trabajador del hogar (038)",8,,,3,3,,,2,
"Mujeres (040)",1861,297,2,629,490,53,149,35,206
"Empleado (041)",407,7,,24,54,16,110,17,179
"Obrero (042)",165,41,,84,33,3,2,2,
"Trabajador independiente (043)",840,147,1,339,265,28,31,12,17
"Empleador o patrono (044)",14,2,,6,5,,,,1
"Trabajador familiar no remunerado (045)",393,98,1,152,118,6,5,4,9
"Trabajador del hogar (046)",42,2,,24,15,,1,,
,,,,,,,,,
"RURAL (048)",10459,2035,12,5051,2998,74,123,41,125
"Empleado (049)",320,8,,29,97,18,72,7,89
"Obrero (050)",951,137,,457,334,12,4,4,3
"Trabajador independiente (051)",5206,1020,2,2608,1476,23,36,21,20
"Empleador o patrono (052)",54,7,,32,13,,,,2
"Trabajador familiar no remunerado (053)",3900,857,10,1910,1071,21,11,9,11
"Trabajador del hogar (054)",28,6,,15,7,,,,
"Hombres (056)",7306,911,7,3593,2511,64,91,36,93
"Empleado (057)",219,2,,15,69,15,50,6,62
"Obrero (058)",690,58,,322,290,11,2,4,3
"Trabajador independiente (059)",4268,601,2,2238,1338,21,32,18,18
"Empleador o patrono (060)",44,4,,27,11,,,,2
"Trabajador familiar no remunerado (061)",2079,246,5,987,801,17,7,8,8
"Trabajador del hogar (062)",6,,,4,2,,,,
"Mujeres (064)",3153,1124,5,1458,487,10,32,5,32
"Empleado (065)",101,6,,14,28,3,22,1,27
"Obrero (066)",261,79,,135,44,1,2,,
"Trabajador independiente (067)",938,419,,370,138,2,4,3,2
"Empleador o patrono (068)",10,3,,5,2,,,,
"Trabajador familiar no remunerado (069)",1821,611,5,923,270,4,4,1,3
"Trabajador del hogar (070)",22,6,,11,5,,,,
