"CUADRO Nº 37: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia PAITA (000)",2714,445,2269
"Sin nivel (001)",117,10,107
"Educación inicial (002)",3,,3
"Primaria (003)",849,104,745
"Secundaria (004)",1098,210,888
"Superior no univ. incompleta (005)",209,38,171
"Superior no univ. completa (006)",243,39,204
"Superior univ. incompleta (007)",70,18,52
"Superior univ. completa (008)",125,26,99
"Hombres (010)",2198,289,1909
"Sin nivel (011)",98,5,93
"Educación inicial (012)",3,,3
"Primaria (013)",708,67,641
"Secundaria (014)",924,153,771
"Superior no univ. incompleta (015)",161,17,144
"Superior no univ. completa (016)",168,21,147
"Superior univ. incompleta (017)",45,11,34
"Superior univ. completa (018)",91,15,76
"Mujeres (020)",516,156,360
"Sin nivel (021)",19,5,14
"Primaria (023)",141,37,104
"Secundaria (024)",174,57,117
"Superior no univ. incompleta (025)",48,21,27
"Superior no univ. completa (026)",75,18,57
"Superior univ. incompleta (027)",25,7,18
"Superior univ. completa (028)",34,11,23
,,,
"AREA URBANA (030)",2560,426,2134
"Sin nivel (031)",104,10,94
"Educación inicial (032)",3,,3
"Primaria (033)",785,96,689
"Secundaria (034)",1051,203,848
"Superior no univ. incompleta (035)",196,38,158
"Superior no univ. completa (036)",233,36,197
"Superior univ. incompleta (037)",69,18,51
"Superior univ. completa (038)",119,25,94
"Hombres (040)",2052,274,1778
"Sin nivel (041)",85,5,80
"Educación inicial (042)",3,,3
"Primaria (043)",648,60,588
"Secundaria (044)",877,146,731
"Superior no univ. incompleta (045)",148,17,131
"Superior no univ. completa (046)",162,21,141
"Superior univ. incompleta (047)",44,11,33
"Superior univ. completa (048)",85,14,71
"Mujeres (050)",508,152,356
"Sin nivel (051)",19,5,14
"Primaria (053)",137,36,101
"Secundaria (054)",174,57,117
"Superior no univ. incompleta (055)",48,21,27
"Superior no univ. completa (056)",71,15,56
"Superior univ. incompleta (057)",25,7,18
"Superior univ. completa (058)",34,11,23
,,,
"AREA RURAL (060)",154,19,135
"Sin nivel (061)",13,,13
"Primaria (063)",64,8,56
"Secundaria (064)",47,7,40
"Superior no univ. incompleta (065)",13,,13
"Superior no univ. completa (066)",10,3,7
"Superior univ. incompleta (067)",1,,1
"Superior univ. completa (068)",6,1,5
"Hombres (070)",146,15,131
"Sin nivel (071)",13,,13
"Primaria (073)",60,7,53
"Secundaria (074)",47,7,40
"Superior no univ. incompleta (075)",13,,13
"Superior no univ. completa (076)",6,,6
"Superior univ. incompleta (077)",1,,1
"Superior univ. completa (078)",6,1,5
"Mujeres (080)",8,4,4
"Primaria (083)",4,1,3
"Superior no univ. completa (086)",4,3,1
