"CUADRO Nº 30: POBLACIÓN OCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia YAROWILCA (000)",9320,654,786,5045,70,2659,106
"Conviviente (001)",3074,203,242,1860,25,719,25
"Separado(a) (002)",288,19,19,195,3,51,1
"Casado(a) (003)",3482,270,290,2086,33,786,17
"Viudo(a) (004)",525,8,37,390,3,81,6
"Divorciado(a) (005)",41,2,3,26,,10,
"Soltero(a) (006)",1910,152,195,488,6,1012,57
"Hombres (008)",6207,442,637,3958,62,1087,21
"Conviviente (009)",2154,145,207,1557,24,216,5
"Separado(a) (010)",99,12,8,71,,8,
"Casado(a) (011)",2434,185,232,1796,33,182,6
"Viudo(a) (012)",228,4,25,172,1,26,
"Divorciado(a) (013)",19,2,2,12,,3,
"Soltero(a) (014)",1273,94,163,350,4,652,10
"Mujeres (016)",3113,212,149,1087,8,1572,85
"Conviviente (017)",920,58,35,303,1,503,20
"Separado(a) (018)",189,7,11,124,3,43,1
"Casado(a) (019)",1048,85,58,290,,604,11
"Viudo(a) (020)",297,4,12,218,2,55,6
"Divorciado(a) (021)",22,,1,14,,7,
"Soltero(a) (022)",637,58,32,138,2,360,47
,,,,,,,
"URBANA (024)",2355,451,211,1141,27,503,22
"Conviviente (025)",792,131,64,439,7,144,7
"Separado(a) (026)",81,13,4,46,2,16,
"Casado(a) (027)",889,194,66,446,12,170,1
"Viudo(a) (028)",103,7,10,70,2,14,
"Divorciado(a) (029)",17,1,1,10,,5,
"Soltero(a) (030)",473,105,66,130,4,154,14
"Hombres (032)",1558,297,174,849,21,214,3
"Conviviente (033)",539,89,55,342,7,45,1
"Separado(a) (034)",31,8,2,19,,2,
"Casado(a) (035)",616,133,50,367,12,54,
"Viudo(a) (036)",42,3,7,27,,5,
"Divorciado(a) (037)",8,1,1,5,,1,
"Soltero(a) (038)",322,63,59,89,2,107,2
"Mujeres (040)",797,154,37,292,6,289,19
"Conviviente (041)",253,42,9,97,,99,6
"Separado(a) (042)",50,5,2,27,2,14,
"Casado(a) (043)",273,61,16,79,,116,1
"Viudo(a) (044)",61,4,3,43,2,9,
"Divorciado(a) (045)",9,,,5,,4,
"Soltero(a) (046)",151,42,7,41,2,47,12
,,,,,,,
"RURAL (048)",6965,203,575,3904,43,2156,84
"Conviviente (049)",2282,72,178,1421,18,575,18
"Separado(a) (050)",207,6,15,149,1,35,1
"Casado(a) (051)",2593,76,224,1640,21,616,16
"Viudo(a) (052)",422,1,27,320,1,67,6
"Divorciado(a) (053)",24,1,2,16,,5,
"Soltero(a) (054)",1437,47,129,358,2,858,43
"Hombres (056)",4649,145,463,3109,41,873,18
"Conviviente (057)",1615,56,152,1215,17,171,4
"Separado(a) (058)",68,4,6,52,,6,
"Casado(a) (059)",1818,52,182,1429,21,128,6
"Viudo(a) (060)",186,1,18,145,1,21,
"Divorciado(a) (061)",11,1,1,7,,2,
"Soltero(a) (062)",951,31,104,261,2,545,8
"Mujeres (064)",2316,58,112,795,2,1283,66
"Conviviente (065)",667,16,26,206,1,404,14
"Separado(a) (066)",139,2,9,97,1,29,1
"Casado(a) (067)",775,24,42,211,,488,10
"Viudo(a) (068)",236,,9,175,,46,6
"Divorciado(a) (069)",13,,1,9,,3,
"Soltero(a) (070)",486,16,25,97,,313,35
