"CUADRO Nº 38: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia JULCAN (000)",900,215,685
"Sin nivel (001)",102,16,86
"Primaria (003)",532,110,422
"Secundaria (004)",203,79,124
"Superior no univ. incompleta (005)",9,3,6
"Superior no univ. completa (006)",25,4,21
"Superior univ. incompleta (007)",6,1,5
"Superior univ. completa (008)",23,2,21
"De 14 a 29 años (010)",448,177,271
"Sin nivel (011)",14,7,7
"Primaria (013)",249,88,161
"Secundaria (014)",155,75,80
"Superior no univ. incompleta (015)",6,2,4
"Superior no univ. completa (016)",12,3,9
"Superior univ. incompleta (017)",4,1,3
"Superior univ. completa (018)",8,1,7
"De 30 a 44 años (020)",233,32,201
"Sin nivel (021)",31,8,23
"Primaria (023)",140,19,121
"Secundaria (024)",38,2,36
"Superior no univ. incompleta (025)",3,1,2
"Superior no univ. completa (026)",9,1,8
"Superior univ. incompleta (027)",1,,1
"Superior univ. completa (028)",11,1,10
"De 45 a 64 años (030)",152,6,146
"Sin nivel (031)",31,1,30
"Primaria (033)",104,3,101
"Secundaria (034)",9,2,7
"Superior no univ. completa (036)",3,,3
"Superior univ. incompleta (037)",1,,1
"Superior univ. completa (038)",4,,4
"De 65 y más años (040)",67,,67
"Sin nivel (041)",26,,26
"Primaria (043)",39,,39
"Secundaria (044)",1,,1
"Superior no univ. completa (046)",1,,1
,,,
"AREA URBANA (050)",188,50,138
"Sin nivel (051)",21,4,17
"Primaria (053)",79,16,63
"Secundaria (054)",50,20,30
"Superior no univ. incompleta (055)",7,3,4
"Superior no univ. completa (056)",17,4,13
"Superior univ. incompleta (057)",3,1,2
"Superior univ. completa (058)",11,2,9
"De 14 a 29 años (060)",84,35,49
"Sin nivel (061)",2,1,1
"Primaria (063)",30,9,21
"Secundaria (064)",34,18,16
"Superior no univ. incompleta (065)",5,2,3
"Superior no univ. completa (066)",8,3,5
"Superior univ. incompleta (067)",1,1,
"Superior univ. completa (068)",4,1,3
"De 30 a 44 años (070)",62,14,48
"Sin nivel (071)",8,3,5
"Primaria (073)",25,7,18
"Secundaria (074)",13,1,12
"Superior no univ. incompleta (075)",2,1,1
"Superior no univ. completa (076)",7,1,6
"Superior univ. incompleta (077)",1,,1
"Superior univ. completa (078)",6,1,5
"De 45 a 64 años (080)",35,1,34
"Sin nivel (081)",8,,8
"Primaria (083)",20,,20
"Secundaria (084)",3,1,2
"Superior no univ. completa (086)",2,,2
"Superior univ. incompleta (087)",1,,1
"Superior univ. completa (088)",1,,1
"De 65 y más años (090)",7,,7
"Sin nivel (091)",3,,3
"Primaria (093)",4,,4
,,,
"AREA RURAL (100)",712,165,547
"Sin nivel (101)",81,12,69
"Primaria (103)",453,94,359
"Secundaria (104)",153,59,94
"Superior no univ. incompleta (105)",2,,2
"Superior no univ. completa (106)",8,,8
"Superior univ. incompleta (107)",3,,3
"Superior univ. completa (108)",12,,12
"De 14 a 29 años (110)",364,142,222
"Sin nivel (111)",12,6,6
"Primaria (113)",219,79,140
"Secundaria (114)",121,57,64
"Superior no univ. incompleta (115)",1,,1
"Superior no univ. completa (116)",4,,4
"Superior univ. incompleta (117)",3,,3
"Superior univ. completa (118)",4,,4
"De 30 a 44 años (120)",171,18,153
"Sin nivel (121)",23,5,18
"Primaria (123)",115,12,103
"Secundaria (124)",25,1,24
"Superior no univ. incompleta (125)",1,,1
"Superior no univ. completa (126)",2,,2
"Superior univ. completa (128)",5,,5
"De 45 a 64 años (130)",117,5,112
"Sin nivel (131)",23,1,22
"Primaria (133)",84,3,81
"Secundaria (134)",6,1,5
"Superior no univ. completa (136)",1,,1
"Superior univ. completa (138)",3,,3
"De 65 y más años (140)",60,,60
"Sin nivel (141)",23,,23
"Primaria (143)",35,,35
"Secundaria (144)",1,,1
"Superior no univ. completa (146)",1,,1
