"CUADRO Nº 38: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia YUNGUYO (000)",1144,393,751
"Sin nivel (001)",51,12,39
"Educación inicial (002)",1,,1
"Primaria (003)",275,91,184
"Secundaria (004)",659,236,423
"Superior no univ. incompleta (005)",45,15,30
"Superior no univ. completa (006)",51,14,37
"Superior univ. incompleta (007)",20,6,14
"Superior univ. completa (008)",42,19,23
"De 14 a 29 años (010)",647,294,353
"Sin nivel (011)",7,6,1
"Educación inicial (012)",1,,1
"Primaria (013)",79,45,34
"Secundaria (014)",470,203,267
"Superior no univ. incompleta (015)",33,12,21
"Superior no univ. completa (016)",28,11,17
"Superior univ. incompleta (017)",14,6,8
"Superior univ. completa (018)",15,11,4
"De 30 a 44 años (020)",329,84,245
"Sin nivel (021)",20,3,17
"Primaria (023)",100,37,63
"Secundaria (024)",148,30,118
"Superior no univ. incompleta (025)",11,3,8
"Superior no univ. completa (026)",21,3,18
"Superior univ. incompleta (027)",6,,6
"Superior univ. completa (028)",23,8,15
"De 45 a 64 años (030)",141,15,126
"Sin nivel (031)",17,3,14
"Primaria (033)",84,9,75
"Secundaria (034)",33,3,30
"Superior no univ. incompleta (035)",1,,1
"Superior no univ. completa (036)",2,,2
"Superior univ. completa (038)",4,,4
"De 65 y más años (040)",27,,27
"Sin nivel (041)",7,,7
"Primaria (043)",12,,12
"Secundaria (044)",8,,8
,,,
"AREA URBANA (050)",440,103,337
"Sin nivel (051)",17,2,15
"Primaria (053)",90,19,71
"Secundaria (054)",234,48,186
"Superior no univ. incompleta (055)",24,9,15
"Superior no univ. completa (056)",38,11,27
"Superior univ. incompleta (057)",12,3,9
"Superior univ. completa (058)",25,11,14
"De 14 a 29 años (060)",213,72,141
"Primaria (063)",16,9,7
"Secundaria (064)",143,39,104
"Superior no univ. incompleta (065)",16,7,9
"Superior no univ. completa (066)",21,8,13
"Superior univ. incompleta (067)",7,3,4
"Superior univ. completa (068)",10,6,4
"De 30 a 44 años (070)",142,26,116
"Sin nivel (071)",5,1,4
"Primaria (073)",36,7,29
"Secundaria (074)",60,8,52
"Superior no univ. incompleta (075)",7,2,5
"Superior no univ. completa (076)",16,3,13
"Superior univ. incompleta (077)",5,,5
"Superior univ. completa (078)",13,5,8
"De 45 a 64 años (080)",69,5,64
"Sin nivel (081)",8,1,7
"Primaria (083)",34,3,31
"Secundaria (084)",23,1,22
"Superior no univ. incompleta (085)",1,,1
"Superior no univ. completa (086)",1,,1
"Superior univ. completa (088)",2,,2
"De 65 y más años (090)",16,,16
"Sin nivel (091)",4,,4
"Primaria (093)",4,,4
"Secundaria (094)",8,,8
,,,
"AREA RURAL (100)",704,290,414
"Sin nivel (101)",34,10,24
"Educación inicial (102)",1,,1
"Primaria (103)",185,72,113
"Secundaria (104)",425,188,237
"Superior no univ. incompleta (105)",21,6,15
"Superior no univ. completa (106)",13,3,10
"Superior univ. incompleta (107)",8,3,5
"Superior univ. completa (108)",17,8,9
"De 14 a 29 años (110)",434,222,212
"Sin nivel (111)",7,6,1
"Educación inicial (112)",1,,1
"Primaria (113)",63,36,27
"Secundaria (114)",327,164,163
"Superior no univ. incompleta (115)",17,5,12
"Superior no univ. completa (116)",7,3,4
"Superior univ. incompleta (117)",7,3,4
"Superior univ. completa (118)",5,5,
"De 30 a 44 años (120)",187,58,129
"Sin nivel (121)",15,2,13
"Primaria (123)",64,30,34
"Secundaria (124)",88,22,66
"Superior no univ. incompleta (125)",4,1,3
"Superior no univ. completa (126)",5,,5
"Superior univ. incompleta (127)",1,,1
"Superior univ. completa (128)",10,3,7
"De 45 a 64 años (130)",72,10,62
"Sin nivel (131)",9,2,7
"Primaria (133)",50,6,44
"Secundaria (134)",10,2,8
"Superior no univ. completa (136)",1,,1
"Superior univ. completa (138)",2,,2
"De 65 y más años (140)",11,,11
"Sin nivel (141)",3,,3
"Primaria (143)",8,,8
