"CUADRO Nº 5: POBLACIÓN TOTAL, POR TENENCIA DE PARTIDA DE NACIMIENTO OTORGADO POR EL REGISTRO CIVIL, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE PARTIDA NACIMIENTO",,
,,"TIENE PARTIDA DE NACIMIENTO","NO TIENE PARTIDA DE NACIMIENTO","NO ESPECIFICADO"
,,,,
"Provincia CARLOS FERMIN FITZCARRALD (000)",21322,20817,375,130
"Hombres (001)",10304,10143,101,60
"Mujeres (002)",11018,10674,274,70
"Menores de 1 año (003)",480,414,21,45
"Hombres (004)",258,224,11,23
"Mujeres (005)",222,190,10,22
"De 1 a 5 años (006)",2641,2560,12,69
"Hombres (007)",1274,1235,6,33
"Mujeres (008)",1367,1325,6,36
"De 6 a 14 años (009)",5280,5269,7,4
"Hombres (010)",2668,2665,1,2
"Mujeres (011)",2612,2604,6,2
"De 15 a 29 años (012)",5022,5012,10,
"Hombres (013)",2455,2452,3,
"Mujeres (014)",2567,2560,7,
"De 30 a 44 años (015)",3308,3284,23,1
"Hombres (016)",1564,1556,8,
"Mujeres (017)",1744,1728,15,1
"De 45 a 64 años (018)",3018,2939,75,4
"Hombres (019)",1388,1366,21,1
"Mujeres (020)",1630,1573,54,3
"De 65 a más años (021)",1573,1339,227,7
"Hombres (022)",697,645,51,1
"Mujeres (023)",876,694,176,6
,,,,
"URBANA (024)",3403,3362,25,16
"Hombres (025)",1668,1654,6,8
"Mujeres (026)",1735,1708,19,8
"Menores de 1 año (027)",77,70,2,5
"Hombres (028)",43,39,1,3
"Mujeres (029)",34,31,1,2
"De 1 a 5 años (030)",382,370,1,11
"Hombres (031)",190,185,,5
"Mujeres (032)",192,185,1,6
"De 6 a 14 años (033)",707,706,1,
"Hombres (034)",351,351,,
"Mujeres (035)",356,355,1,
"De 15 a 29 años (036)",876,876,,
"Hombres (037)",415,415,,
"Mujeres (038)",461,461,,
"De 30 a 44 años (039)",671,669,2,
"Hombres (040)",318,317,1,
"Mujeres (041)",353,352,1,
"De 45 a 64 años (042)",485,482,3,
"Hombres (043)",253,251,2,
"Mujeres (044)",232,231,1,
"De 65 a más años (045)",205,189,16,
"Hombres (046)",98,96,2,
"Mujeres (047)",107,93,14,
,,,,
"RURAL (048)",17919,17455,350,114
"Hombres (049)",8636,8489,95,52
"Mujeres (050)",9283,8966,255,62
"Menores de 1 año (051)",403,344,19,40
"Hombres (052)",215,185,10,20
"Mujeres (053)",188,159,9,20
"De 1 a 5 años (054)",2259,2190,11,58
"Hombres (055)",1084,1050,6,28
"Mujeres (056)",1175,1140,5,30
"De 6 a 14 años (057)",4573,4563,6,4
"Hombres (058)",2317,2314,1,2
"Mujeres (059)",2256,2249,5,2
"De 15 a 29 años (060)",4146,4136,10,
"Hombres (061)",2040,2037,3,
"Mujeres (062)",2106,2099,7,
"De 30 a 44 años (063)",2637,2615,21,1
"Hombres (064)",1246,1239,7,
"Mujeres (065)",1391,1376,14,1
"De 45 a 64 años (066)",2533,2457,72,4
"Hombres (067)",1135,1115,19,1
"Mujeres (068)",1398,1342,53,3
"De 65 a más años (069)",1368,1150,211,7
"Hombres (070)",599,549,49,1
"Mujeres (071)",769,601,162,6
