"CUADRO Nº 13: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL; Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia CONDESUYOS (000)",4687,61,1657,1613,507,184,83,28,6,,548
"Sin Nivel (001)",1210,23,427,403,125,46,21,13,2,,150
"Educación Inicial (002)",4,,,2,1,,,,,,1
"Primaria (003)",1579,24,679,513,128,46,17,7,3,,162
"Secundaria (004)",1039,11,387,383,78,38,15,3,,,124
"Sup. no Univ. Incompleta (005)",252,,72,107,37,9,2,,,,25
"Sup. no Univ. Completa (006)",346,2,55,122,79,23,10,1,1,,53
"Sup. Univ. Incompleta (007)",73,,16,31,9,2,,1,,,14
"Sup. Univ. Completa (008)",184,1,21,52,50,20,18,3,,,19
,,,,,,,,,,,
"URBANA (010)",2068,21,666,714,256,105,52,16,4,,234
"Sin Nivel (011)",390,7,129,123,42,16,12,5,1,,55
"Educación Inicial (012)",2,,,1,1,,,,,,
"Primaria (013)",605,10,244,204,62,21,8,5,2,,49
"Secundaria (014)",478,3,181,172,37,22,6,1,,,56
"Sup. no Univ. Incompleta (015)",158,,48,69,17,6,2,,,,16
"Sup. no Univ. Completa (016)",246,1,38,85,53,21,9,1,1,,37
"Sup. Univ. Incompleta (017)",49,,9,22,7,2,,1,,,8
"Sup. Univ. Completa (018)",140,,17,38,37,17,15,3,,,13
,,,,,,,,,,,
"RURAL (020)",2619,40,991,899,251,79,31,12,2,,314
"Sin Nivel (021)",820,16,298,280,83,30,9,8,1,,95
"Educación Inicial (022)",2,,,1,,,,,,,1
"Primaria (023)",974,14,435,309,66,25,9,2,1,,113
"Secundaria (024)",561,8,206,211,41,16,9,2,,,68
"Sup. no Univ. Incompleta (025)",94,,24,38,20,3,,,,,9
"Sup. no Univ. Completa (026)",100,1,17,37,26,2,1,,,,16
"Sup. Univ. Incompleta (027)",24,,7,9,2,,,,,,6
"Sup. Univ. Completa (028)",44,1,4,14,13,3,3,,,,6
