"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia YUNGAY (000)",51656,9832,2851,1013,37983
"Sin Nivel (001)",13816,2850,297,85,10586
"Educación Inicial (002)",1428,670,97,22,643
"Primaria (003)",22936,5326,822,211,16583
"Secundaria (004)",8942,859,504,360,7220
"Sup. no Univ. Incompleta (005)",1122,37,110,48,928
"Sup. no Univ. Completa (006)",1973,58,615,140,1163
"Sup. Univ. Incompleta (007)",553,8,73,68,406
"Sup. Univ. Completa (008)",886,24,333,79,454
"Hombres (010)",25411,4804,1438,638,18549
"Sin Nivel (011)",4725,1251,137,30,3309
"Educación Inicial (012)",660,323,46,8,286
"Primaria (013)",12264,2708,427,114,9018
"Secundaria (014)",5254,461,246,252,4296
"Sup. no Univ. Incompleta (015)",616,19,52,38,508
"Sup. no Univ. Completa (016)",1041,29,298,94,622
"Sup. Univ. Incompleta (017)",316,2,37,46,233
"Sup. Univ. Completa (018)",535,11,195,56,277
"Mujeres (020)",26245,5028,1413,375,19434
"Sin Nivel (021)",9091,1599,160,55,7277
"Educación Inicial (022)",768,347,51,14,357
"Primaria (023)",10672,2618,395,97,7565
"Secundaria (024)",3688,398,258,108,2924
"Sup. no Univ. Incompleta (025)",506,18,58,10,420
"Sup. no Univ. Completa (026)",932,29,317,46,541
"Sup. Univ. Incompleta (027)",237,6,36,22,173
"Sup. Univ. Completa (028)",351,13,138,23,177
,,,,,
"URBANA (030)",12611,1240,1946,787,8653
"Sin Nivel (031)",1722,222,153,27,1321
"Educación Inicial (032)",367,121,58,16,174
"Primaria (033)",4145,567,476,120,2985
"Secundaria (034)",3271,235,369,324,2344
"Sup. no Univ. Incompleta (035)",664,25,90,38,511
"Sup. no Univ. Completa (036)",1354,41,466,122,727
"Sup. Univ. Incompleta (037)",409,8,56,68,279
"Sup. Univ. Completa (038)",679,21,278,72,312
"Hombres (040)",6343,627,979,509,4241
"Sin Nivel (041)",610,100,83,11,417
"Educación Inicial (042)",174,68,28,6,74
"Primaria (043)",2064,303,236,55,1472
"Secundaria (044)",1857,114,186,228,1330
"Sup. no Univ. Incompleta (045)",348,14,42,29,263
"Sup. no Univ. Completa (046)",669,18,213,83,356
"Sup. Univ. Incompleta (047)",231,2,31,46,154
"Sup. Univ. Completa (048)",390,8,160,51,175
"Mujeres (050)",6268,613,967,278,4412
"Sin Nivel (051)",1112,122,70,16,904
"Educación Inicial (052)",193,53,30,10,100
"Primaria (053)",2081,264,240,65,1513
"Secundaria (054)",1414,121,183,96,1014
"Sup. no Univ. Incompleta (055)",316,11,48,9,248
"Sup. no Univ. Completa (056)",685,23,253,39,371
"Sup. Univ. Incompleta (057)",178,6,25,22,125
"Sup. Univ. Completa (058)",289,13,118,21,137
,,,,,
"RURAL (060)",39045,8592,905,226,29330
"Sin Nivel (061)",12094,2628,144,58,9265
"Educación Inicial (062)",1061,549,39,6,469
"Primaria (063)",18791,4759,346,91,13598
"Secundaria (064)",5671,624,135,36,4876
"Sup. no Univ. Incompleta (065)",458,12,20,10,417
"Sup. no Univ. Completa (066)",619,17,149,18,436
"Sup. Univ. Incompleta (067)",144,,17,,127
"Sup. Univ. Completa (068)",207,3,55,7,142
"Hombres (070)",19068,4177,459,129,14308
"Sin Nivel (071)",4115,1151,54,19,2892
"Educación Inicial (072)",486,255,18,2,212
"Primaria (073)",10200,2405,191,59,7546
"Secundaria (074)",3397,347,60,24,2966
"Sup. no Univ. Incompleta (075)",268,5,10,9,245
"Sup. no Univ. Completa (076)",372,11,85,11,266
"Sup. Univ. Incompleta (077)",85,,6,,79
"Sup. Univ. Completa (078)",145,3,35,5,102
"Mujeres (080)",19977,4415,446,97,15022
"Sin Nivel (081)",7979,1477,90,39,6373
"Educación Inicial (082)",575,294,21,4,257
"Primaria (083)",8591,2354,155,32,6052
"Secundaria (084)",2274,277,75,12,1910
"Sup. no Univ. Incompleta (085)",190,7,10,1,172
"Sup. no Univ. Completa (086)",247,6,64,7,170
"Sup. Univ. Incompleta (087)",59,,11,,48
"Sup. Univ. Completa (088)",62,,20,2,40
