"CUADRO Nº 11: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA POTABLE, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, DISPONIBILIDAD DE AGUA TODOS LOS DÍAS DE LA SEMANA, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, DISPONIBILIDAD DE AGUA TODOS LOS DÍAS DE LA SEMANA, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA POTABLE",,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)"
,,,,
"Provincia ANGARAES",,,,
"Viviendas particulares (001)",5462,3831,707,924
"Ocupantes presentes (002)",23423,16342,2939,4142
"Casa independiente",,,,
"Viviendas particulares (004)",5261,3706,659,896
"Ocupantes presentes (005)",22743,15948,2770,4025
"Departamento en edificio",,,,
"Viviendas particulares (007)",9,7,2,
"Ocupantes presentes (008)",31,19,12,
"Vivienda en quinta",,,,
"Viviendas particulares (010)",122,93,29,
"Ocupantes presentes (011)",414,289,125,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (013)",38,22,16,
"Ocupantes presentes (014)",109,79,30,
"Choza o cabaña",,,,
"Viviendas particulares (016)",25,,,25
"Ocupantes presentes (017)",101,,,101
"Vivienda improvisada",,,,
"Viviendas particulares (019)",1,,1,
"Ocupantes presentes (020)",2,,2,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (022)",6,3,,3
"Ocupantes presentes (023)",23,7,,16
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (028)",4764,3348,642,774
"Ocupantes presentes (029)",20495,14275,2682,3538
"Casa independiente",,,,
"Viviendas particulares (031)",4600,3236,603,761
"Ocupantes presentes (032)",19976,13934,2559,3483
"Departamento en edificio",,,,
"Viviendas particulares (034)",6,6,,
"Ocupantes presentes (035)",18,18,,
"Vivienda en quinta",,,,
"Viviendas particulares (037)",106,82,24,
"Ocupantes presentes (038)",335,241,94,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (040)",36,21,15,
"Ocupantes presentes (041)",104,75,29,
"Choza o cabaña",,,,
"Viviendas particulares (043)",10,,,10
"Ocupantes presentes (044)",39,,,39
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (049)",6,3,,3
"Ocupantes presentes (050)",23,7,,16
"Otro tipo",,,,
No,,,,
"Viviendas particulares (055)",698,483,65,150
"Ocupantes presentes (056)",2928,2067,257,604
"Casa independiente",,,,
"Viviendas particulares (058)",661,470,56,135
"Ocupantes presentes (059)",2767,2014,211,542
"Departamento en edificio",,,,
"Viviendas particulares (061)",3,1,2,
"Ocupantes presentes (062)",13,1,12,
"Vivienda en quinta",,,,
"Viviendas particulares (064)",16,11,5,
"Ocupantes presentes (065)",79,48,31,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (067)",2,1,1,
"Ocupantes presentes (068)",5,4,1,
"Choza o cabaña",,,,
"Viviendas particulares (070)",15,,,15
"Ocupantes presentes (071)",62,,,62
"Vivienda improvisada",,,,
"Viviendas particulares (073)",1,,1,
"Ocupantes presentes (074)",2,,2,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
,,,,
URBANA,,,,
"Viviendas particulares (109)",2671,2117,385,169
"Ocupantes presentes (110)",10600,8463,1409,728
"Casa independiente",,,,
"Viviendas particulares (112)",2495,1992,337,166
"Ocupantes presentes (113)",10021,8069,1240,712
"Departamento en edificio",,,,
"Viviendas particulares (115)",9,7,2,
"Ocupantes presentes (116)",31,19,12,
"Vivienda en quinta",,,,
"Viviendas particulares (118)",122,93,29,
"Ocupantes presentes (119)",414,289,125,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (121)",38,22,16,
"Ocupantes presentes (122)",109,79,30,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (127)",1,,1,
"Ocupantes presentes (128)",2,,2,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (130)",6,3,,3
"Ocupantes presentes (131)",23,7,,16
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (136)",2370,1870,345,155
"Ocupantes presentes (137)",9372,7461,1251,660
"Casa independiente",,,,
"Viviendas particulares (139)",2216,1758,306,152
"Ocupantes presentes (140)",8892,7120,1128,644
"Departamento en edificio",,,,
"Viviendas particulares (142)",6,6,,
"Ocupantes presentes (143)",18,18,,
"Vivienda en quinta",,,,
"Viviendas particulares (145)",106,82,24,
"Ocupantes presentes (146)",335,241,94,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (148)",36,21,15,
"Ocupantes presentes (149)",104,75,29,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (157)",6,3,,3
"Ocupantes presentes (158)",23,7,,16
"Otro tipo",,,,
No,,,,
"Viviendas particulares (163)",301,247,40,14
"Ocupantes presentes (164)",1228,1002,158,68
"Casa independiente",,,,
"Viviendas particulares (166)",279,234,31,14
"Ocupantes presentes (167)",1129,949,112,68
"Departamento en edificio",,,,
"Viviendas particulares (169)",3,1,2,
"Ocupantes presentes (170)",13,1,12,
"Vivienda en quinta",,,,
"Viviendas particulares (172)",16,11,5,
"Ocupantes presentes (173)",79,48,31,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (175)",2,1,1,
"Ocupantes presentes (176)",5,4,1,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (181)",1,,1,
"Ocupantes presentes (182)",2,,2,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
,,,,
RURAL,,,,
"Viviendas particulares (217)",2791,1714,322,755
"Ocupantes presentes (218)",12823,7879,1530,3414
"Casa independiente",,,,
"Viviendas particulares (220)",2766,1714,322,730
"Ocupantes presentes (221)",12722,7879,1530,3313
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (232)",25,,,25
"Ocupantes presentes (233)",101,,,101
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (244)",2394,1478,297,619
"Ocupantes presentes (245)",11123,6814,1431,2878
"Casa independiente",,,,
"Viviendas particulares (247)",2384,1478,297,609
"Ocupantes presentes (248)",11084,6814,1431,2839
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (259)",10,,,10
"Ocupantes presentes (260)",39,,,39
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (271)",397,236,25,136
"Ocupantes presentes (272)",1700,1065,99,536
"Casa independiente",,,,
"Viviendas particulares (274)",382,236,25,121
"Ocupantes presentes (275)",1638,1065,99,474
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (286)",15,,,15
"Ocupantes presentes (287)",62,,,62
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
