"CUADRO Nº 37: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia SANDIA (000)",949,368,581
"Sin nivel (001)",30,5,25
"Educación inicial (002)",1,1,
"Primaria (003)",264,72,192
"Secundaria (004)",517,232,285
"Superior no univ. incompleta (005)",36,20,16
"Superior no univ. completa (006)",52,21,31
"Superior univ. incompleta (007)",17,5,12
"Superior univ. completa (008)",32,12,20
"Hombres (010)",765,258,507
"Sin nivel (011)",22,4,18
"Educación inicial (012)",1,1,
"Primaria (013)",229,54,175
"Secundaria (014)",417,166,251
"Superior no univ. incompleta (015)",29,13,16
"Superior no univ. completa (016)",29,7,22
"Superior univ. incompleta (017)",13,4,9
"Superior univ. completa (018)",25,9,16
"Mujeres (020)",184,110,74
"Sin nivel (021)",8,1,7
"Primaria (023)",35,18,17
"Secundaria (024)",100,66,34
"Superior no univ. incompleta (025)",7,7,
"Superior no univ. completa (026)",23,14,9
"Superior univ. incompleta (027)",4,1,3
"Superior univ. completa (028)",7,3,4
,,,
"AREA URBANA (030)",365,126,239
"Sin nivel (031)",9,,9
"Primaria (033)",62,8,54
"Secundaria (034)",214,87,127
"Superior no univ. incompleta (035)",20,11,9
"Superior no univ. completa (036)",28,10,18
"Superior univ. incompleta (037)",8,2,6
"Superior univ. completa (038)",24,8,16
"Hombres (040)",272,77,195
"Sin nivel (041)",5,,5
"Primaria (043)",50,5,45
"Secundaria (044)",159,49,110
"Superior no univ. incompleta (045)",17,8,9
"Superior no univ. completa (046)",17,6,11
"Superior univ. incompleta (047)",5,2,3
"Superior univ. completa (048)",19,7,12
"Mujeres (050)",93,49,44
"Sin nivel (051)",4,,4
"Primaria (053)",12,3,9
"Secundaria (054)",55,38,17
"Superior no univ. incompleta (055)",3,3,
"Superior no univ. completa (056)",11,4,7
"Superior univ. incompleta (057)",3,,3
"Superior univ. completa (058)",5,1,4
,,,
"AREA RURAL (060)",584,242,342
"Sin nivel (061)",21,5,16
"Educación inicial (062)",1,1,
"Primaria (063)",202,64,138
"Secundaria (064)",303,145,158
"Superior no univ. incompleta (065)",16,9,7
"Superior no univ. completa (066)",24,11,13
"Superior univ. incompleta (067)",9,3,6
"Superior univ. completa (068)",8,4,4
"Hombres (070)",493,181,312
"Sin nivel (071)",17,4,13
"Educación inicial (072)",1,1,
"Primaria (073)",179,49,130
"Secundaria (074)",258,117,141
"Superior no univ. incompleta (075)",12,5,7
"Superior no univ. completa (076)",12,1,11
"Superior univ. incompleta (077)",8,2,6
"Superior univ. completa (078)",6,2,4
"Mujeres (080)",91,61,30
"Sin nivel (081)",4,1,3
"Primaria (083)",23,15,8
"Secundaria (084)",45,28,17
"Superior no univ. incompleta (085)",4,4,
"Superior no univ. completa (086)",12,10,2
"Superior univ. incompleta (087)",1,1,
"Superior univ. completa (088)",2,2,
