"CUADRO Nº 10: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia BAGUA (000)",24239,20587,1548,933,1171
"Hombres (001)",17619,15116,1212,576,715
"Mujeres (002)",6620,5471,336,357,456
"De 06 a 14 años (003)",710,647,49,14,
"Hombres (004)",494,442,42,10,
"Mujeres (005)",216,205,7,4,
"De 15 a 29 años (006)",8593,7511,527,242,313
"Hombres (007)",6132,5398,416,155,163
"Mujeres (008)",2461,2113,111,87,150
"De 30 a 44 años (009)",8470,6839,611,460,560
"Hombres (010)",5976,4938,442,267,329
"Mujeres (011)",2494,1901,169,193,231
"De 45 a 64 años (012)",5228,4438,300,205,285
"Hombres (013)",3961,3362,255,132,212
"Mujeres (014)",1267,1076,45,73,73
"De 65 y más años (015)",1238,1152,61,12,13
"Hombres (016)",1056,976,57,12,11
"Mujeres (017)",182,176,4,,2
,,,,,
"URBANA (018)",12143,9223,1038,852,1030
"Hombres (019)",8248,6343,765,513,627
"Mujeres (020)",3895,2880,273,339,403
"De 06 a 14 años (021)",313,275,31,7,
"Hombres (022)",228,195,27,6,
"Mujeres (023)",85,80,4,1,
"De 15 a 29 años (024)",3799,2986,349,204,260
"Hombres (025)",2530,2012,260,125,133
"Mujeres (026)",1269,974,89,79,127
"De 30 a 44 años (027)",4558,3202,426,433,497
"Hombres (028)",2935,2114,283,246,292
"Mujeres (029)",1623,1088,143,187,205
"De 45 a 64 años (030)",2876,2225,192,197,262
"Hombres (031)",2056,1581,157,125,193
"Mujeres (032)",820,644,35,72,69
"De 65 y más años (033)",597,535,40,11,11
"Hombres (034)",499,441,38,11,9
"Mujeres (035)",98,94,2,,2
,,,,,
"RURAL (036)",12096,11364,510,81,141
"Hombres (037)",9371,8773,447,63,88
"Mujeres (038)",2725,2591,63,18,53
"De 06 a 14 años (039)",397,372,18,7,
"Hombres (040)",266,247,15,4,
"Mujeres (041)",131,125,3,3,
"De 15 a 29 años (042)",4794,4525,178,38,53
"Hombres (043)",3602,3386,156,30,30
"Mujeres (044)",1192,1139,22,8,23
"De 30 a 44 años (045)",3912,3637,185,27,63
"Hombres (046)",3041,2824,159,21,37
"Mujeres (047)",871,813,26,6,26
"De 45 a 64 años (048)",2352,2213,108,8,23
"Hombres (049)",1905,1781,98,7,19
"Mujeres (050)",447,432,10,1,4
"De 65 y más años (051)",641,617,21,1,2
"Hombres (052)",557,535,19,1,2
"Mujeres (053)",84,82,2,,
