"CUADRO Nº 19: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HABITACIONES DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HABITACIONES DE LA VIVIENDA",,,,,,,
,,1,2,3,4,5,6,7,"8 Y MÁS"
,,,,,,,,,
"Provincia POMABAMBA",,,,,,,,,
"Viviendas particulares (001)",6425,1116,1982,957,1119,349,434,120,348
"Ocupantes presentes (002)",27783,4065,8382,4209,5136,1610,2063,547,1771
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",6363,1090,1955,955,1114,348,433,120,348
"Ocupantes presentes (005)",27512,3957,8268,4202,5108,1608,2051,547,1771
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",15,3,7,1,2,1,1,,
"Ocupantes presentes (011)",66,14,23,3,12,2,12,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",12,7,5,,,,,,
"Ocupantes presentes (014)",46,27,19,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",33,16,13,1,3,,,,
"Ocupantes presentes (017)",148,67,61,4,16,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",2,,2,,,,,,
"Ocupantes presentes (023)",11,,11,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",1419,136,236,166,279,127,162,70,243
"Ocupantes presentes (029)",5971,463,898,631,1151,542,757,329,1200
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",1390,126,222,165,277,126,161,70,243
"Ocupantes presentes (032)",5848,422,845,628,1139,540,745,329,1200
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",15,3,7,1,2,1,1,,
"Ocupantes presentes (038)",66,14,23,3,12,2,12,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",12,7,5,,,,,,
"Ocupantes presentes (041)",46,27,19,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",2,,2,,,,,,
"Ocupantes presentes (050)",11,,11,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",5006,980,1746,791,840,222,272,50,105
"Ocupantes presentes (056)",21812,3602,7484,3578,3985,1068,1306,218,571
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",4973,964,1733,790,837,222,272,50,105
"Ocupantes presentes (059)",21664,3535,7423,3574,3969,1068,1306,218,571
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",33,16,13,1,3,,,,
"Ocupantes presentes (071)",148,67,61,4,16,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
