"CUADRO Nº 20: TOTAL DE VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR RÉGIMEN DE TENENCIA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"RÉGIMEN DE TENENCIA",,,,,
,,ALQUILADA,"PROPIA POR INVASIÓN","PROPIA PAGÁNDOLA A PLAZOS","PROPIA TOTALMENTE PAGADA","CEDIDA POR EL CENTRO DE TRABAJO/OTRO HOGAR /INSTITUCIÓN","OTRA FORMA"
,,,,,,,
"Provincia HUAURA",,,,,,,
"Viviendas particulares (001)",46882,6417,3961,1384,28083,3899,3138
"Ocupantes presentes (002)",194738,23366,15243,5844,122996,14758,12531
"Casa independiente",,,,,,,
"Viviendas particulares (004)",42731,4706,3676,1229,26604,3648,2868
"Ocupantes presentes (005)",179767,17869,14234,5239,117090,13912,11423
"Departamento en edificio",,,,,,,
"Viviendas particulares (007)",1102,661,,27,333,37,44
"Ocupantes presentes (008)",3742,2037,,95,1304,119,187
"Vivienda en quinta",,,,,,,
"Viviendas particulares (010)",1038,474,,29,451,24,60
"Ocupantes presentes (011)",3876,1555,,122,1830,88,281
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",750,379,,11,251,42,67
"Ocupantes presentes (014)",2869,1224,,51,1071,204,319
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",494,42,84,4,203,98,63
"Ocupantes presentes (017)",1611,156,313,15,661,278,188
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",675,123,201,84,217,19,31
"Ocupantes presentes (020)",2605,437,696,322,969,67,114
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",88,32,,,21,31,4
"Ocupantes presentes (023)",262,88,,,66,90,18
"Otro tipo",,,,,,,
"Viviendas particulares (025)",4,,,,3,,1
"Ocupantes presentes (026)",6,,,,5,,1
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",39726,6027,3390,1317,24528,2076,2388
"Ocupantes presentes (029)",168150,21964,13193,5590,109314,8260,9829
"Casa independiente",,,,,,,
"Viviendas particulares (031)",36081,4361,3189,1166,23254,1930,2181
"Ocupantes presentes (032)",154831,16637,12497,5000,104075,7713,8909
"Departamento en edificio",,,,,,,
"Viviendas particulares (034)",1102,661,,27,333,37,44
"Ocupantes presentes (035)",3742,2037,,95,1304,119,187
"Vivienda en quinta",,,,,,,
"Viviendas particulares (037)",1038,474,,29,451,24,60
"Ocupantes presentes (038)",3876,1555,,122,1830,88,281
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",750,379,,11,251,42,67
"Ocupantes presentes (041)",2869,1224,,51,1071,204,319
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",675,123,201,84,217,19,31
"Ocupantes presentes (047)",2605,437,696,322,969,67,114
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",76,29,,,19,24,4
"Ocupantes presentes (050)",221,74,,,60,69,18
"Otro tipo",,,,,,,
"Viviendas particulares (052)",4,,,,3,,1
"Ocupantes presentes (053)",6,,,,5,,1
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",7156,390,571,67,3555,1823,750
"Ocupantes presentes (056)",26588,1402,2050,254,13682,6498,2702
"Casa independiente",,,,,,,
"Viviendas particulares (058)",6650,345,487,63,3350,1718,687
"Ocupantes presentes (059)",24936,1232,1737,239,13015,6199,2514
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",494,42,84,4,203,98,63
"Ocupantes presentes (071)",1611,156,313,15,661,278,188
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",12,3,,,2,7,
"Ocupantes presentes (077)",41,14,,,6,21,
"Otro tipo",,,,,,,
