"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia CASTILLA (000)",16479,10234,2059,1820,2366
"Empleado (001)",2293,661,222,425,985
"Obrero (002)",6868,2820,1351,1324,1373
"Trabajador independiente (003)",5364,5024,340,,
"Empleador o patrono (004)",361,291,33,33,4
"Trabajador familiar no remunerado (005)",1373,1218,113,38,4
"Trabajador del hogar (006)",220,220,,,
"De 06 a 14 años (008)",238,200,24,13,1
"Empleado (009)",9,6,1,2,
"Obrero (010)",56,40,8,7,1
"Trabajador independiente (011)",26,24,2,,
"Trabajador familiar no remunerado (013)",128,111,13,4,
"Trabajador del hogar (014)",19,19,,,
"De 15 a 29 años (016)",4681,2667,663,674,677
"Empleado (017)",638,266,64,86,222
"Obrero (018)",2424,910,488,574,452
"Trabajador independiente (019)",994,925,69,,
"Empleador o patrono (020)",42,34,2,4,2
"Trabajador familiar no remunerado (021)",457,406,40,10,1
"Trabajador del hogar (022)",126,126,,,
"De 30 a 44 años (024)",6007,3274,804,716,1213
"Empleado (025)",1105,256,112,219,518
"Obrero (026)",2645,953,525,474,693
"Trabajador independiente (027)",1778,1649,129,,
"Empleador o patrono (028)",95,80,5,10,
"Trabajador familiar no remunerado (029)",339,291,33,13,2
"Trabajador del hogar (030)",45,45,,,
"De 45 a 64 años (032)",4265,2948,486,377,454
"Empleado (033)",500,111,43,112,234
"Obrero (034)",1502,743,292,248,219
"Trabajador independiente (035)",1786,1676,110,,
"Empleador o patrono (036)",156,121,23,11,1
"Trabajador familiar no remunerado (037)",299,275,18,6,
"Trabajador del hogar (038)",22,22,,,
"De 65 y más años (040)",1288,1145,82,40,21
"Empleado (041)",41,22,2,6,11
"Obrero (042)",241,174,38,21,8
"Trabajador independiente (043)",780,750,30,,
"Empleador o patrono (044)",68,56,3,8,1
"Trabajador familiar no remunerado (045)",150,135,9,5,1
"Trabajador del hogar (046)",8,8,,,
,,,,,
"URBANA (048)",9468,5695,1125,1137,1511
"Empleado (049)",1781,525,179,366,711
"Obrero (050)",3477,1300,652,730,795
"Trabajador independiente (051)",3179,2981,198,,
"Empleador o patrono (052)",186,145,22,16,3
"Trabajador familiar no remunerado (053)",691,590,74,25,2
"Trabajador del hogar (054)",154,154,,,
