"CUADRO Nº 1: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia CONTRALMIRANTE VILLAR (000)",14722,3018,4596,3485,2582,1041
"Hombres (001)",7803,1577,2381,1839,1448,558
"Mujeres (002)",6919,1441,2215,1646,1134,483
"PEA (003)",6452,87,2206,2276,1586,297
"Hombres (004)",4917,64,1704,1657,1244,248
"Mujeres (005)",1535,23,502,619,342,49
"Ocupada (006)",6115,82,2059,2161,1525,288
"Hombres (007)",4648,61,1590,1566,1191,240
"Mujeres (008)",1467,21,469,595,334,48
"Desocupada (009)",337,5,147,115,61,9
"Hombres (010)",269,3,114,91,53,8
"Mujeres (011)",68,2,33,24,8,1
"No PEA (012)",8270,2931,2390,1209,996,744
"Hombres (013)",2886,1513,677,182,204,310
"Mujeres (014)",5384,1418,1713,1027,792,434
,,,,,,
"URBANA (018)",11465,2414,3732,2692,1957,670
"Hombres (019)",6015,1254,1913,1404,1100,344
"Mujeres (020)",5450,1160,1819,1288,857,326
"PEA (021)",5097,83,1823,1798,1228,165
"Hombres (022)",3762,60,1379,1263,932,128
"Mujeres (023)",1335,23,444,535,296,37
"Ocupada (024)",4857,80,1715,1715,1185,162
"Hombres (025)",3586,59,1300,1204,897,126
"Mujeres (026)",1271,21,415,511,288,36
"Desocupada (027)",240,3,108,83,43,3
"Hombres (028)",176,1,79,59,35,2
"Mujeres (029)",64,2,29,24,8,1
"No PEA (030)",6368,2331,1909,894,729,505
"Hombres (031)",2253,1194,534,141,168,216
"Mujeres (032)",4115,1137,1375,753,561,289
,,,,,,
"RURAL (036)",3257,604,864,793,625,371
"Hombres (037)",1788,323,468,435,348,214
"Mujeres (038)",1469,281,396,358,277,157
"PEA (039)",1355,4,383,478,358,132
"Hombres (040)",1155,4,325,394,312,120
"Mujeres (041)",200,,58,84,46,12
"Ocupada (042)",1258,2,344,446,340,126
"Hombres (043)",1062,2,290,362,294,114
"Mujeres (044)",196,,54,84,46,12
"Desocupada (045)",97,2,39,32,18,6
"Hombres (046)",93,2,35,32,18,6
"Mujeres (047)",4,,4,,,
"No PEA (048)",1902,600,481,315,267,239
"Hombres (049)",633,319,143,41,36,94
"Mujeres (050)",1269,281,338,274,231,145
