"CUADRO Nº 2: POBLACIÓN TOTAL, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia LA MAR (000)",84177,1822,32552,20603,15039,9894,4267
"Hombres (001)",43439,953,16790,11009,7777,4910,2000
"Mujeres (002)",40738,869,15762,9594,7262,4984,2267
"Viviendas particulares (003)",83157,1816,32477,20145,14672,9788,4259
"Hombres (004)",42633,950,16747,10654,7461,4826,1995
"Mujeres (005)",40524,866,15730,9491,7211,4962,2264
"Viviendas colectivas (006)",457,6,62,179,161,48,1
"Hombres (007)",380,3,33,157,145,42,
"Mujeres (008)",77,3,29,22,16,6,1
"Otro tipo (009)",563,,13,279,206,58,7
"Hombres (010)",426,,10,198,171,42,5
"Mujeres (011)",137,,3,81,35,16,2
,,,,,,,
"URBANA (012)",34385,670,12638,9128,6660,3941,1348
"Hombres (013)",17597,349,6463,4744,3421,2013,607
"Mujeres (014)",16788,321,6175,4384,3239,1928,741
"Viviendas particulares (015)",33800,664,12569,8924,6433,3870,1340
"Hombres (016)",17185,346,6425,4606,3242,1964,602
"Mujeres (017)",16615,318,6144,4318,3191,1906,738
"Viviendas colectivas (018)",223,6,62,58,78,18,1
"Hombres (019)",148,3,33,37,63,12,
"Mujeres (020)",75,3,29,21,15,6,1
"Otro tipo (021)",362,,7,146,149,53,7
"Hombres (022)",264,,5,101,116,37,5
"Mujeres (023)",98,,2,45,33,16,2
,,,,,,,
"RURAL (024)",49792,1152,19914,11475,8379,5953,2919
"Hombres (025)",25842,604,10327,6265,4356,2897,1393
"Mujeres (026)",23950,548,9587,5210,4023,3056,1526
"Viviendas particulares (027)",49357,1152,19908,11221,8239,5918,2919
"Hombres (028)",25448,604,10322,6048,4219,2862,1393
"Mujeres (029)",23909,548,9586,5173,4020,3056,1526
"Viviendas colectivas (030)",234,,,121,83,30,
"Hombres (031)",232,,,120,82,30,
"Mujeres (032)",2,,,1,1,,
"Otro tipo (033)",201,,6,133,57,5,
"Hombres (034)",162,,5,97,55,5,
"Mujeres (035)",39,,1,36,2,,
