"CUADRO Nº 1: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HOGARES, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HOGARES",,,,
,,1,2,3,4,"5 Y MÁS"
,,,,,,
"Provincia LAMBAYEQUE",,,,,,
"Viviendas particulares (001)",54766,53513,1041,183,25,4
"Ocupantes presentes (002)",258671,247241,8749,2216,394,71
"Casa independiente",,,,,,
"Viviendas particulares (004)",51815,50621,1001,168,22,3
"Ocupantes presentes (005)",246863,235949,8455,2055,350,54
"Departamento en edificio",,,,,,
"Viviendas particulares (007)",272,259,9,4,,
"Ocupantes presentes (008)",929,826,65,38,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (010)",280,263,9,6,1,1
"Ocupantes presentes (011)",1007,844,61,72,13,17
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (013)",132,124,4,3,1,
"Ocupantes presentes (014)",449,380,27,28,14,
"Choza o cabaña",,,,,,
"Viviendas particulares (016)",1672,1653,17,2,,
"Ocupantes presentes (017)",7670,7515,132,23,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (019)",537,535,1,,1,
"Ocupantes presentes (020)",1572,1546,9,,17,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (022)",50,50,,,,
"Ocupantes presentes (023)",164,164,,,,
"Otro tipo",,,,,,
"Viviendas particulares (025)",8,8,,,,
"Ocupantes presentes (026)",17,17,,,,
,,,,,,
URBANA,,,,,,
"Viviendas particulares (028)",27896,26907,818,148,21,2
"Ocupantes presentes (029)",124818,116048,6650,1764,320,36
"Casa independiente",,,,,,
"Viviendas particulares (031)",26634,25685,795,135,18,1
"Ocupantes presentes (032)",120734,112325,6488,1626,276,19
"Departamento en edificio",,,,,,
"Viviendas particulares (034)",272,259,9,4,,
"Ocupantes presentes (035)",929,826,65,38,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (037)",280,263,9,6,1,1
"Ocupantes presentes (038)",1007,844,61,72,13,17
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (040)",132,124,4,3,1,
"Ocupantes presentes (041)",449,380,27,28,14,
"Choza o cabaña",,,,,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (046)",537,535,1,,1,
"Ocupantes presentes (047)",1572,1546,9,,17,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (049)",36,36,,,,
"Ocupantes presentes (050)",115,115,,,,
"Otro tipo",,,,,,
"Viviendas particulares (052)",5,5,,,,
"Ocupantes presentes (053)",12,12,,,,
,,,,,,
RURAL,,,,,,
"Viviendas particulares (055)",26870,26606,223,35,4,2
"Ocupantes presentes (056)",133853,131193,2099,452,74,35
"Casa independiente",,,,,,
"Viviendas particulares (058)",25181,24936,206,33,4,2
"Ocupantes presentes (059)",126129,123624,1967,429,74,35
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Vivienda en casa de vecindad",,,,,,
"Choza o cabaña",,,,,,
"Viviendas particulares (070)",1672,1653,17,2,,
"Ocupantes presentes (071)",7670,7515,132,23,,
"Vivienda improvisada",,,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (076)",14,14,,,,
"Ocupantes presentes (077)",49,49,,,,
"Otro tipo",,,,,,
"Viviendas particulares (079)",3,3,,,,
"Ocupantes presentes (080)",5,5,,,,
