"CUADRO Nº 1: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 14 AÑOS","15 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia ACOBAMBA (000)",59747,3416,18627,12451,7980,6466,4451,3002,3354
"Quechua (001)",51338,2653,15208,10543,6910,5831,4123,2847,3223
"Aymara (002)",49,3,10,6,7,8,10,2,3
"Ashaninca (003)",11,,7,1,1,2,,,
"Otra lengua nativa (004)",10,1,1,3,1,1,1,,2
"Castellano (005)",8261,757,3391,1890,1050,610,311,139,113
"Es sordomudo/a (007)",78,2,10,8,11,14,6,14,13
"Hombres (009)",29333,1768,9405,6142,3864,3166,2121,1398,1469
"Quechua (010)",25077,1380,7711,5189,3344,2802,1945,1314,1392
"Aymara (011)",21,3,5,1,2,4,4,1,1
"Ashaninca (012)",6,,4,1,,1,,,
"Otra lengua nativa (013)",6,1,,2,,1,1,,1
"Castellano (014)",4184,383,1680,946,513,351,167,78,66
"Es sordomudo/a (016)",39,1,5,3,5,7,4,5,9
"Mujeres (018)",30414,1648,9222,6309,4116,3300,2330,1604,1885
"Quechua (019)",26261,1273,7497,5354,3566,3029,2178,1533,1831
"Aymara (020)",28,,5,5,5,4,6,1,2
"Ashaninca (021)",5,,3,,1,1,,,
"Otra lengua nativa (022)",4,,1,1,1,,,,1
"Castellano (023)",4077,374,1711,944,537,259,144,61,47
"Es sordomudo/a (025)",39,1,5,5,6,7,2,9,4
,,,,,,,,,
"URBANA (027)",18232,919,5127,3743,2698,2334,1483,941,987
"Quechua (028)",11521,373,2467,2203,1806,1773,1188,819,892
"Aymara (029)",24,1,2,4,4,5,6,,2
"Ashaninca (030)",2,,2,,,,,,
"Otra lengua nativa (031)",1,,,,,1,,,
"Castellano (032)",6673,545,2653,1535,888,553,289,118,92
"Es sordomudo/a (034)",11,,3,1,,2,,4,1
"Hombres (036)",8902,477,2550,1837,1294,1166,719,435,424
"Quechua (037)",5528,204,1244,1068,865,847,564,366,370
"Aymara (038)",12,1,1,1,2,4,2,,1
"Ashaninca (039)",2,,2,,,,,,
"Otra lengua nativa (040)",1,,,,,1,,,
"Castellano (041)",3355,272,1302,767,427,313,153,68,53
"Es sordomudo/a (043)",4,,1,1,,1,,1,
"Mujeres (045)",9330,442,2577,1906,1404,1168,764,506,563
"Quechua (046)",5993,169,1223,1135,941,926,624,453,522
"Aymara (047)",12,,1,3,2,1,4,,1
"Castellano (050)",3318,273,1351,768,461,240,136,50,39
"Es sordomudo/a (052)",7,,2,,,1,,3,1
,,,,,,,,,
"RURAL (054)",41515,2497,13500,8708,5282,4132,2968,2061,2367
"Quechua (055)",39817,2280,12741,8340,5104,4058,2935,2028,2331
"Aymara (056)",25,2,8,2,3,3,4,2,1
"Ashaninca (057)",9,,5,1,1,2,,,
"Otra lengua nativa (058)",9,1,1,3,1,,1,,2
"Castellano (059)",1588,212,738,355,162,57,22,21,21
"Es sordomudo/a (061)",67,2,7,7,11,12,6,10,12
"Hombres (063)",20431,1291,6855,4305,2570,2000,1402,963,1045
"Quechua (064)",19549,1176,6467,4121,2479,1955,1381,948,1022
"Aymara (065)",9,2,4,,,,2,1,
"Ashaninca (066)",4,,2,1,,1,,,
"Otra lengua nativa (067)",5,1,,2,,,1,,1
"Castellano (068)",829,111,378,179,86,38,14,10,13
"Es sordomudo/a (070)",35,1,4,2,5,6,4,4,9
"Mujeres (072)",21084,1206,6645,4403,2712,2132,1566,1098,1322
"Quechua (073)",20268,1104,6274,4219,2625,2103,1554,1080,1309
"Aymara (074)",16,,4,2,3,3,2,1,1
"Ashaninca (075)",5,,3,,1,1,,,
"Otra lengua nativa (076)",4,,1,1,1,,,,1
"Castellano (077)",759,101,360,176,76,19,8,11,8
"Es sordomudo/a (079)",32,1,3,5,6,6,2,6,3
