"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia PUNO (000)",217799,26690,5215,64409,67636,8018,11882,12983,20966
"Quechua (001)",60261,10820,824,22833,19395,1386,1548,1329,2126
"Aymara (002)",57716,8341,607,20921,20086,1644,2502,1196,2419
"Ashaninca (003)",119,20,4,41,32,7,3,5,7
"Otra lengua nativa (004)",37,3,1,10,12,1,2,6,2
"Castellano (005)",98875,7386,3773,20579,28051,4951,7762,10367,16006
"Idioma extranjero (006)",625,1,1,2,47,26,64,80,404
"Es sordomudo/a (007)",166,119,5,23,13,3,1,,2
"Hombres (009)",107174,8726,2627,30131,36421,4160,6002,7488,11619
"Quechua (010)",28826,2822,415,10214,11222,833,972,884,1464
"Aymara (011)",28387,2163,299,9648,11063,1003,1651,815,1745
"Ashaninca (012)",66,9,3,24,18,4,1,3,4
"Otra lengua nativa (013)",18,2,,6,4,1,1,4,
"Castellano (014)",49464,3665,1905,10225,14076,2311,3350,5743,8189
"Idioma extranjero (015)",322,,1,2,30,7,27,39,216
"Es sordomudo/a (016)",91,65,4,12,8,1,,,1
"Mujeres (018)",110625,17964,2588,34278,31215,3858,5880,5495,9347
"Quechua (019)",31435,7998,409,12619,8173,553,576,445,662
"Aymara (020)",29329,6178,308,11273,9023,641,851,381,674
"Ashaninca (021)",53,11,1,17,14,3,2,2,3
"Otra lengua nativa (022)",19,1,1,4,8,,1,2,2
"Castellano (023)",49411,3721,1868,10354,13975,2640,4412,4624,7817
"Idioma extranjero (024)",303,1,,,17,19,37,41,188
"Es sordomudo/a (025)",75,54,1,11,5,2,1,,1
,,,,,,,,,
"URBANA (027)",129971,9764,3353,28524,39413,6440,10448,12088,19941
"Quechua (028)",22992,2638,130,7083,8045,911,1272,1059,1854
"Aymara (029)",18132,1372,82,4521,6760,889,1621,848,2039
"Ashaninca (030)",52,9,1,14,10,4,3,4,7
"Otra lengua nativa (031)",30,2,1,7,9,1,2,6,2
"Castellano (032)",88183,5699,3135,16882,24533,4611,7496,10138,15689
"Idioma extranjero (033)",505,1,1,2,46,21,53,33,348
"Es sordomudo/a (034)",77,43,3,15,10,3,1,,2
"Hombres (036)",63651,3528,1682,12631,19912,3130,4972,6873,10923
"Quechua (037)",10765,427,63,2688,4346,511,783,697,1250
"Aymara (038)",8782,292,34,1604,3383,491,976,562,1440
"Ashaninca (039)",27,4,,8,6,2,1,2,4
"Otra lengua nativa (040)",16,1,,5,4,1,1,4,
"Castellano (041)",43762,2782,1581,8316,12137,2118,3191,5597,8040
"Idioma extranjero (042)",257,,1,2,29,6,20,11,188
"Es sordomudo/a (043)",42,22,3,8,7,1,,,1
"Mujeres (045)",66320,6236,1671,15893,19501,3310,5476,5215,9018
"Quechua (046)",12227,2211,67,4395,3699,400,489,362,604
"Aymara (047)",9350,1080,48,2917,3377,398,645,286,599
"Ashaninca (048)",25,5,1,6,4,2,2,2,3
"Otra lengua nativa (049)",14,1,1,2,5,,1,2,2
"Castellano (050)",44421,2917,1554,8566,12396,2493,4305,4541,7649
"Idioma extranjero (051)",248,1,,,17,15,33,22,160
"Es sordomudo/a (052)",35,21,,7,3,2,1,,1
,,,,,,,,,
"RURAL (054)",87828,16926,1862,35885,28223,1578,1434,895,1025
"Quechua (055)",37269,8182,694,15750,11350,475,276,270,272
"Aymara (056)",39584,6969,525,16400,13326,755,881,348,380
"Ashaninca (057)",67,11,3,27,22,3,,1,
"Otra lengua nativa (058)",7,1,,3,3,,,,
"Castellano (059)",10692,1687,638,3697,3518,340,266,229,317
"Idioma extranjero (060)",120,,,,1,5,11,47,56
"Es sordomudo/a (061)",89,76,2,8,3,,,,
"Hombres (063)",43523,5198,945,17500,16509,1030,1030,615,696
"Quechua (064)",18061,2395,352,7526,6876,322,189,187,214
"Aymara (065)",19605,1871,265,8044,7680,512,675,253,305
"Ashaninca (066)",39,5,3,16,12,2,,1,
"Otra lengua nativa (067)",2,1,,1,,,,,
"Castellano (068)",5702,883,324,1909,1939,193,159,146,149
"Idioma extranjero (069)",65,,,,1,1,7,28,28
"Es sordomudo/a (070)",49,43,1,4,1,,,,
"Mujeres (072)",44305,11728,917,18385,11714,548,404,280,329
"Quechua (073)",19208,5787,342,8224,4474,153,87,83,58
"Aymara (074)",19979,5098,260,8356,5646,243,206,95,75
"Ashaninca (075)",28,6,,11,10,1,,,
"Otra lengua nativa (076)",5,,,2,3,,,,
"Castellano (077)",4990,804,314,1788,1579,147,107,83,168
"Idioma extranjero (078)",55,,,,,4,4,19,28
"Es sordomudo/a (079)",40,33,1,4,2,,,,
