"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia SANTA CRUZ (000)",41392,6975,1212,19750,10652,695,1127,300,681
"Quechua (001)",11,,1,7,3,,,,
"Aymara (002)",6,2,,1,1,2,,,
"Ashaninca (003)",2,,,2,,,,,
"Otra lengua nativa (004)",3,,,2,1,,,,
"Castellano (005)",41229,6856,1210,19722,10641,693,1127,300,680
"Es sordomudo/a (007)",141,117,1,16,6,,,,1
"Hombres (009)",20758,2445,620,9951,6221,371,595,171,384
"Quechua (010)",5,,,4,1,,,,
"Aymara (011)",2,,,1,1,,,,
"Ashaninca (012)",1,,,1,,,,,
"Castellano (014)",20672,2384,619,9934,6214,371,595,171,384
"Es sordomudo/a (016)",78,61,1,11,5,,,,
"Mujeres (018)",20634,4530,592,9799,4431,324,532,129,297
"Quechua (019)",6,,1,3,2,,,,
"Aymara (020)",4,2,,,,2,,,
"Ashaninca (021)",1,,,1,,,,,
"Otra lengua nativa (022)",3,,,2,1,,,,
"Castellano (023)",20557,4472,591,9788,4427,322,532,129,296
"Es sordomudo/a (025)",63,56,,5,1,,,,1
,,,,,,,,,
"URBANA (027)",8728,820,268,2981,2728,420,777,210,524
"Quechua (028)",2,,,1,1,,,,
"Aymara (029)",4,1,,,1,2,,,
"Castellano (032)",8697,803,268,2974,2724,418,777,210,523
"Es sordomudo/a (034)",25,16,,6,2,,,,1
"Hombres (036)",4323,306,135,1385,1484,213,397,115,288
"Quechua (037)",1,,,1,,,,,
"Aymara (038)",1,,,,1,,,,
"Castellano (041)",4306,298,135,1379,1481,213,397,115,288
"Es sordomudo/a (043)",15,8,,5,2,,,,
"Mujeres (045)",4405,514,133,1596,1244,207,380,95,236
"Quechua (046)",1,,,,1,,,,
"Aymara (047)",3,1,,,,2,,,
"Castellano (050)",4391,505,133,1595,1243,205,380,95,235
"Es sordomudo/a (052)",10,8,,1,,,,,1
,,,,,,,,,
"RURAL (054)",32664,6155,944,16769,7924,275,350,90,157
"Quechua (055)",9,,1,6,2,,,,
"Aymara (056)",2,1,,1,,,,,
"Ashaninca (057)",2,,,2,,,,,
"Otra lengua nativa (058)",3,,,2,1,,,,
"Castellano (059)",32532,6053,942,16748,7917,275,350,90,157
"Es sordomudo/a (061)",116,101,1,10,4,,,,
"Hombres (063)",16435,2139,485,8566,4737,158,198,56,96
"Quechua (064)",4,,,3,1,,,,
"Aymara (065)",1,,,1,,,,,
"Ashaninca (066)",1,,,1,,,,,
"Castellano (068)",16366,2086,484,8555,4733,158,198,56,96
"Es sordomudo/a (070)",63,53,1,6,3,,,,
"Mujeres (072)",16229,4016,459,8203,3187,117,152,34,61
"Quechua (073)",5,,1,3,1,,,,
"Aymara (074)",1,1,,,,,,,
"Ashaninca (075)",1,,,1,,,,,
"Otra lengua nativa (076)",3,,,2,1,,,,
"Castellano (077)",16166,3967,458,8193,3184,117,152,34,61
"Es sordomudo/a (079)",53,48,,4,1,,,,
