"CUADRO Nº 29: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia TARATA (000)",3976,538,579,1982,40,812,25
"Sin nivel (001)",259,,38,161,1,59,
"Educación inicial (002)",3,1,,2,,,
"Primaria (003)",1385,22,164,813,7,370,9
"Secundaria (004)",1379,110,288,661,20,289,11
"Superior no univ. incompleta (005)",201,45,37,93,2,24,
"Superior no univ. completa (006)",350,145,28,129,8,37,3
"Superior univ. incompleta (007)",113,46,8,49,1,8,1
"Superior univ. completa (008)",286,169,16,74,1,25,1
"Hombres (010)",2285,311,435,1231,31,274,3
"Sin nivel (011)",63,,18,39,1,5,
"Educación inicial (012)",2,,,2,,,
"Primaria (013)",687,15,103,474,5,90,
"Secundaria (014)",924,66,240,466,16,133,3
"Superior no univ. incompleta (015)",146,27,32,74,1,12,
"Superior no univ. completa (016)",212,77,23,89,6,17,
"Superior univ. incompleta (017)",78,30,8,35,1,4,
"Superior univ. completa (018)",173,96,11,52,1,13,
"Mujeres (020)",1691,227,144,751,9,538,22
"Sin nivel (021)",196,,20,122,,54,
"Educación inicial (022)",1,1,,,,,
"Primaria (023)",698,7,61,339,2,280,9
"Secundaria (024)",455,44,48,195,4,156,8
"Superior no univ. incompleta (025)",55,18,5,19,1,12,
"Superior no univ. completa (026)",138,68,5,40,2,20,3
"Superior univ. incompleta (027)",35,16,,14,,4,1
"Superior univ. completa (028)",113,73,5,22,,12,1
,,,,,,,
"URBANA (030)",2983,446,477,1459,39,539,23
"Sin nivel (031)",169,,34,99,1,35,
"Educación inicial (032)",3,1,,2,,,
"Primaria (033)",932,19,127,552,7,219,8
"Secundaria (034)",1062,88,236,496,20,212,10
"Superior no univ. incompleta (035)",180,41,33,85,2,19,
"Superior no univ. completa (036)",289,115,24,114,8,25,3
"Superior univ. incompleta (037)",98,41,7,42,,7,1
"Superior univ. completa (038)",250,141,16,69,1,22,1
"Hombres (040)",1700,257,345,888,30,177,3
"Sin nivel (041)",44,,16,22,1,5,
"Educación inicial (042)",2,,,2,,,
"Primaria (043)",437,13,75,301,5,43,
"Secundaria (044)",694,56,189,336,16,94,3
"Superior no univ. incompleta (045)",130,23,28,67,1,11,
"Superior no univ. completa (046)",177,61,19,82,6,9,
"Superior univ. incompleta (047)",68,27,7,30,,4,
"Superior univ. completa (048)",148,77,11,48,1,11,
"Mujeres (050)",1283,189,132,571,9,362,20
"Sin nivel (051)",125,,18,77,,30,
"Educación inicial (052)",1,1,,,,,
"Primaria (053)",495,6,52,251,2,176,8
"Secundaria (054)",368,32,47,160,4,118,7
"Superior no univ. incompleta (055)",50,18,5,18,1,8,
"Superior no univ. completa (056)",112,54,5,32,2,16,3
"Superior univ. incompleta (057)",30,14,,12,,3,1
"Superior univ. completa (058)",102,64,5,21,,11,1
,,,,,,,
"RURAL (060)",993,92,102,523,1,273,2
"Sin nivel (061)",90,,4,62,,24,
"Primaria (063)",453,3,37,261,,151,1
"Secundaria (064)",317,22,52,165,,77,1
"Superior no univ. incompleta (065)",21,4,4,8,,5,
"Superior no univ. completa (066)",61,30,4,15,,12,
"Superior univ. incompleta (067)",15,5,1,7,1,1,
"Superior univ. completa (068)",36,28,,5,,3,
"Hombres (070)",585,54,90,343,1,97,
"Sin nivel (071)",19,,2,17,,,
"Primaria (073)",250,2,28,173,,47,
"Secundaria (074)",230,10,51,130,,39,
"Superior no univ. incompleta (075)",16,4,4,7,,1,
"Superior no univ. completa (076)",35,16,4,7,,8,
"Superior univ. incompleta (077)",10,3,1,5,1,,
"Superior univ. completa (078)",25,19,,4,,2,
"Mujeres (080)",408,38,12,180,,176,2
"Sin nivel (081)",71,,2,45,,24,
"Primaria (083)",203,1,9,88,,104,1
"Secundaria (084)",87,12,1,35,,38,1
"Superior no univ. incompleta (085)",5,,,1,,4,
"Superior no univ. completa (086)",26,14,,8,,4,
"Superior univ. incompleta (087)",5,2,,2,,1,
"Superior univ. completa (088)",11,9,,1,,1,
