"CUADRO Nº 1: POBLACIÓN TOTAL, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia HUARMEY (000)",27820,3552,5926,819,17567
"Menos de 1 año (001)",450,149,100,9,192
"De 1 a 14 años (002)",8021,2090,1649,180,4109
"De 15 a 29 años (003)",7116,702,1110,172,5135
"De 30 a 44 años (004)",5884,341,1481,227,3854
"De 45 a 64 años (005)",4181,166,1043,150,2835
"De 65 y mas años (006)",2168,104,543,81,1442
"Hombres (008)",14476,1743,3179,475,9110
"Menos de 1 año (009)",224,73,58,6,87
"De 1 a 14 años (010)",4178,1091,848,89,2153
"De 15 a 29 años (011)",3701,290,609,100,2703
"De 30 a 44 años (012)",3026,137,789,142,1971
"De 45 a 64 años (013)",2210,93,557,92,1480
"De 65 y mas años (014)",1137,59,318,46,716
"Mujeres (016)",13344,1809,2747,344,8457
"Menos de 1 año (017)",226,76,42,3,105
"De 1 a 14 años (018)",3843,999,801,91,1956
"De 15 a 29 años (019)",3415,412,501,72,2432
"De 30 a 44 años (020)",2858,204,692,85,1883
"De 45 a 64 años (021)",1971,73,486,58,1355
"De 65 y mas años (022)",1031,45,225,35,726
,,,,,
"URBANA (024)",21100,2648,5285,767,12443
"Menos de 1 año (025)",334,99,83,9,143
"De 1 a 14 años (026)",5971,1494,1461,173,2850
"De 15 a 29 años (027)",5326,559,969,158,3643
"De 30 a 44 años (028)",4626,288,1347,215,2795
"De 45 a 64 años (029)",3182,129,932,139,1994
"De 65 y mas años (030)",1661,79,493,73,1018
"Hombres (032)",10773,1275,2805,446,6277
"Menos de 1 año (033)",164,49,46,6,63
"De 1 a 14 años (034)",3067,769,752,85,1464
"De 15 a 29 años (035)",2709,226,524,92,1868
"De 30 a 44 años (036)",2336,119,711,136,1383
"De 45 a 64 años (037)",1637,73,489,85,1001
"De 65 y mas años (038)",860,39,283,42,498
"Mujeres (040)",10327,1373,2480,321,6166
"Menos de 1 año (041)",170,50,37,3,80
"De 1 a 14 años (042)",2904,725,709,88,1386
"De 15 a 29 años (043)",2617,333,445,66,1775
"De 30 a 44 años (044)",2290,169,636,79,1412
"De 45 a 64 años (045)",1545,56,443,54,993
"De 65 y mas años (046)",801,40,210,31,520
,,,,,
"RURAL (048)",6720,904,641,52,5124
"Menos de 1 año (049)",116,50,17,,49
"De 1 a 14 años (050)",2050,596,188,7,1259
"De 15 a 29 años (051)",1790,143,141,14,1492
"De 30 a 44 años (052)",1258,53,134,12,1059
"De 45 a 64 años (053)",999,37,111,11,841
"De 65 y mas años (054)",507,25,50,8,424
"Hombres (056)",3703,468,374,29,2833
"Menos de 1 año (057)",60,24,12,,24
"De 1 a 14 años (058)",1111,322,96,4,689
"De 15 a 29 años (059)",992,64,85,8,835
"De 30 a 44 años (060)",690,18,78,6,588
"De 45 a 64 años (061)",573,20,68,7,479
"De 65 y mas años (062)",277,20,35,4,218
"Mujeres (064)",3017,436,267,23,2291
"Menos de 1 año (065)",56,26,5,,25
"De 1 a 14 años (066)",939,274,92,3,570
"De 15 a 29 años (067)",798,79,56,6,657
"De 30 a 44 años (068)",568,35,56,6,471
"De 45 a 64 años (069)",426,17,43,4,362
"De 65 y mas años (070)",230,5,15,4,206
