"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON EL QUE APRENDIÓ A HABLAR",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON LA QUE APRENDIO A HABLAR",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia HUANUCO (000)",253902,85123,35650,6998,126636
"Quechua (001)",60281,31256,2346,494,26238
"Aymara (002)",177,65,30,19,78
"Asháninka (003)",73,29,8,23,31
"Otra lengua nativa (004)",62,20,9,9,33
"Castellano (005)",192886,53606,33228,6427,100035
"Idioma Extranjero (006)",54,,3,19,32
"Es Sordomudo/a (007)",369,147,26,7,189
"Hombres (009)",124713,40091,16871,3793,64244
"Quechua (010)",28760,14403,1178,238,12973
"Aymara (011)",92,29,16,12,44
"Asháninka (012)",35,14,3,11,14
"Otra lengua nativa (013)",28,10,3,4,15
"Castellano (014)",95591,25566,15656,3512,51091
"Idioma Extranjero (015)",34,,2,14,18
"Es Sordomudo/a (016)",173,69,13,2,89
"Mujeres (018)",129189,45032,18779,3205,62392
"Quechua (019)",31521,16853,1168,256,13265
"Aymara (020)",85,36,14,7,34
"Asháninka (021)",38,15,5,12,17
"Otra lengua nativa (022)",34,10,6,5,18
"Castellano (023)",97295,28040,17572,2915,48944
"Idioma Extranjero (024)",20,,1,5,14
"Es Sordomudo/a (025)",196,78,13,5,100
,,,,,
"URBANA (027)",154245,30953,33589,6279,83818
"Quechua (028)",15762,4927,1879,348,8629
"Aymara (029)",102,16,25,10,56
"Asháninka (030)",50,12,8,13,25
"Otra lengua nativa (031)",51,11,9,4,31
"Castellano (032)",138077,25942,31640,5881,74970
"Idioma Extranjero (033)",52,,3,19,30
"Es Sordomudo/a (034)",151,45,25,4,77
"Hombres (036)",74069,13889,15811,3424,41171
"Quechua (037)",6999,2107,942,171,3791
"Aymara (038)",56,4,16,5,33
"Asháninka (039)",24,5,3,6,12
"Otra lengua nativa (040)",24,8,3,3,13
"Castellano (041)",66856,11739,14833,3223,37268
"Idioma Extranjero (042)",33,,2,14,17
"Es Sordomudo/a (043)",77,26,12,2,37
"Mujeres (045)",80176,17064,17778,2855,42647
"Quechua (046)",8763,2820,937,177,4838
"Aymara (047)",46,12,9,5,23
"Asháninka (048)",26,7,5,7,13
"Otra lengua nativa (049)",27,3,6,1,18
"Castellano (050)",71221,14203,16807,2658,37702
"Idioma Extranjero (051)",19,,1,5,13
"Es Sordomudo/a (052)",74,19,13,2,40
,,,,,
"RURAL (054)",99657,54170,2061,719,42818
"Quechua (055)",44519,26329,467,146,17609
"Aymara (056)",75,49,5,9,22
"Asháninka (057)",23,17,,10,6
"Otra lengua nativa (058)",11,9,,5,2
"Castellano (059)",54809,27664,1588,546,25065
"Idioma Extranjero (060)",2,,,,2
"Es Sordomudo/a (061)",218,102,1,3,112
"Hombres (063)",50644,26202,1060,369,23073
"Quechua (064)",21761,12296,236,67,9182
"Aymara (065)",36,25,,7,11
"Asháninka (066)",11,9,,5,2
"Otra lengua nativa (067)",4,2,,1,2
"Castellano (068)",28735,13827,823,289,13823
"Idioma Extranjero (069)",1,,,,1
"Es Sordomudo/a (070)",96,43,1,,52
"Mujeres (072)",49013,27968,1001,350,19745
"Quechua (073)",22758,14033,231,79,8427
"Aymara (074)",39,24,5,2,11
"Asháninka (075)",12,8,,5,4
"Otra lengua nativa (076)",7,7,,4,
"Castellano (077)",26074,13837,765,257,11242
"Idioma Extranjero (078)",1,,,,1
"Es Sordomudo/a (079)",122,59,,3,60
