"CUADRO Nº 13: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL; Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia CARLOS FERMIN FITZCARRALD (000)",5488,66,2272,1756,429,153,71,24,4,,713
"Sin Nivel (001)",2912,43,1246,886,213,90,54,22,2,,356
"Educación Inicial (002)",16,,9,3,1,,,,,,3
"Primaria (003)",1413,20,643,478,79,20,7,2,,,164
"Secundaria (004)",678,3,280,231,52,6,2,,,,104
"Sup. no Univ. Incompleta (005)",102,,25,35,16,5,1,,,,20
"Sup. no Univ. Completa (006)",209,,38,75,37,16,4,,1,,38
"Sup. Univ. Incompleta (007)",37,,6,14,3,2,,,,,12
"Sup. Univ. Completa (008)",121,,25,34,28,14,3,,1,,16
,,,,,,,,,,,
"URBANA (010)",909,5,304,300,112,37,16,3,2,,130
"Sin Nivel (011)",202,1,72,52,23,9,7,3,1,,34
"Educación Inicial (012)",1,,,,,,,,,,1
"Primaria (013)",213,4,91,73,16,3,3,,,,23
"Secundaria (014)",192,,80,68,19,,1,,,,24
"Sup. no Univ. Incompleta (015)",56,,14,23,7,4,,,,,8
"Sup. no Univ. Completa (016)",142,,28,51,26,11,2,,1,,23
"Sup. Univ. Incompleta (017)",21,,2,10,2,2,,,,,5
"Sup. Univ. Completa (018)",82,,17,23,19,8,3,,,,12
,,,,,,,,,,,
"RURAL (020)",4579,61,1968,1456,317,116,55,21,2,,583
"Sin Nivel (021)",2710,42,1174,834,190,81,47,19,1,,322
"Educación Inicial (022)",15,,9,3,1,,,,,,2
"Primaria (023)",1200,16,552,405,63,17,4,2,,,141
"Secundaria (024)",486,3,200,163,33,6,1,,,,80
"Sup. no Univ. Incompleta (025)",46,,11,12,9,1,1,,,,12
"Sup. no Univ. Completa (026)",67,,10,24,11,5,2,,,,15
"Sup. Univ. Incompleta (027)",16,,4,4,1,,,,,,7
"Sup. Univ. Completa (028)",39,,8,11,9,6,,,1,,4
