"CUADRO Nº 2: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia TALARA (000)",99616,13583,19224,20020,16604,14971,15214
"Conviviente (001)",20024,295,4772,7266,4151,2236,1304
"Separado(a) (002)",3637,13,421,850,917,805,631
"Casado(a) (003)",36134,45,1461,6471,9108,9797,9252
"Viudo(a) (004)",3204,4,15,54,161,336,2634
"Divorciado(a) (005)",338,,2,38,69,121,108
"Soltero(a) (006)",36279,13226,12553,5341,2198,1676,1285
"Hombres (008)",49880,6906,9740,9798,8000,7707,7729
"Conviviente (009)",9742,100,1800,3562,2225,1271,784
"Separado(a) (010)",1090,4,87,235,247,272,245
"Casado(a) (011)",18035,25,503,2804,4238,5135,5330
"Viudo(a) (012)",879,2,4,11,36,87,739
"Divorciado(a) (013)",182,,2,21,25,71,63
"Soltero(a) (014)",19952,6775,7344,3165,1229,871,568
"Mujeres (016)",49736,6677,9484,10222,8604,7264,7485
"Conviviente (017)",10282,195,2972,3704,1926,965,520
"Separado(a) (018)",2547,9,334,615,670,533,386
"Casado(a) (019)",18099,20,958,3667,4870,4662,3922
"Viudo(a) (020)",2325,2,11,43,125,249,1895
"Divorciado(a) (021)",156,,,17,44,50,45
"Soltero(a) (022)",16327,6451,5209,2176,969,805,717
,,,,,,,
"URBANA (024)",97654,13360,18777,19545,16298,14699,14975
"Conviviente (025)",19542,292,4635,7082,4073,2192,1268
"Separado(a) (026)",3581,13,418,840,905,786,619
"Casado(a) (027)",35470,45,1412,6307,8943,9635,9128
"Viudo(a) (028)",3153,4,15,52,159,327,2596
"Divorciado(a) (029)",321,,2,36,64,116,103
"Soltero(a) (030)",35587,13006,12295,5228,2154,1643,1261
"Hombres (032)",48773,6784,9497,9536,7818,7558,7580
"Conviviente (033)",9487,100,1750,3459,2173,1245,760
"Separado(a) (034)",1066,4,87,231,242,264,238
"Casado(a) (035)",17671,25,481,2722,4148,5046,5249
"Viudo(a) (036)",861,2,4,11,36,84,724
"Divorciado(a) (037)",170,,2,19,23,67,59
"Soltero(a) (038)",19518,6653,7173,3094,1196,852,550
"Mujeres (040)",48881,6576,9280,10009,8480,7141,7395
"Conviviente (041)",10055,192,2885,3623,1900,947,508
"Separado(a) (042)",2515,9,331,609,663,522,381
"Casado(a) (043)",17799,20,931,3585,4795,4589,3879
"Viudo(a) (044)",2292,2,11,41,123,243,1872
"Divorciado(a) (045)",151,,,17,41,49,44
"Soltero(a) (046)",16069,6353,5122,2134,958,791,711
,,,,,,,
"RURAL (048)",1962,223,447,475,306,272,239
"Conviviente (049)",482,3,137,184,78,44,36
"Separado(a) (050)",56,,3,10,12,19,12
"Casado(a) (051)",664,,49,164,165,162,124
"Viudo(a) (052)",51,,,2,2,9,38
"Divorciado(a) (053)",17,,,2,5,5,5
"Soltero(a) (054)",692,220,258,113,44,33,24
"Hombres (056)",1107,122,243,262,182,149,149
"Conviviente (057)",255,,50,103,52,26,24
"Separado(a) (058)",24,,,4,5,8,7
"Casado(a) (059)",364,,22,82,90,89,81
"Viudo(a) (060)",18,,,,,3,15
"Divorciado(a) (061)",12,,,2,2,4,4
"Soltero(a) (062)",434,122,171,71,33,19,18
"Mujeres (064)",855,101,204,213,124,123,90
"Conviviente (065)",227,3,87,81,26,18,12
"Separado(a) (066)",32,,3,6,7,11,5
"Casado(a) (067)",300,,27,82,75,73,43
"Viudo(a) (068)",33,,,2,2,6,23
"Divorciado(a) (069)",5,,,,3,1,1
"Soltero(a) (070)",258,98,87,42,11,14,6
