"CUADRO Nº 9: POBLACIÓN DE 3 A 24 AÑOS DE EDAD, POR CONDICIÓN DE ALFABETISMO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD NORMATIVA DE ESTUDIOS",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y EDAD NORMATIVA DE ESTUDIOS",TOTAL,"CONDICIÓN DE ALFABETISMO",
,,"SABE LEER Y ESCRIBIR","NO SABE LEER NI ESCRIBIR"
,,,
"Provincia TAMBOPATA (000)",36745,31267,5478
"De 3 a 5 años (001)",5093,450,4643
"De 6 a 11 años (002)",9610,8894,716
"De 12 a 16 años (003)",8338,8296,42
"De 17 a 24 años (004)",13704,13627,77
"Hombres (005)",18469,15692,2777
"De 3 a 5 años (006)",2556,225,2331
"De 6 a 11 años (007)",4867,4491,376
"De 12 a 16 años (008)",4151,4125,26
"De 17 a 24 años (009)",6895,6851,44
"Mujeres (010)",18276,15575,2701
"De 3 a 5 años (011)",2537,225,2312
"De 6 a 11 años (012)",4743,4403,340
"De 12 a 16 años (013)",4187,4171,16
"De 17 a 24 años (014)",6809,6776,33
,,,
"URBANA (015)",31036,26588,4448
"De 3 a 5 años (016)",4224,414,3810
"De 6 a 11 años (017)",8181,7620,561
"De 12 a 16 años (018)",7182,7153,29
"De 17 a 24 años (019)",11449,11401,48
"Hombres (020)",15400,13127,2273
"De 3 a 5 años (021)",2133,205,1928
"De 6 a 11 años (022)",4169,3867,302
"De 12 a 16 años (023)",3524,3507,17
"De 17 a 24 años (024)",5574,5548,26
"Mujeres (025)",15636,13461,2175
"De 3 a 5 años (026)",2091,209,1882
"De 6 a 11 años (027)",4012,3753,259
"De 12 a 16 años (028)",3658,3646,12
"De 17 a 24 años (029)",5875,5853,22
,,,
"RURAL (030)",5709,4679,1030
"De 3 a 5 años (031)",869,36,833
"De 6 a 11 años (032)",1429,1274,155
"De 12 a 16 años (033)",1156,1143,13
"De 17 a 24 años (034)",2255,2226,29
"Hombres (035)",3069,2565,504
"De 3 a 5 años (036)",423,20,403
"De 6 a 11 años (037)",698,624,74
"De 12 a 16 años (038)",627,618,9
"De 17 a 24 años (039)",1321,1303,18
"Mujeres (040)",2640,2114,526
"De 3 a 5 años (041)",446,16,430
"De 6 a 11 años (042)",731,650,81
"De 12 a 16 años (043)",529,525,4
"De 17 a 24 años (044)",934,923,11
