"CUADRO Nº 1: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 14 AÑOS","15 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia DOS DE MAYO (000)",43634,2537,13401,8679,5487,4778,3466,2379,2907
"Quechua (001)",17399,753,4162,2686,2149,2255,1943,1500,1951
"Aymara (002)",20,4,5,1,3,5,1,,1
"Ashaninca (003)",5,,4,,,,,,1
"Otra lengua nativa (004)",11,,2,4,2,2,1,,
"Castellano (005)",26102,1778,9211,5977,3309,2504,1508,873,942
"Idioma extranjero (006)",6,1,1,,2,1,1,,
"Es sordomudo/a (007)",91,1,16,11,22,11,12,6,12
"Hombres (009)",21624,1332,6791,4340,2642,2274,1691,1185,1369
"Quechua (010)",8216,388,2099,1278,985,1012,868,724,862
"Aymara (011)",13,1,3,1,3,4,1,,
"Ashaninca (012)",3,,2,,,,,,1
"Otra lengua nativa (013)",5,,1,2,1,1,,,
"Castellano (014)",13334,942,4676,3054,1637,1250,817,459,499
"Idioma extranjero (015)",5,1,1,,1,1,1,,
"Es sordomudo/a (016)",48,,9,5,15,6,4,2,7
"Mujeres (018)",22010,1205,6610,4339,2845,2504,1775,1194,1538
"Quechua (019)",9183,365,2063,1408,1164,1243,1075,776,1089
"Aymara (020)",7,3,2,,,1,,,1
"Ashaninca (021)",2,,2,,,,,,
"Otra lengua nativa (022)",6,,1,2,1,1,1,,
"Castellano (023)",12768,836,4535,2923,1672,1254,691,414,443
"Idioma extranjero (024)",1,,,,1,,,,
"Es sordomudo/a (025)",43,1,7,6,7,5,8,4,5
,,,,,,,,,
"URBANA (027)",15350,798,4321,3116,2117,1914,1252,815,1017
"Quechua (028)",3720,90,697,516,456,581,487,351,542
"Aymara (029)",6,1,,,2,2,1,,
"Ashaninca (030)",3,,2,,,,,,1
"Otra lengua nativa (031)",2,,1,,1,,,,
"Castellano (032)",11582,706,3615,2598,1650,1326,756,461,470
"Idioma extranjero (033)",5,1,1,,2,,1,,
"Es sordomudo/a (034)",32,,5,2,6,5,7,3,4
"Hombres (036)",7546,416,2200,1551,997,898,633,402,449
"Quechua (037)",1727,45,354,245,213,259,224,168,219
"Aymara (038)",6,1,,,2,2,1,,
"Ashaninca (039)",2,,1,,,,,,1
"Otra lengua nativa (040)",2,,1,,1,,,,
"Castellano (041)",5791,369,1841,1306,776,635,404,233,227
"Idioma extranjero (042)",4,1,1,,1,,1,,
"Es sordomudo/a (043)",14,,2,,4,2,3,1,2
"Mujeres (045)",7804,382,2121,1565,1120,1016,619,413,568
"Quechua (046)",1993,45,343,271,243,322,263,183,323
"Ashaninca (048)",1,,1,,,,,,
"Castellano (050)",5791,337,1774,1292,874,691,352,228,243
"Idioma extranjero (051)",1,,,,1,,,,
"Es sordomudo/a (052)",18,,3,2,2,3,4,2,2
,,,,,,,,,
"RURAL (054)",28284,1739,9080,5563,3370,2864,2214,1564,1890
"Quechua (055)",13679,663,3465,2170,1693,1674,1456,1149,1409
"Aymara (056)",14,3,5,1,1,3,,,1
"Ashaninca (057)",2,,2,,,,,,
"Otra lengua nativa (058)",9,,1,4,1,2,1,,
"Castellano (059)",14520,1072,5596,3379,1659,1178,752,412,472
"Idioma extranjero (060)",1,,,,,1,,,
"Es sordomudo/a (061)",59,1,11,9,16,6,5,3,8
"Hombres (063)",14078,916,4591,2789,1645,1376,1058,783,920
"Quechua (064)",6489,343,1745,1033,772,753,644,556,643
"Aymara (065)",7,,3,1,1,2,,,
"Ashaninca (066)",1,,1,,,,,,
"Otra lengua nativa (067)",3,,,2,,1,,,
"Castellano (068)",7543,573,2835,1748,861,615,413,226,272
"Idioma extranjero (069)",1,,,,,1,,,
"Es sordomudo/a (070)",34,,7,5,11,4,1,1,5
"Mujeres (072)",14206,823,4489,2774,1725,1488,1156,781,970
"Quechua (073)",7190,320,1720,1137,921,921,812,593,766
"Aymara (074)",7,3,2,,,1,,,1
"Ashaninca (075)",1,,1,,,,,,
"Otra lengua nativa (076)",6,,1,2,1,1,1,,
"Castellano (077)",6977,499,2761,1631,798,563,339,186,200
"Es sordomudo/a (079)",25,1,4,4,5,2,4,2,3
