"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia AIJA (000)",2181,1699,228,107,147
"Empleado (001)",360,114,82,55,109
"Obrero (002)",410,223,101,49,37
"Trabajador independiente (003)",1003,967,36,,
"Empleador o patrono (004)",8,5,1,2,
"Trabajador familiar no remunerado (005)",365,355,8,1,1
"Trabajador del hogar (006)",35,35,,,
"De 06 a 14 años (008)",65,63,2,,
"Obrero (010)",5,5,,,
"Trabajador independiente (011)",5,5,,,
"Trabajador familiar no remunerado (013)",53,51,2,,
"Trabajador del hogar (014)",2,2,,,
"De 15 a 29 años (016)",596,450,63,37,46
"Empleado (017)",86,37,9,6,34
"Obrero (018)",156,77,38,29,12
"Trabajador independiente (019)",207,195,12,,
"Empleador o patrono (020)",2,,1,1,
"Trabajador familiar no remunerado (021)",132,128,3,1,
"Trabajador del hogar (022)",13,13,,,
"De 30 a 44 años (024)",702,507,91,42,62
"Empleado (025)",175,57,41,30,47
"Obrero (026)",132,69,37,12,14
"Trabajador independiente (027)",311,299,12,,
"Empleador o patrono (028)",2,2,,,
"Trabajador familiar no remunerado (029)",73,71,1,,1
"Trabajador del hogar (030)",9,9,,,
"De 45 a 64 años (032)",580,453,63,28,36
"Empleado (033)",94,18,32,19,25
"Obrero (034)",96,57,20,8,11
"Trabajador independiente (035)",311,301,10,,
"Empleador o patrono (036)",3,2,,1,
"Trabajador familiar no remunerado (037)",68,67,1,,
"Trabajador del hogar (038)",8,8,,,
"De 65 y más años (040)",238,226,9,,3
"Empleado (041)",5,2,,,3
"Obrero (042)",21,15,6,,
"Trabajador independiente (043)",169,167,2,,
"Empleador o patrono (044)",1,1,,,
"Trabajador familiar no remunerado (045)",39,38,1,,
"Trabajador del hogar (046)",3,3,,,
,,,,,
"URBANA (048)",788,521,104,62,101
"Empleado (049)",263,67,59,43,94
"Obrero (050)",142,86,33,17,6
"Trabajador independiente (051)",297,288,9,,
"Empleador o patrono (052)",2,1,,1,
"Trabajador familiar no remunerado (053)",62,57,3,1,1
"Trabajador del hogar (054)",22,22,,,
"De 06 a 14 años (056)",6,6,,,
"Trabajador independiente (059)",2,2,,,
"Trabajador familiar no remunerado (061)",2,2,,,
"Trabajador del hogar (062)",2,2,,,
"De 15 a 29 años (064)",201,133,20,16,32
"Empleado (065)",60,17,7,6,30
"Obrero (066)",47,25,11,9,2
"Trabajador independiente (067)",61,60,1,,
"Trabajador familiar no remunerado (069)",28,26,1,1,
"Trabajador del hogar (070)",5,5,,,
"De 30 a 44 años (072)",271,161,42,26,42
"Empleado (073)",125,38,27,22,38
"Obrero (074)",45,26,12,4,3
"Trabajador independiente (075)",83,80,3,,
"Trabajador familiar no remunerado (077)",12,11,,,1
"Trabajador del hogar (078)",6,6,,,
"De 45 a 64 años (080)",226,145,37,20,24
"Empleado (081)",73,10,25,15,23
"Obrero (082)",38,26,7,4,1
"Trabajador independiente (083)",97,93,4,,
"Empleador o patrono (084)",2,1,,1,
"Trabajador familiar no remunerado (085)",9,8,1,,
"Trabajador del hogar (086)",7,7,,,
"De 65 y más años (088)",84,76,5,,3
"Empleado (089)",5,2,,,3
"Obrero (090)",12,9,3,,
"Trabajador independiente (091)",54,53,1,,
"Trabajador familiar no remunerado (093)",11,10,1,,
"Trabajador del hogar (094)",2,2,,,
,,,,,
"RURAL (096)",1393,1178,124,45,46
"Empleado (097)",97,47,23,12,15
"Obrero (098)",268,137,68,32,31
"Trabajador independiente (099)",706,679,27,,
"Empleador o patrono (100)",6,4,1,1,
"Trabajador familiar no remunerado (101)",303,298,5,,
"Trabajador del hogar (102)",13,13,,,
"De 06 a 14 años (104)",59,57,2,,
"Obrero (106)",5,5,,,
"Trabajador independiente (107)",3,3,,,
"Trabajador familiar no remunerado (109)",51,49,2,,
"De 15 a 29 años (112)",395,317,43,21,14
"Empleado (113)",26,20,2,,4
"Obrero (114)",109,52,27,20,10
"Trabajador independiente (115)",146,135,11,,
"Empleador o patrono (116)",2,,1,1,
"Trabajador familiar no remunerado (117)",104,102,2,,
"Trabajador del hogar (118)",8,8,,,
"De 30 a 44 años (120)",431,346,49,16,20
"Empleado (121)",50,19,14,8,9
"Obrero (122)",87,43,25,8,11
"Trabajador independiente (123)",228,219,9,,
"Empleador o patrono (124)",2,2,,,
"Trabajador familiar no remunerado (125)",61,60,1,,
"Trabajador del hogar (126)",3,3,,,
"De 45 a 64 años (128)",354,308,26,8,12
"Empleado (129)",21,8,7,4,2
"Obrero (130)",58,31,13,4,10
"Trabajador independiente (131)",214,208,6,,
"Empleador o patrono (132)",1,1,,,
"Trabajador familiar no remunerado (133)",59,59,,,
"Trabajador del hogar (134)",1,1,,,
"De 65 y más años (136)",154,150,4,,
"Obrero (138)",9,6,3,,
"Trabajador independiente (139)",115,114,1,,
"Empleador o patrono (140)",1,1,,,
"Trabajador familiar no remunerado (141)",28,28,,,
"Trabajador del hogar (142)",1,1,,,
