"CUADRO Nº 35: POBLACIÓN DESOCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"12 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia CHOTA (000)",2029,60,1005,581,306,77
"Conviviente (001)",568,3,206,237,102,20
"Separado(a) (002)",30,,8,15,7,
"Casado(a) (003)",460,,69,183,161,47
"Viudo(a) (004)",20,,1,3,10,6
"Divorciado(a) (005)",5,,,4,1,
"Soltero(a) (006)",946,57,721,139,25,4
"Hombres (008)",1639,33,741,502,287,76
"Conviviente (009)",495,2,162,216,95,20
"Separado(a) (010)",17,,4,8,5,
"Casado(a) (011)",407,,47,161,153,46
"Viudo(a) (012)",17,,,1,10,6
"Divorciado(a) (013)",3,,,2,1,
"Soltero(a) (014)",700,31,528,114,23,4
"Mujeres (016)",390,27,264,79,19,1
"Conviviente (017)",73,1,44,21,7,
"Separado(a) (018)",13,,4,7,2,
"Casado(a) (019)",53,,22,22,8,1
"Viudo(a) (020)",3,,1,2,,
"Divorciado(a) (021)",2,,,2,,
"Soltero(a) (022)",246,26,193,25,2,
,,,,,,
"AREA URBANA (024)",559,4,278,181,79,17
"Conviviente (025)",138,1,65,56,14,2
"Separado(a) (026)",16,,4,10,2,
"Casado(a) (027)",160,,28,65,55,12
"Viudo(a) (028)",4,,1,1,,2
"Divorciado(a) (029)",2,,,2,,
"Soltero(a) (030)",239,3,180,47,8,1
"Hombres (032)",370,2,166,120,65,17
"Conviviente (033)",94,,38,44,10,2
"Separado(a) (034)",6,,2,3,1,
"Casado(a) (035)",115,,11,44,48,12
"Viudo(a) (036)",2,,,,,2
"Soltero(a) (038)",153,2,115,29,6,1
"Mujeres (040)",189,2,112,61,14,
"Conviviente (041)",44,1,27,12,4,
"Separado(a) (042)",10,,2,7,1,
"Casado(a) (043)",45,,17,21,7,
"Viudo(a) (044)",2,,1,1,,
"Divorciado(a) (045)",2,,,2,,
"Soltero(a) (046)",86,1,65,18,2,
,,,,,,
"AREA RURAL (048)",1470,56,727,400,227,60
"Conviviente (049)",430,2,141,181,88,18
"Separado(a) (050)",14,,4,5,5,
"Casado(a) (051)",300,,41,118,106,35
"Viudo(a) (052)",16,,,2,10,4
"Divorciado(a) (053)",3,,,2,1,
"Soltero(a) (054)",707,54,541,92,17,3
"Hombres (056)",1269,31,575,382,222,59
"Conviviente (057)",401,2,124,172,85,18
"Separado(a) (058)",11,,2,5,4,
"Casado(a) (059)",292,,36,117,105,34
"Viudo(a) (060)",15,,,1,10,4
"Divorciado(a) (061)",3,,,2,1,
"Soltero(a) (062)",547,29,413,85,17,3
"Mujeres (064)",201,25,152,18,5,1
"Conviviente (065)",29,,17,9,3,
"Separado(a) (066)",3,,2,,1,
"Casado(a) (067)",8,,5,1,1,1
"Viudo(a) (068)",1,,,1,,
"Soltero(a) (070)",160,25,128,7,,
