"CUADRO Nº 6: POBLACIÓN DE 18 Y MÁS AÑOS DE EDAD, POR TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI), SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)",
,,"TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)","NO TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)"
,,,
"Provincia CUTERVO (000)",75931,72044,3887
"Hombres (001)",37487,35926,1561
"Mujeres (002)",38444,36118,2326
"De 18 a 29 años (003)",24999,23841,1158
"Hombres (004)",12444,11764,680
"Mujeres (005)",12555,12077,478
"De 30 a 44 años (006)",24322,23759,563
"Hombres (007)",11905,11653,252
"Mujeres (008)",12417,12106,311
"De 45 a 64 años (009)",18081,17216,865
"Hombres (010)",8841,8573,268
"Mujeres (011)",9240,8643,597
"De 65 y más años (012)",8529,7228,1301
"Hombres (013)",4297,3936,361
"Mujeres (014)",4232,3292,940
,,,
"URBANA (015)",16508,16040,468
"Hombres (016)",7933,7773,160
"Mujeres (017)",8575,8267,308
"De 18 a 29 años (018)",5395,5211,184
"Hombres (019)",2558,2474,84
"Mujeres (020)",2837,2737,100
"De 30 a 44 años (021)",5643,5588,55
"Hombres (022)",2687,2668,19
"Mujeres (023)",2956,2920,36
"De 45 a 64 años (024)",3806,3740,66
"Hombres (025)",1883,1865,18
"Mujeres (026)",1923,1875,48
"De 65 y más años (027)",1664,1501,163
"Hombres (028)",805,766,39
"Mujeres (029)",859,735,124
,,,
"RURAL (030)",59423,56004,3419
"Hombres (031)",29554,28153,1401
"Mujeres (032)",29869,27851,2018
"De 18 a 29 años (033)",19604,18630,974
"Hombres (034)",9886,9290,596
"Mujeres (035)",9718,9340,378
"De 30 a 44 años (036)",18679,18171,508
"Hombres (037)",9218,8985,233
"Mujeres (038)",9461,9186,275
"De 45 a 64 años (039)",14275,13476,799
"Hombres (040)",6958,6708,250
"Mujeres (041)",7317,6768,549
"De 65 y más años (042)",6865,5727,1138
"Hombres (043)",3492,3170,322
"Mujeres (044)",3373,2557,816
