"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia HUAROCHIRI (000)",65127,5596,1736,21264,24389,3374,3016,2265,3487
"Jefe o Jefa (001)",19199,879,7,6405,7491,1067,1103,714,1533
"Esposa(o)/ compa¤era(o) (002)",10308,629,8,3711,3900,526,625,292,617
"Hijo(a)/ hijastro(a) (003)",24231,2745,1280,7686,8733,1207,856,879,845
"Yerno/ nuera (004)",1055,5,,128,585,94,96,50,97
"Nieto(a) (005)",3527,722,311,1293,932,91,58,79,41
"Padres/ suegros (006)",628,192,,315,93,8,5,6,9
"Otro(a) pariente (007)",4971,363,118,1413,2114,293,207,201,262
"Trabajador(a) del hogar (008)",62,2,,29,24,4,,2,1
"Pensionista (009)",61,5,,17,30,3,,,6
"Otro(a) no pariente (010)",1085,54,12,267,487,81,66,42,76
"Hombres (012)",33047,2214,852,10088,13599,1783,1476,1261,1774
"Jefe o Jefa (013)",13587,251,2,4147,5903,801,825,562,1096
"Esposa(o)/ compa¤era(o) (014)",846,24,2,240,409,49,38,28,56
"Hijo(a)/ hijastro(a) (015)",12531,1353,625,3955,4817,592,388,444,357
"Yerno/ nuera (016)",542,2,,55,287,63,44,27,64
"Nieto(a) (017)",1814,349,159,655,521,43,27,40,20
"Padres/ suegros (018)",229,37,,128,49,7,1,4,3
"Otro(a) pariente (019)",2738,165,62,718,1246,173,114,125,135
"Trabajador(a) del hogar (020)",10,1,,6,3,,,,
"Pensionista (021)",46,2,,11,26,3,,,4
"Otro(a) no pariente (022)",704,30,2,173,338,52,39,31,39
"Mujeres (024)",32080,3382,884,11176,10790,1591,1540,1004,1713
"Jefe o Jefa (025)",5612,628,5,2258,1588,266,278,152,437
"Esposa(o)/ compa¤era(o) (026)",9462,605,6,3471,3491,477,587,264,561
"Hijo(a)/ hijastro(a) (027)",11700,1392,655,3731,3916,615,468,435,488
"Yerno/ nuera (028)",513,3,,73,298,31,52,23,33
"Nieto(a) (029)",1713,373,152,638,411,48,31,39,21
"Padres/ suegros (030)",399,155,,187,44,1,4,2,6
"Otro(a) pariente (031)",2233,198,56,695,868,120,93,76,127
"Trabajador(a) del hogar (032)",52,1,,23,21,4,,2,1
"Pensionista (033)",15,3,,6,4,,,,2
"Otro(a) no pariente (034)",381,24,10,94,149,29,27,11,37
,,,,,,,,,
"URBANA (036)",45072,3597,1150,13163,17200,2610,2491,1884,2977
"Jefe o Jefa (037)",12801,521,4,3626,5034,812,926,582,1296
"Esposa(o)/ compa¤era(o) (038)",6919,363,5,2211,2695,401,487,226,531
"Hijo(a)/ hijastro(a) (039)",16660,1759,811,4834,6176,919,701,747,713
"Yerno/ nuera (040)",802,2,,86,436,75,80,43,80
"Nieto(a) (041)",2707,531,225,976,741,83,50,64,37
"Padres/ suegros (042)",466,125,,238,75,8,5,6,9
"Otro(a) pariente (043)",3824,244,97,994,1649,242,185,177,236
"Trabajador(a) del hogar (044)",49,2,,20,21,4,,2,
"Pensionista (045)",47,5,,13,23,1,,,5
