"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia CHOTA (000)",61443,170040,154817,,2693,91,1.6
"De 12 a 14 años (001)",6149,24,24,,3,100,12.5
"De 15 a 19 años (002)",7989,1161,1138,303,98,26.1,
"De 20 a 24 años (003)",6628,5350,5231,652,97.8,12.2,
"De 25 a 29 años (004)",6166,9494,9305,623,98,6.6,
"De 30 a 34 años (005)",5604,12750,12380,508,97.1,4,
"De 35 a 39 años (006)",5619,17101,16464,389,96.3,2.3,
"De 40 a 44 años (007)",4526,17127,16282,175,95.1,1,
"De 45 a 49 años (008)",3965,17614,16523,40,93.8,0.2,
"De 50 y más años (009)",14797,89419,77470,,86.6,,
"PEA (010)",10012,23905,22515,365,94.2,1.5,
"De 12 a 14 años (011)",175,3,3,,100,,
"De 15 a 19 años (012)",886,142,140,32,98.6,22.5,
"De 20 a 24 años (013)",1250,747,731,80,97.9,10.7,
"De 25 a 29 años (014)",1365,1555,1528,80,98.3,5.1,
"De 30 a 34 años (015)",1252,2237,2188,77,97.8,3.4,
"De 35 a 39 años (016)",1268,3168,3082,64,97.3,2,
"De 40 a 44 años (017)",1037,3231,3128,27,96.8,0.8,
"De 45 a 49 años (018)",849,3002,2856,5,95.1,0.2,
"De 50 y más años (019)",1930,9820,8859,,90.2,,
"Ocupada (020)",9622,23571,22191,348,94.1,1.5,
"De 12 a 14 años (021)",148,3,3,,100,,
"De 15 a 19 años (022)",797,130,128,27,98.5,20.8,
"De 20 a 24 años (023)",1149,717,704,73,98.2,10.2,
"De 25 a 29 años (024)",1291,1494,1467,76,98.2,5.1,
"De 30 a 34 años (025)",1216,2197,2150,77,97.9,3.5,
"De 35 a 39 años (026)",1243,3110,3024,63,97.2,2,
"De 40 a 44 años (027)",1019,3181,3078,27,96.8,0.8,
"De 45 a 49 años (028)",837,2962,2818,5,95.1,0.2,
"De 50 y más años (029)",1922,9777,8819,,90.2,,
"Desocupada (030)",390,334,324,17,97,5.1,
"De 12 a 14 años (031)",27,,,,,,
"De 15 a 19 años (032)",89,12,12,5,100,41.7,
"De 20 a 24 años (033)",101,30,27,7,90,23.3,
"De 25 a 29 años (034)",74,61,61,4,100,6.6,
"De 30 a 34 años (035)",36,40,38,,95,,
"De 35 a 39 años (036)",25,58,58,1,100,1.7,
