"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia TARATA (000)",4048,3247,246,216,339
"Sin nivel (001)",260,243,9,6,2
"Educación inicial (002)",3,3,,,
"Primaria (003)",1436,1317,70,28,21
"Secundaria (004)",1399,1132,85,86,96
"Superior no univ. incompleta (005)",201,145,19,10,27
"Superior no univ. completa (006)",350,206,29,28,87
"Superior univ. incompleta (007)",113,66,11,5,31
"Superior univ. completa (008)",286,135,23,53,75
"De 06 a 14 años (010)",87,79,8,,
"Sin nivel (011)",1,1,,,
"Primaria (013)",54,47,7,,
"Secundaria (014)",32,31,1,,
"De 15 a 29 años (020)",1011,725,79,82,125
"Sin nivel (021)",13,11,1,,1
"Educación inicial (022)",3,3,,,
"Primaria (023)",129,106,8,10,5
"Secundaria (024)",540,412,41,50,37
"Superior no univ. incompleta (025)",84,56,7,3,18
"Superior no univ. completa (026)",133,77,11,10,35
"Superior univ. incompleta (027)",41,27,4,2,8
"Superior univ. completa (028)",68,33,7,7,21
"De 30 a 44 años (030)",1224,895,92,88,149
"Sin nivel (031)",33,28,1,4,
"Primaria (033)",359,314,24,11,10
"Secundaria (034)",459,371,29,26,33
"Superior no univ. incompleta (035)",69,46,9,6,8
"Superior no univ. completa (036)",129,63,11,14,41
"Superior univ. incompleta (037)",51,23,6,3,19
"Superior univ. completa (038)",124,50,12,24,38
"De 45 a 64 años (040)",1153,999,50,43,61
"Sin nivel (041)",100,93,5,2,
"Primaria (043)",537,506,20,6,5
"Secundaria (044)",310,264,12,10,24
"Superior no univ. incompleta (045)",37,32,3,1,1
"Superior no univ. completa (046)",71,52,5,3,11
"Superior univ. incompleta (047)",15,10,1,,4
"Superior univ. completa (048)",83,42,4,21,16
"De 65 y más años (050)",573,549,17,3,4
"Sin nivel (051)",113,110,2,,1
"Primaria (053)",357,344,11,1,1
"Secundaria (054)",58,54,2,,2
"Superior no univ. incompleta (055)",11,11,,,
"Superior no univ. completa (056)",17,14,2,1,
"Superior univ. incompleta (057)",6,6,,,
"Superior univ. completa (058)",11,10,,1,
,,,,,
"URBANA (060)",3041,2380,200,201,260
"Sin nivel (061)",170,156,8,5,1
"Educación inicial (062)",3,3,,,
"Primaria (063)",969,873,53,26,17
