"CUADRO Nº 20: TOTAL DE VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR RÉGIMEN DE TENENCIA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"RÉGIMEN DE TENENCIA",,,,,
,,ALQUILADA,"PROPIA POR INVASIÓN","PROPIA PAGÁNDOLA A PLAZOS","PROPIA TOTALMENTE PAGADA","CEDIDA POR EL CENTRO DE TRABAJO/OTRO HOGAR /INSTITUCIÓN","OTRA FORMA"
,,,,,,,
"Provincia MELGAR",,,,,,,
"Viviendas particulares (001)",19992,2741,369,425,12807,2222,1428
"Ocupantes presentes (002)",73335,9401,1279,1590,47226,8302,5537
"Casa independiente",,,,,,,
"Viviendas particulares (004)",15613,1842,274,358,11009,1213,917
"Ocupantes presentes (005)",57603,6515,947,1367,40868,4366,3540
"Departamento en edificio",,,,,,,
"Viviendas particulares (007)",2,1,,,1,,
"Ocupantes presentes (008)",7,4,,,3,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (010)",12,7,,,5,,
"Ocupantes presentes (011)",39,23,,,16,,
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",924,460,,5,339,85,35
"Ocupantes presentes (014)",2856,1323,,16,1146,256,115
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",3408,426,95,62,1449,905,471
"Ocupantes presentes (017)",12721,1520,332,207,5185,3603,1874
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",4,1,,,,2,1
"Ocupantes presentes (020)",21,3,,,,15,3
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",22,2,,,3,14,3
"Ocupantes presentes (023)",69,6,,,6,53,4
"Otro tipo",,,,,,,
"Viviendas particulares (025)",7,2,,,1,3,1
"Ocupantes presentes (026)",19,7,,,2,9,1
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",9531,1804,32,252,6336,499,608
"Ocupantes presentes (029)",34840,5961,114,994,23671,1725,2375
"Casa independiente",,,,,,,
"Viviendas particulares (031)",8570,1332,32,247,5989,401,569
"Ocupantes presentes (032)",31858,4599,114,978,22501,1413,2253
"Departamento en edificio",,,,,,,
"Viviendas particulares (034)",2,1,,,1,,
"Ocupantes presentes (035)",7,4,,,3,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (037)",12,7,,,5,,
"Ocupantes presentes (038)",39,23,,,16,,
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",924,460,,5,339,85,35
"Ocupantes presentes (041)",2856,1323,,16,1146,256,115
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",4,1,,,,2,1
"Ocupantes presentes (047)",21,3,,,,15,3
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",17,1,,,2,11,3
"Ocupantes presentes (050)",52,2,,,5,41,4
"Otro tipo",,,,,,,
"Viviendas particulares (052)",2,2,,,,,
"Ocupantes presentes (053)",7,7,,,,,
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",10461,937,337,173,6471,1723,820
"Ocupantes presentes (056)",38495,3440,1165,596,23555,6577,3162
"Casa independiente",,,,,,,
"Viviendas particulares (058)",7043,510,242,111,5020,812,348
"Ocupantes presentes (059)",25745,1916,833,389,18367,2953,1287
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",3408,426,95,62,1449,905,471
"Ocupantes presentes (071)",12721,1520,332,207,5185,3603,1874
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",5,1,,,1,3,
"Ocupantes presentes (077)",17,4,,,1,12,
"Otro tipo",,,,,,,
"Viviendas particulares (079)",5,,,,1,3,1
"Ocupantes presentes (080)",12,,,,2,9,1
