"CUADRO Nº 6: POBLACIÓN DE 18 Y MÁS AÑOS DE EDAD, POR TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI), SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)",
,,"TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)","NO TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)"
,,,
"Provincia HUANCABAMBA (000)",66750,59153,7597
"Hombres (001)",32927,30285,2642
"Mujeres (002)",33823,28868,4955
"De 18 a 29 años (003)",20681,18565,2116
"Hombres (004)",10324,9231,1093
"Mujeres (005)",10357,9334,1023
"De 30 a 44 años (006)",20371,19336,1035
"Hombres (007)",9998,9636,362
"Mujeres (008)",10373,9700,673
"De 45 a 64 años (009)",17358,15549,1809
"Hombres (010)",8546,8137,409
"Mujeres (011)",8812,7412,1400
"De 65 y más años (012)",8340,5703,2637
"Hombres (013)",4059,3281,778
"Mujeres (014)",4281,2422,1859
,,,
"URBANA (015)",9373,9080,293
"Hombres (016)",4495,4392,103
"Mujeres (017)",4878,4688,190
"De 18 a 29 años (018)",2755,2640,115
"Hombres (019)",1302,1253,49
"Mujeres (020)",1453,1387,66
"De 30 a 44 años (021)",3210,3187,23
"Hombres (022)",1527,1514,13
"Mujeres (023)",1683,1673,10
"De 45 a 64 años (024)",2351,2306,45
"Hombres (025)",1150,1136,14
"Mujeres (026)",1201,1170,31
"De 65 y más años (027)",1057,947,110
"Hombres (028)",516,489,27
"Mujeres (029)",541,458,83
,,,
"RURAL (030)",57377,50073,7304
"Hombres (031)",28432,25893,2539
"Mujeres (032)",28945,24180,4765
"De 18 a 29 años (033)",17926,15925,2001
"Hombres (034)",9022,7978,1044
"Mujeres (035)",8904,7947,957
"De 30 a 44 años (036)",17161,16149,1012
"Hombres (037)",8471,8122,349
"Mujeres (038)",8690,8027,663
"De 45 a 64 años (039)",15007,13243,1764
"Hombres (040)",7396,7001,395
"Mujeres (041)",7611,6242,1369
"De 65 y más años (042)",7283,4756,2527
"Hombres (043)",3543,2792,751
"Mujeres (044)",3740,1964,1776
