"CUADRO Nº 8: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR MATERIAL PREDOMINANTE EN LOS PISOS DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"MATERIAL PREDOMINANTE EN LOS PISOS DE LA VIVIENDA",,,,,,
,,TIERRA,CEMENTO,"LOSETAS, TERRAZOS, CERÁMICOS O SIMILARES","PARQUET O MADERA PULIDA","MADERA (PONA, TOR-NILLO, ETC.)","LÁMINAS ASFÁL-TICAS, VINÍLICOS O SIMILARES","OTRO MATERIAL"
,,,,,,,,
"Provincia SUCRE",,,,,,,,
"Viviendas particulares (001)",3780,3641,129,5,,2,2,1
"Ocupantes presentes (002)",12556,12030,502,15,,5,3,1
"Casa independiente",,,,,,,,
"Viviendas particulares (004)",3491,3364,118,5,,2,2,
"Ocupantes presentes (005)",11650,11162,465,15,,5,3,
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Viviendas particulares (010)",8,,8,,,,,
"Ocupantes presentes (011)",20,,20,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Viviendas particulares (013)",9,8,1,,,,,
"Ocupantes presentes (014)",21,16,5,,,,,
"Choza o cabaña",,,,,,,,
"Viviendas particulares (016)",271,268,2,,,,,1
"Ocupantes presentes (017)",864,851,12,,,,,1
"Vivienda improvisada",,,,,,,,
"Viviendas particulares (019)",1,1,,,,,,
"Ocupantes presentes (020)",1,1,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Otro tipo",,,,,,,,
,,,,,,,,
URBANA,,,,,,,,
"Viviendas particulares (028)",2218,2100,111,5,,1,1,
"Ocupantes presentes (029)",7656,7196,440,15,,3,2,
"Casa independiente",,,,,,,,
"Viviendas particulares (031)",2200,2091,102,5,,1,1,
"Ocupantes presentes (032)",7614,7179,415,15,,3,2,
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Viviendas particulares (037)",8,,8,,,,,
"Ocupantes presentes (038)",20,,20,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Viviendas particulares (040)",9,8,1,,,,,
"Ocupantes presentes (041)",21,16,5,,,,,
"Choza o cabaña",,,,,,,,
"Vivienda improvisada",,,,,,,,
"Viviendas particulares (046)",1,1,,,,,,
"Ocupantes presentes (047)",1,1,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Otro tipo",,,,,,,,
,,,,,,,,
RURAL,,,,,,,,
"Viviendas particulares (055)",1562,1541,18,,,1,1,1
"Ocupantes presentes (056)",4900,4834,62,,,2,1,1
"Casa independiente",,,,,,,,
"Viviendas particulares (058)",1291,1273,16,,,1,1,
"Ocupantes presentes (059)",4036,3983,50,,,2,1,
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Choza o cabaña",,,,,,,,
"Viviendas particulares (070)",271,268,2,,,,,1
"Ocupantes presentes (071)",864,851,12,,,,,1
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Otro tipo",,,,,,,,
