"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia VICTOR FAJARDO (000)",8327,249,1989,2715,2241,1133
"Agric., ganadería, caza y silvicultura (001)",4843,193,918,1312,1440,980
"Pesca (002)",8,,4,2,2,
"Explotación de minas y canteras (003)",594,,204,293,93,4
"Industrias manufactureras (004)",128,,40,48,29,11
"Suministro de electricidad, gas y agua (005)",4,,,2,2,
"Construcción (006)",510,9,184,188,109,20
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",466,25,104,176,138,23
"Venta, mant.y rep. veh.autom.y motoc. (008)",12,,6,3,3,
"Comercio al por mayor (009)",11,,2,5,4,
"Comercio al por menor (010)",443,25,96,168,131,23
"Hoteles y restaurantes (011)",225,4,65,67,65,24
"Trans., almac. y comunicaciones (012)",113,12,41,40,19,1
"Intermediación financiera (013)",5,,3,1,1,
"Activid.inmobil., empres. y alquileres (014)",53,,20,29,4,
"Admin.pub. y defensa; p. segur.soc.afil (015)",314,,118,121,72,3
"Enseñanza (016)",575,,124,293,154,4
"Servicios sociales y de salud (017)",114,,41,64,7,2
"Otras activ. serv.comun.soc y personales (018)",44,4,20,10,8,2
"Hogares privados con servicio doméstico (019)",57,1,30,9,12,5
"Actividad economica no especificada (021)",274,1,73,60,86,54
"Hombres (022)",5569,148,1336,1901,1433,751
"Agric., ganadería, caza y silvicultura (023)",3330,120,653,953,925,679
"Pesca (024)",7,,4,1,2,
"Explotación de minas y canteras (025)",576,,196,284,92,4
"Industrias manufactureras (026)",100,,37,35,21,7
"Suministro de electricidad, gas y agua (027)",4,,,2,2,
"Construcción (028)",465,7,171,173,95,19
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",170,12,31,66,48,13
"Venta, mant.y rep. veh.autom.y motoc. (030)",11,,5,3,3,
"Comercio al por mayor (031)",9,,1,4,4,
"Comercio al por menor (032)",150,12,25,59,41,13
"Hoteles y restaurantes (033)",27,,8,10,6,3
"Trans., almac. y comunicaciones (034)",106,8,41,38,18,1
"Intermediación financiera (035)",2,,1,,1,
"Activid.inmobil., empres. y alquileres (036)",36,,11,23,2,
"Admin.pub. y defensa; p. segur.soc.afil (037)",221,,71,84,63,3
"Enseñanza (038)",358,,62,175,117,4
"Servicios sociales y de salud (039)",52,,12,34,4,2
"Otras activ. serv.comun.soc y personales (040)",11,,3,4,4,
"Actividad economica no especificada (043)",104,1,35,19,33,16
