"CUADRO Nº 6: POBLACIÓN DE 18 Y MÁS AÑOS DE EDAD, POR TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI), SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)",
,,"TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)","NO TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)"
,,,
"Provincia PACASMAYO (000)",61673,59642,2031
"Hombres (001)",30200,29377,823
"Mujeres (002)",31473,30265,1208
"De 18 a 29 años (003)",18230,17202,1028
"Hombres (004)",8918,8411,507
"Mujeres (005)",9312,8791,521
"De 30 a 44 años (006)",19800,19438,362
"Hombres (007)",9512,9377,135
"Mujeres (008)",10288,10061,227
"De 45 a 64 años (009)",16555,16248,307
"Hombres (010)",8204,8100,104
"Mujeres (011)",8351,8148,203
"De 65 y más años (012)",7088,6754,334
"Hombres (013)",3566,3489,77
"Mujeres (014)",3522,3265,257
,,,
"URBANA (015)",57433,55655,1778
"Hombres (016)",28002,27270,732
"Mujeres (017)",29431,28385,1046
"De 18 a 29 años (018)",16817,15899,918
"Hombres (019)",8192,7737,455
"Mujeres (020)",8625,8162,463
"De 30 a 44 años (021)",18579,18271,308
"Hombres (022)",8895,8772,123
"Mujeres (023)",9684,9499,185
"De 45 a 64 años (024)",15411,15158,253
"Hombres (025)",7601,7515,86
"Mujeres (026)",7810,7643,167
"De 65 y más años (027)",6626,6327,299
"Hombres (028)",3314,3246,68
"Mujeres (029)",3312,3081,231
,,,
"RURAL (030)",4240,3987,253
"Hombres (031)",2198,2107,91
"Mujeres (032)",2042,1880,162
"De 18 a 29 años (033)",1413,1303,110
"Hombres (034)",726,674,52
"Mujeres (035)",687,629,58
"De 30 a 44 años (036)",1221,1167,54
"Hombres (037)",617,605,12
"Mujeres (038)",604,562,42
"De 45 a 64 años (039)",1144,1090,54
"Hombres (040)",603,585,18
"Mujeres (041)",541,505,36
"De 65 y más años (042)",462,427,35
"Hombres (043)",252,243,9
"Mujeres (044)",210,184,26
